Time,LIVING:DENVER CENTENNIAL  GOLDEN   N ANN HTG 99.6% CONDNS DB:Des Heat Load [W],LIVING:DENVER CENTENNIAL  GOLDEN   N ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],LIVING:DENVER CENTENNIAL  GOLDEN   N ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],LIVING:DENVER CENTENNIAL  GOLDEN   N ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s] 
01:00:00,2.273112E+04,0.000000E+00,1.215264E+00,0.000000E+00 
02:00:00,2.282959E+04,0.000000E+00,1.220525E+00,0.000000E+00 
03:00:00,2.288320E+04,0.000000E+00,1.223391E+00,0.000000E+00 
04:00:00,2.291317E+04,0.000000E+00,1.224993E+00,0.000000E+00 
05:00:00,2.294123E+04,0.000000E+00,1.226494E+00,0.000000E+00 
06:00:00,2.293324E+04,0.000000E+00,1.226066E+00,0.000000E+00 
07:00:00,2.339573E+04,0.000000E+00,1.250793E+00,0.000000E+00 
08:00:00,2.273725E+04,0.000000E+00,1.215585E+00,0.000000E+00 
09:00:00,2.282087E+04,0.000000E+00,1.220017E+00,0.000000E+00 
10:00:00,2.296055E+04,6.185497E+02,1.227512E+00,5.805416E-02 
11:00:00,2.354483E+04,1.727186E+03,1.258743E+00,1.620253E-01 
12:00:00,2.301131E+04,3.283116E+03,1.230209E+00,3.079648E-01 
13:00:00,2.302247E+04,4.708142E+03,1.230762E+00,4.416375E-01 
14:00:00,2.301504E+04,5.888144E+03,1.230395E+00,5.523234E-01 
15:00:00,2.299847E+04,6.800101E+03,1.229522E+00,6.378640E-01 
16:00:00,2.297377E+04,7.292004E+03,1.228205E+00,6.840087E-01 
17:00:00,2.284230E+04,7.242989E+03,1.221179E+00,6.794241E-01 
18:00:00,2.310384E+04,6.829462E+03,1.235163E+00,6.406406E-01 
19:00:00,2.228978E+04,5.592965E+03,1.191645E+00,5.246615E-01 
20:00:00,2.220499E+04,3.951768E+03,1.187090E+00,3.707076E-01 
21:00:00,2.221775E+04,2.626834E+03,1.187813E+00,2.464179E-01 
22:00:00,2.226271E+04,1.645220E+03,1.190225E+00,1.543345E-01 
23:00:00,2.240375E+04,8.312440E+02,1.197764E+00,7.797720E-02 
24:00:00,2.256224E+04,2.733447E+02,1.206237E+00,2.564189E-02 
Peak,2.354483E+04,7.292004E+03,1.258743E+00,6.840087E-01 

Peak Vol Flow (m3/s),,,1.304287E+00,7.087574E-01 
