Time,CENTRAL AIR SYSTEM:Des Heat Mass Flow [kg/s],CENTRAL AIR SYSTEM:Des Cool Mass Flow [kg/s],CENTRAL AIR SYSTEM:Des Heat Cap [W],CENTRAL AIR SYSTEM:Des Sens Cool Cap [W] 
01:00:00,1.101394E+00,3.584322E-02,3.928947E+04,2.457825E+02 
02:00:00,1.108530E+00,0.000000E+00,3.954403E+04,0.000000E+00 
03:00:00,1.112467E+00,0.000000E+00,3.968447E+04,0.000000E+00 
04:00:00,1.114815E+00,0.000000E+00,3.976820E+04,0.000000E+00 
05:00:00,1.116891E+00,0.000000E+00,3.984225E+04,0.000000E+00 
06:00:00,1.116505E+00,0.000000E+00,3.982851E+04,0.000000E+00 
07:00:00,1.106023E+00,0.000000E+00,3.945459E+04,0.000000E+00 
08:00:00,1.103496E+00,0.000000E+00,3.936443E+04,0.000000E+00 
09:00:00,1.108989E+00,0.000000E+00,3.956039E+04,0.000000E+00 
10:00:00,1.118373E+00,1.975746E-02,3.989512E+04,2.863663E+02 
11:00:00,1.115983E+00,1.294153E-01,3.980988E+04,2.172256E+03 
12:00:00,1.121954E+00,2.466542E-01,4.002289E+04,4.516866E+03 
13:00:00,1.122812E+00,4.074485E-01,4.005350E+04,7.959282E+03 
14:00:00,1.122369E+00,5.326280E-01,4.003769E+04,1.081136E+04 
15:00:00,1.121327E+00,6.211456E-01,4.000051E+04,1.260810E+04 
16:00:00,1.119720E+00,6.630094E-01,3.994318E+04,1.285026E+04 
17:00:00,1.110795E+00,6.629792E-01,3.962483E+04,1.203957E+04 
18:00:00,1.086577E+00,6.241585E-01,3.876091E+04,1.038127E+04 
19:00:00,1.073250E+00,5.483319E-01,3.828547E+04,7.863816E+03 
20:00:00,1.066941E+00,4.426321E-01,3.806043E+04,5.604261E+03 
21:00:00,1.067371E+00,3.336409E-01,3.807577E+04,3.765662E+03 
22:00:00,1.070152E+00,2.425511E-01,3.817497E+04,2.404149E+03 
23:00:00,1.079565E+00,1.597907E-01,3.851074E+04,1.412990E+03 
24:00:00,1.090250E+00,9.001654E-02,3.889191E+04,6.997513E+02 
Coinc Peak   ,1.122812E+00,6.630094E-01,4.005350E+04,1.285026E+04 
NonCoinc Peak,1.122812E+00,6.630094E-01,4.005350E+04,1.285026E+04 
