Date/Time,Electricity:Facility [J](Zone Timestep),Gas:Facility [J](Zone Timestep)
 04/20  01:00:00,2890520.0438858652,26546730.642702512
 04/20  02:00:00,2599697.885796378,29055279.768136147
 04/20  03:00:00,2503552.4728559544,31130524.062692404
 04/20  04:00:00,2481882.111133421,31841346.300060563
 04/20  05:00:00,2515439.2863536575,33703651.960427
 04/20  06:00:00,2627644.3403785117,33600633.45867152
 04/20  07:00:00,3056779.9993695654,31319978.52010186
 04/20  08:00:00,3561145.865335936,24698141.6210797
 04/20  09:00:00,3070927.7204115465,18055075.055596232
 04/20  10:00:00,2573463.95290513,14648012.987377064
 04/20  11:00:00,2416861.2293964727,10090303.233946163
 04/20  12:00:00,2385590.148030835,7068253.147723935
 04/20  13:00:00,2215118.539621863,4071322.2939316565
 04/20  14:00:00,2166864.8648043736,3429687.293503073
 04/20  15:00:00,2121652.6562022376,2240416.3788321214
 04/20  16:00:00,2129830.6394634615,2163494.424415361
 04/20  17:00:00,2504509.7035147836,2291061.722371014
 04/20  18:00:00,3262995.7150992695,2649010.0461018775
 04/20  19:00:00,3845408.2101207394,5479008.05922672
 04/20  20:00:00,4529921.25640484,8361629.000239399
 04/20  21:00:00,5602329.9257608205,14044596.151735209
 04/20  22:00:00,5830265.612983598,18924835.628080193
 04/20  23:00:00,4965233.537142064,24085856.605674386
 04/20  24:00:00,4062776.597504862,28417739.319657672
 04/21  01:00:00,3140779.795031239,33077204.95259061
 04/21  02:00:00,2825156.6178957424,34939420.80431166
 04/21  03:00:00,2688301.611204655,35952502.668423966
 04/21  04:00:00,2655201.637276635,36365096.34662322
 04/21  05:00:00,2632881.4208731563,36768541.7099852
 04/21  06:00:00,2691020.664879169,35252884.15641175
 04/21  07:00:00,3207116.463066989,35239177.53612559
 04/21  08:00:00,3662446.763058127,27334901.15669271
 04/21  09:00:00,3156536.5633731517,20281508.171885487
 04/21  10:00:00,2581467.868289162,14849107.628862308
 04/21  11:00:00,2678040.185869334,16901121.88325154
 04/21  12:00:00,2727263.665788442,15981286.348024074
 04/21  13:00:00,2743675.777978027,17863560.99153409
 04/21  14:00:00,2931786.1323489877,23392517.75539024
 04/21  15:00:00,3081534.667616782,27299328.555642627
 04/21  16:00:00,3181088.9188056355,29610670.059255578
 04/21  17:00:00,3674244.926345859,32832269.076815628
 04/21  18:00:00,4558172.517890286,36464605.289047696
 04/21  19:00:00,5042663.892820524,36726500.57247404
 04/21  20:00:00,5647794.876492637,37535488.48383969
 04/21  21:00:00,6515357.664349481,37871284.49746835
 04/21  22:00:00,6561430.666147891,38004899.23083201
 04/21  23:00:00,5510764.635631478,38321226.68395905
 04/21  24:00:00,4455381.429128722,38662472.84034435
 04/22  01:00:00,3402942.580779657,39230250.25823659
 04/22  02:00:00,3076845.380464162,41094638.34501198
 04/22  03:00:00,2906531.534641102,41374569.915698096
 04/22  04:00:00,2879424.6082886034,42070381.468214944
 04/22  05:00:00,2854553.4298414267,42273478.7945549
 04/22  06:00:00,3000632.4302967465,42892318.971939884
 04/22  07:00:00,3581705.1073945067,43890447.1226136
 04/22  08:00:00,4226912.168608028,39824784.25742022
 04/22  09:00:00,3895420.784702075,36171384.89863154
 04/22  10:00:00,3384214.4972069412,31123800.591825932
 04/22  11:00:00,3357518.0096206404,29393783.909009058
 04/22  12:00:00,3323014.1135224956,26173010.75279562
 04/22  13:00:00,3255667.647419886,26347946.095477596
 04/22  14:00:00,3194822.8693207605,25815292.958869983
 04/22  15:00:00,3213402.1254435754,26979859.46776499
 04/22  16:00:00,3336188.602476237,29637688.442289993
 04/22  17:00:00,3801407.519249605,32499689.38853772
 04/22  18:00:00,4791673.543199416,38937235.03512115
 04/22  19:00:00,5303456.527356118,39972408.06224
 04/22  20:00:00,6045061.99365586,44268199.373700276
 04/22  21:00:00,7048177.319021968,48147806.490961194
 04/22  22:00:00,7165442.065860506,50100534.65184975
 04/22  23:00:00,6128576.362400683,51517401.50795824
 04/22  24:00:00,5040994.005565177,52329537.656047046
 04/23  01:00:00,3838781.706923219,50604981.65882568
 04/23  02:00:00,3459409.246322828,51079770.67897804
 04/23  03:00:00,3353322.9870029786,53036782.21584226
 04/23  04:00:00,3261201.4709193767,52035612.41134119
 04/23  05:00:00,3240876.7910922286,52357122.51229369
 04/23  06:00:00,3368490.2762469645,52492598.50174014
 04/23  07:00:00,3837192.4668988804,50554383.06128383
 04/23  08:00:00,4425562.812886629,45002600.64192633
 04/23  09:00:00,4062572.454862683,40526251.14177236
 04/23  10:00:00,3633076.7414619843,37612040.43985823
 04/23  11:00:00,3547318.3607017626,34341258.76585563
 04/23  12:00:00,3358537.84438606,27094347.067767497
 04/23  13:00:00,3091691.633839063,22062508.773060977
 04/23  14:00:00,2934498.7407208676,19015478.189666882
 04/23  15:00:00,2856187.5478313095,17651357.827503357
 04/23  16:00:00,2795263.3687747708,15513873.337854933
 04/23  17:00:00,3133730.6224772143,15066907.549069032
 04/23  18:00:00,4052983.530186879,19649913.593264174
 04/23  19:00:00,4637521.435237523,22583097.949187286
 04/23  20:00:00,5461309.786117501,29023402.697501823
 04/23  21:00:00,6480450.059479441,33321382.45110368
 04/23  22:00:00,6629497.913919543,36104414.83871704
 04/23  23:00:00,5631149.988985185,38527768.25648592
 04/23  24:00:00,4580386.879412531,40302325.69225983
 04/24  01:00:00,3501007.4664214947,42473744.24076997
 04/24  02:00:00,3210850.782890431,45003954.854031906
 04/24  03:00:00,3127801.6232572687,47423091.44266907
 04/24  04:00:00,3147385.820574311,49211311.8950018
 04/24  05:00:00,3154098.330721999,50371823.06101012
 04/24  06:00:00,3303562.1821295717,51236026.639894396
 04/24  07:00:00,3756811.7645745776,49572597.232715815
 04/24  08:00:00,4179101.306189572,40798419.69248929
 04/24  09:00:00,3655715.646161652,33286700.631103158
 04/24  10:00:00,2979101.5639856146,25204904.947221976
 04/24  11:00:00,2788144.4195903167,19754255.12574578
 04/24  12:00:00,2574174.5002916944,11967230.93692794
 04/24  13:00:00,2407674.268198202,9077491.67376316
 04/24  14:00:00,2272783.843165891,6176929.59040618
 04/24  15:00:00,2132790.824643689,2521952.0608379287
 04/24  16:00:00,2129830.6394634615,2150271.924431664
 04/24  17:00:00,2504509.7035147836,2275298.5175280673
 04/24  18:00:00,3262995.7150992695,2638233.5451552267
 04/24  19:00:00,3874727.665851197,6220969.758892528
 04/24  20:00:00,4626596.73945118,10858246.692825507
 04/24  21:00:00,5729723.778920647,17343302.313707847
 04/24  22:00:00,5929300.185042282,21485859.15459032
 04/24  23:00:00,4986648.324198623,24624846.74040446
 04/24  24:00:00,4077100.302010155,28776834.38279563
 04/25  01:00:00,3077331.704178926,31412025.135994125
 04/25  02:00:00,2751021.2067135065,32999583.660440132
 04/25  03:00:00,2626350.015695904,34332753.20188105
 04/25  04:00:00,2664318.933844333,36601009.60519042
 04/25  05:00:00,2698627.3230839227,38481604.26605233
 04/25  06:00:00,2893537.957562543,40530769.39491323
 04/25  07:00:00,3493700.9083802258,42699190.09216537
 04/25  08:00:00,4200562.677218336,41350858.75009987
 04/25  09:00:00,3961633.1835696045,41263737.20802613
 04/25  10:00:00,3513764.8199454746,39153464.43795742
 04/25  11:00:00,3357937.110664611,34620794.16036138
 04/25  12:00:00,3126624.88109753,26382121.972512458
 04/25  13:00:00,2835410.9849460707,20237806.057874933
 04/25  14:00:00,2565153.3353041043,13804338.782085022
 04/25  15:00:00,2384781.890545739,9095846.147041688
 04/25  16:00:00,2297071.7439988046,6519690.160382497
 04/25  17:00:00,2627930.3168046814,5503563.928368252
 04/25  18:00:00,3458147.706954468,7730488.654596476
 04/25  19:00:00,4040790.358696981,10549868.994498435
 04/25  20:00:00,4861694.378624057,16988270.26106419
 04/25  21:00:00,5935867.006739534,22717577.290155727
 04/25  22:00:00,6165540.345304094,27646432.308168832
 04/25  23:00:00,5237063.220046424,31156480.225721907
 04/25  24:00:00,4317471.956860838,35047628.50846425
 04/26  01:00:00,3330481.6415708004,38017866.820872724
 04/26  02:00:00,3023105.442077679,40100787.93367231
 04/26  03:00:00,2909864.0464478596,41732832.70145406
 04/26  04:00:00,2923599.721940548,43368648.72675734
 04/26  05:00:00,2953095.9646317605,45123360.53907755
 04/26  06:00:00,3060916.345508926,44897775.49007552
 04/26  07:00:00,3410803.7382246633,40529970.12979756
 04/26  08:00:00,3833130.2020408274,31751724.75498026
 04/26  09:00:00,3259267.130951078,22920904.24281722
 04/26  10:00:00,2589945.972790586,15030363.501618931
 04/26  11:00:00,2411735.9065465457,9914415.042092169
 04/26  12:00:00,2332125.479667942,5636758.611856064
 04/26  13:00:00,2162139.2895677835,2654825.2428378225
 04/26  14:00:00,2128893.623080066,2395783.5579515067
 04/26  15:00:00,2121652.6562022376,2185919.231729021
 04/26  16:00:00,2129830.6394634615,2103169.622207734
 04/26  17:00:00,2504509.7035147836,2223073.174286687
 04/26  18:00:00,3262995.7150992695,2582533.106960358
 04/26  19:00:00,3755537.796811972,3056404.267570153
 04/26  20:00:00,4341325.300506058,3383611.2899485454
 04/26  21:00:00,5310725.540219534,6390811.710032983
 04/26  22:00:00,5543337.585048747,11398528.042539183
 04/26  23:00:00,4647110.627084585,15751478.365516968
 04/26  24:00:00,3731875.4063692577,19757668.74450413
 04/27  01:00:00,2731480.7648148774,22379504.502453595
 04/27  02:00:00,2450316.0810218477,25147736.56314879
 04/27  03:00:00,2327594.1187948897,26532832.256523475
 04/27  04:00:00,2310819.1337240967,27372336.859356675
 04/27  05:00:00,2281769.429224587,27598539.739860643
 04/27  06:00:00,2376775.8388955123,27037072.18124359
 04/27  07:00:00,2765405.422546431,23677423.31828114
 04/27  08:00:00,3242455.6043140125,16325123.896406868
 04/27  09:00:00,2759160.542898242,9857715.882949678
 04/27  10:00:00,2163372.010974871,3887085.8985729823
 04/27  11:00:00,2162256.7292391276,3379538.7094305838
 04/27  12:00:00,2231224.0804538485,2955708.681140776
 04/27  13:00:00,2162139.2895677835,2587242.1886938266
 04/27  14:00:00,2128893.623080066,2330826.323782743
 04/27  15:00:00,2121652.6562022376,2134144.6823918265
 04/27  16:00:00,2129830.6394634615,2063332.2409397345
 04/27  17:00:00,2504509.7035147836,2187333.4901839467
 04/27  18:00:00,3262995.7150992695,2546950.4382432294
 04/27  19:00:00,3755537.796811972,3021670.7875880604
 04/27  20:00:00,4341325.300506058,3337075.5145837613
 04/27  21:00:00,5195351.32687118,3335443.6530555543
 04/27  22:00:00,5226355.7491531065,3098588.100916101
 04/27  23:00:00,4271466.654739564,5938668.630481137
 04/27  24:00:00,3404783.722517511,11215586.938301612
 04/28  01:00:00,2484122.969924288,15920268.962539759
 04/28  02:00:00,2206864.9774854807,18791595.48079461
 04/28  03:00:00,2153627.5742212036,21991015.46301226
 04/28  04:00:00,2164868.881261051,23561976.964189
 04/28  05:00:00,2151236.713958554,24190337.854521412
 04/28  06:00:00,2294577.132347829,24889186.882335573
 04/28  07:00:00,2700039.9448295417,21965781.049006328
 04/28  08:00:00,3170091.37912762,14428235.565563343
 04/28  09:00:00,2689927.984378535,8041833.962942954
 04/28  10:00:00,2158704.927369184,3753482.6865207045
 04/28  11:00:00,2162256.7292391276,3367601.6368845045
 04/28  12:00:00,2231224.0804538485,2956091.7759212325
 04/28  13:00:00,2162139.2895677835,2594507.833761961
 04/28  14:00:00,2128893.623080066,2345449.65761194
 04/28  15:00:00,2121652.6562022376,2147795.684565974
 04/28  16:00:00,2129830.6394634615,2071407.4047279377
 04/28  17:00:00,2504509.7035147836,2208798.1254856987
 04/28  18:00:00,3262995.7150992695,2551071.619512056
 04/28  19:00:00,3755537.796811972,3037033.6205230714
 04/28  20:00:00,4341325.300506058,3348029.7575714877
 04/28  21:00:00,5214320.214208674,3855309.572361387
 04/28  22:00:00,5463726.290032117,9307623.141999407
 04/28  23:00:00,4761052.201154851,18715418.16973643
 04/28  24:00:00,3875149.918288903,23489995.613167796
 04/29  01:00:00,2998520.702507496,28657448.424200818
 04/29  02:00:00,2741910.6961009386,32343392.868543006
 04/29  03:00:00,2731997.8470237995,36814006.66220971
 04/29  04:00:00,2836868.939002694,40955829.01143286
 04/29  05:00:00,2815221.784423427,41241197.53185928
 04/29  06:00:00,3042619.7453530864,43973140.90903666
 04/29  07:00:00,3687885.893496209,46625026.59915125
 04/29  08:00:00,4495860.311714554,46790518.753700346
 04/29  09:00:00,4255954.2869693255,45522700.21862964
 04/29  10:00:00,3886415.9386318694,44176257.58237953
 04/29  11:00:00,3916759.900874743,43942068.88428004
 04/29  12:00:00,3758805.6941468283,37506182.1467948
 04/29  13:00:00,3524248.0354608544,33322620.719583634
 04/29  14:00:00,3412508.8666609335,31466107.465332415
 04/29  15:00:00,3414204.1503973887,32193518.498290118
 04/29  16:00:00,3457581.730413239,32779867.906897757
 04/29  17:00:00,3786916.650322019,32092709.624049388
 04/29  18:00:00,4637319.244444443,34873301.78091801
 04/29  19:00:00,5177602.6990834335,36644209.521302424
 04/29  20:00:00,5862296.19853045,39449009.56376906
 04/29  21:00:00,6807920.148112107,41828342.31557412
 04/29  22:00:00,6879107.970997591,42582947.65393414
 04/29  23:00:00,5848963.636793694,44182651.74935119
 04/29  24:00:00,4809906.197416219,46270792.716153786
 04/30  01:00:00,3715502.210194821,47370902.44523742
 04/30  02:00:00,3342842.232293089,48028652.81786586
 04/30  03:00:00,3176125.961161517,48406668.07104331
 04/30  04:00:00,3134629.473269616,48727900.64149869
 04/30  05:00:00,3122645.905198488,49265249.46096385
 04/30  06:00:00,3270123.827950697,49909591.033537105
 04/30  07:00:00,3861502.9074660107,51151627.0939132
 04/30  08:00:00,4556394.015184839,48362658.90200198
 04/30  09:00:00,4280882.383581189,46164656.69984905
 04/30  10:00:00,3858169.339698927,43430617.7140721
 04/30  11:00:00,3902416.8886306533,43560366.42460103
 04/30  12:00:00,3832238.483278141,39416821.59688505
 04/30  13:00:00,3711147.3175207055,38196065.16653969
 04/30  14:00:00,3657600.5902760928,37859265.13795017
 04/30  15:00:00,3708680.7731875624,39876321.78593494
 04/30  16:00:00,3675646.75207031,38468255.913253
 04/30  17:00:00,4134836.0959275267,41170456.42042014
 04/30  18:00:00,4977113.650349424,43738076.46567919
 04/30  19:00:00,5469013.542167919,44244796.94402903
 04/30  20:00:00,6113995.099207126,46012185.886115804
 04/30  21:00:00,7007248.444473561,47024525.96223717
 04/30  22:00:00,7038647.347107752,46741176.58934804
 04/30  23:00:00,5923757.922722172,46129809.67596867
 04/30  24:00:00,4761235.449340975,44996424.55147761
 05/01  01:00:00,3537570.015787343,43313049.247722626
 05/01  02:00:00,3062617.000271645,41033760.0555215
 05/01  03:00:00,2779492.1346152057,38236083.99387837
 05/01  04:00:00,2623260.1311518787,35438262.93550166
 05/01  05:00:00,2515184.0132020772,33605169.2098039
 05/01  06:00:00,2584598.4523464,32508924.589974288
 05/01  07:00:00,2954495.376776257,30640120.71778659
 05/01  08:00:00,3586397.636299541,31412719.561275184
 05/01  09:00:00,3434777.280329744,33005540.066775672
 05/01  10:00:00,3301534.657731859,35462750.802864656
 05/01  11:00:00,3450730.5250229295,38184031.309066474
 05/01  12:00:00,3509328.468561413,37486963.07953202
 05/01  13:00:00,3370255.1292182305,35320406.70952818
 05/01  14:00:00,3404113.6190406648,36828226.351800136
 05/01  15:00:00,3418062.6350437826,37191622.06842092
 05/01  16:00:00,3470889.2778579067,38351543.23210731
 05/01  17:00:00,3877763.5132349413,39614694.99691318
 05/01  18:00:00,4696877.343732353,42751519.755840994
 05/01  19:00:00,5058415.143990134,42925546.582036175
 05/01  20:00:00,5476534.7287604,43517856.76411744
 05/01  21:00:00,6261636.59313854,44214301.63906048
 05/01  22:00:00,6742001.994717361,45177332.58054636
 05/01  23:00:00,5829091.213619046,46419547.92460725
 05/01  24:00:00,4789234.708218148,47206459.02537536
 05/02  01:00:00,3699831.8538709553,47542019.247865036
 05/02  02:00:00,3323150.0783310556,47832549.64581969
 05/02  03:00:00,3168675.547655211,48394321.33076184
 05/02  04:00:00,3138550.381363614,48888628.442809045
 05/02  05:00:00,3146432.262687518,50082193.36993843
 05/02  06:00:00,3289426.462374184,50905234.8440292
 05/02  07:00:00,3646283.5432289755,48692834.74695229
 05/02  08:00:00,4031589.945560103,43025809.67242845
 05/02  09:00:00,3664544.4246995104,38994508.56348284
 05/02  10:00:00,3238460.52414417,33807967.26509067
 05/02  11:00:00,3103522.994259698,29113353.154134072
 05/02  12:00:00,2892821.0485582673,21387673.91630092
 05/02  13:00:00,2585505.642707414,14830321.926257629
 05/02  14:00:00,2321918.656145995,8574432.183426127
 05/02  15:00:00,2281716.5495529342,7524813.823573106
 05/02  16:00:00,2316288.2632965487,8208418.11902808
 05/02  17:00:00,2700952.2429531077,8891495.592636343
 05/02  18:00:00,3452126.398202629,10253970.496095717
 05/02  19:00:00,3929094.393589988,13439933.286102157
 05/02  20:00:00,4520243.04159512,18548133.10971481
 05/02  21:00:00,5504030.053811561,24431039.62126971
 05/02  22:00:00,6035023.762508012,26716332.212322403
 05/02  23:00:00,5206967.373788368,30174633.816183772
 05/02  24:00:00,4250822.720805803,33148091.45804421
 05/03  01:00:00,3169643.8003823454,33699862.4218988
 05/03  02:00:00,2797362.109233325,34106385.021425
 05/03  03:00:00,2669547.2249381677,35364605.35762619
 05/03  04:00:00,2656315.6983960555,36300030.759261794
 05/03  05:00:00,2647528.50869437,37058196.051967114
 05/03  06:00:00,2760886.711857977,37106218.697788276
 05/03  07:00:00,3002905.29068062,31892898.950743824
 05/03  08:00:00,3309003.6204329496,24155664.90117459
 05/03  09:00:00,2806225.7635272504,16580508.253984923
 05/03  10:00:00,2322425.3506356957,9887810.500225136
 05/03  11:00:00,2182549.2522920417,5065290.708478274
 05/03  12:00:00,2186537.828233768,2937543.702002258
 05/03  13:00:00,2117508.8607943472,2582929.3305940004
 05/03  14:00:00,2084382.1558504098,2330114.153632509
 05/03  15:00:00,2077331.3967497565,2133008.501589262
 05/03  16:00:00,2082980.9400603727,2055053.2124036537
 05/03  17:00:00,2446252.6172397654,2178210.6840372016
 05/03  18:00:00,3158487.9735603807,2517657.003010072
 05/03  19:00:00,3530875.869420809,2986192.1520832987
 05/03  20:00:00,3937583.848002266,3293811.537776132
