Time,Fuel Use: Electricity: Total,Fuel Use: Natural Gas: Total,End Use: Electricity: Heating Fans/Pumps,End Use: Electricity: Cooling,End Use: Electricity: Cooling Fans/Pumps,End Use: Electricity: Hot Water,End Use: Electricity: Lighting Interior,End Use: Electricity: Lighting Exterior,End Use: Electricity: Refrigerator,End Use: Electricity: Dishwasher,End Use: Electricity: Clothes Washer,End Use: Electricity: Clothes Dryer,End Use: Electricity: Range/Oven,End Use: Electricity: Television,End Use: Electricity: Plug Loads,End Use: Natural Gas: Heating,Emissions: CO2e: RESNET: Total,Emissions: CO2e: RESNET: Electricity,Emissions: CO2e: RESNET: Natural Gas,Emissions: NOx: RESNET: Total,Emissions: NOx: RESNET: Electricity,Emissions: NOx: RESNET: Natural Gas,Emissions: SO2: RESNET: Total,Emissions: SO2: RESNET: Electricity,Emissions: SO2: RESNET: Natural Gas,Hot Water: Clothes Washer,Hot Water: Dishwasher,Hot Water: Fixtures,Hot Water: Distribution Waste,Load: Heating: Delivered,Load: Cooling: Delivered,Load: Hot Water: Delivered,Component Load: Heating: Ceilings,Component Load: Heating: Walls,Component Load: Heating: Rim Joists,Component Load: Heating: Foundation Walls,Component Load: Heating: Doors,Component Load: Heating: Windows,Component Load: Heating: Slabs,Component Load: Heating: Internal Mass,Component Load: Heating: Infiltration,Component Load: Heating: Mechanical Ventilation,Component Load: Heating: Internal Gains,Component Load: Cooling: Ceilings,Component Load: Cooling: Walls,Component Load: Cooling: Rim Joists,Component Load: Cooling: Foundation Walls,Component Load: Cooling: Doors,Component Load: Cooling: Windows,Component Load: Cooling: Slabs,Component Load: Cooling: Internal Mass,Component Load: Cooling: Infiltration,Component Load: Cooling: Natural Ventilation,Component Load: Cooling: Mechanical Ventilation,Component Load: Cooling: Internal Gains,Temperature: Attic - Vented,Temperature: Living Space,Airflow: Infiltration,Airflow: Mechanical Ventilation,Airflow: Natural Ventilation,Weather: Drybulb Temperature,Weather: Wetbulb Temperature,Weather: Relative Humidity,Weather: Wind Speed,Weather: Diffuse Solar Radiation,Weather: Direct Solar Radiation
2007-01-30T05:00:00,0.71,28.85,0.21,0.06,0.0,0.0,0.04,0.04,0.06,0.0,0.0,0.01,0.01,0.01,0.27,28.85,4.51447,0.26446,4.25,0.00316,0.0005,0.00266,0.0003,0.00028,2.0e-05,0.03,0.01,0.33,0.12,18.59,0.0,0.32,2.01,2.25,0.35,0.86,0.68,6.16,0.84,-0.88,6.87,1.42,-1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.51,68.0,122.12,26.91,0.0,10.94,9.12,70.0,8.05,0.0,0.0
2007-01-30T06:00:00,1.14,28.3,0.21,0.06,0.0,0.33,0.12,0.03,0.06,0.0,0.0,0.01,0.01,0.01,0.28,28.3,4.57864,0.4102,4.16844,0.00341,0.0008,0.00261,0.00047,0.00045,2.0e-05,0.05,0.05,1.12,0.4,18.24,0.0,1.04,2.13,2.34,0.36,0.89,0.69,5.92,0.84,-0.62,6.39,1.52,-2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.02,68.0,118.23,26.91,0.0,12.92,10.49,63.0,6.93,0.0,0.0
2007-01-30T07:00:00,1.77,28.13,0.2,0.06,0.0,0.72,0.28,0.03,0.06,0.01,0.01,0.03,0.03,0.02,0.31,28.13,4.80047,0.6575,4.14296,0.00383,0.00124,0.00259,0.00072,0.00071,2.0e-05,0.1,0.09,2.57,0.91,18.13,0.0,2.36,2.21,2.44,0.37,0.95,0.69,5.91,0.89,-0.39,6.48,1.46,-2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.46,68.0,117.67,26.91,0.0,12.02,9.87,66.0,4.7,0.0,0.0
2007-01-30T08:00:00,2.34,27.32,0.15,0.06,0.0,1.11,0.35,0.03,0.06,0.01,0.01,0.06,0.06,0.03,0.35,27.32,4.87214,0.84776,4.02437,0.00413,0.00161,0.00252,0.00094,0.00092,2.0e-05,0.22,0.15,2.87,1.01,17.61,0.0,2.72,2.64,2.7,0.37,0.99,0.7,3.62,0.92,0.53,6.9,1.49,-3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.28,68.0,120.31,26.91,0.0,10.04,8.04,66.0,4.7,5.39,43.43
2007-01-30T09:00:00,2.01,20.67,0.11,0.06,0.0,0.73,0.38,0.03,0.06,0.02,0.02,0.1,0.06,0.04,0.36,20.67,3.66198,0.61718,3.0448,0.00329,0.00139,0.00191,0.0008,0.00079,1.0e-05,0.33,0.27,2.63,0.93,13.32,0.0,2.68,3.8,3.34,0.38,1.0,0.69,-4.03,0.93,2.98,5.82,1.55,-3.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.61,68.0,119.44,26.91,0.0,17.96,14.67,58.0,11.63,13.95,196.54
2007-01-30T10:00:00,2.02,15.33,0.08,0.06,0.0,0.72,0.39,0.02,0.06,0.03,0.02,0.14,0.06,0.04,0.36,15.33,2.81641,0.55851,2.2579,0.00281,0.0014,0.00141,0.00081,0.0008,1.0e-05,0.38,0.31,2.21,0.78,9.88,0.0,2.36,3.76,3.38,0.37,1.0,0.63,-6.83,0.94,3.33,5.11,1.32,-3.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.48,68.0,112.5,26.91,0.0,21.02,16.67,50.0,10.29,19.34,249.16
2007-01-30T11:00:00,1.97,11.31,0.06,0.06,0.0,0.71,0.38,0.02,0.06,0.02,0.02,0.16,0.06,0.05,0.36,11.31,2.19516,0.52945,1.66571,0.00241,0.00137,0.00104,0.00079,0.00078,1.0e-05,0.37,0.27,1.85,0.65,7.29,0.0,2.01,3.36,3.14,0.34,0.99,0.56,-7.49,0.96,2.99,4.35,1.23,-3.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.22,68.0,102.85,26.91,0.0,24.08,18.59,43.0,6.93,23.14,272.62
2007-01-30T12:00:00,1.6,8.16,0.05,0.06,0.0,0.35,0.36,0.01,0.06,0.02,0.02,0.16,0.07,0.05,0.37,8.16,1.64558,0.4442,1.20138,0.00186,0.00111,0.00075,0.00064,0.00063,0.0,0.33,0.23,1.55,0.55,5.26,0.0,1.71,2.79,2.73,0.29,0.98,0.47,-6.94,0.98,2.39,3.6,1.14,-3.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.52,68.0,94.22,26.91,0.0,28.04,22.2,46.0,3.36,24.09,282.13
2007-01-30T13:00:00,1.91,6.01,0.03,0.06,0.0,0.68,0.35,0.01,0.07,0.02,0.02,0.15,0.08,0.06,0.38,6.01,1.43567,0.55027,0.8854,0.00188,0.00133,0.00055,0.00076,0.00076,0.0,0.3,0.19,1.32,0.47,3.87,0.0,1.46,2.29,2.33,0.25,0.96,0.41,-6.33,1.01,1.97,3.17,1.03,-3.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.75,68.0,92.88,26.91,0.0,32.0,25.86,49.0,8.05,24.41,274.52
2007-01-30T14:00:00,1.52,3.73,0.01,0.06,0.0,0.34,0.35,0.01,0.07,0.02,0.02,0.14,0.06,0.07,0.38,3.73,0.99856,0.44964,0.54892,0.0014,0.00106,0.00034,0.00061,0.0006,0.0,0.27,0.22,1.15,0.41,2.4,0.0,1.31,2.12,2.09,0.2,0.94,0.38,-6.88,1.04,2.1,2.68,0.92,-3.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.59,68.0,86.49,26.91,0.0,35.06,27.03,40.0,6.93,24.41,260.57
2007-01-30T15:00:00,1.5,1.44,0.01,0.06,0.0,0.34,0.35,0.01,0.07,0.01,0.01,0.12,0.08,0.07,0.37,1.44,0.63071,0.41868,0.21203,0.00118,0.00105,0.00013,0.0006,0.0006,0.0,0.22,0.17,1.09,0.38,0.93,0.0,1.19,1.91,1.88,0.16,0.92,0.37,-7.76,1.07,2.27,2.49,0.84,-3.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.72,68.0,82.6,26.91,0.0,35.96,26.7,33.0,4.7,20.29,266.91
2007-01-30T16:00:00,1.55,1.46,0.03,0.06,0.0,0.34,0.39,0.01,0.06,0.01,0.01,0.12,0.06,0.08,0.39,1.46,0.69539,0.47996,0.21543,0.00123,0.00109,0.00013,0.00063,0.00062,0.0,0.23,0.18,1.02,0.36,0.94,0.0,1.15,1.24,1.43,0.13,0.9,0.38,-6.02,1.11,1.44,2.89,0.81,-3.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.8,68.0,93.0,26.91,0.0,35.06,27.04,40.0,10.29,15.53,228.24
2007-01-30T17:00:00,1.76,3.75,0.06,0.06,0.0,0.34,0.47,0.02,0.07,0.01,0.01,0.11,0.12,0.1,0.4,3.75,1.17025,0.6183,0.55195,0.0016,0.00125,0.00035,0.00072,0.00071,0.0,0.22,0.18,1.29,0.45,2.41,0.0,1.37,0.29,0.73,0.1,0.93,0.42,-1.45,1.18,-0.15,3.5,0.84,-3.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.32,68.0,93.59,26.91,0.0,28.94,23.89,54.0,4.7,9.83,126.17
2007-01-30T18:00:00,2.45,8.28,0.07,0.06,0.0,0.69,0.63,0.03,0.08,0.02,0.01,0.11,0.2,0.12,0.44,8.28,2.11485,0.89521,1.21964,0.00248,0.00172,0.00076,0.00099,0.00098,0.0,0.22,0.23,1.68,0.59,5.34,0.0,1.75,-0.67,0.07,0.09,0.99,0.48,4.81,1.28,-1.97,4.28,1.01,-5.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.73,68.0,100.81,26.91,0.0,24.08,19.9,56.0,4.7,0.0,0.0
2007-01-30T19:00:00,2.65,9.24,0.09,0.06,0.0,0.71,0.77,0.04,0.08,0.03,0.01,0.1,0.16,0.16,0.45,9.24,2.29561,0.93426,1.36135,0.00272,0.00187,0.00085,0.00107,0.00107,1.0e-05,0.22,0.41,1.98,0.7,5.96,0.0,2.12,-0.16,0.16,0.09,1.04,0.53,4.84,1.35,-1.5,4.25,1.14,-5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.33,68.0,100.12,26.91,0.0,24.08,19.11,48.0,3.36,0.0,0.0
2007-01-30T20:00:00,2.66,12.28,0.09,0.06,0.0,0.71,0.78,0.05,0.08,0.04,0.01,0.1,0.08,0.22,0.42,12.28,2.76314,0.95419,1.80895,0.00299,0.00186,0.00113,0.00107,0.00106,1.0e-05,0.22,0.53,1.98,0.7,7.91,0.0,2.2,0.09,0.29,0.12,1.06,0.57,5.43,1.36,-1.72,5.37,1.15,-5.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.65,68.0,109.54,26.91,0.0,17.96,15.72,71.0,4.7,0.0,0.0
2007-01-30T21:00:00,2.18,12.12,0.11,0.06,0.0,0.36,0.65,0.07,0.07,0.04,0.01,0.11,0.05,0.27,0.4,12.12,2.59952,0.81426,1.78526,0.00265,0.00154,0.00112,0.00088,0.00088,1.0e-05,0.22,0.43,1.82,0.64,7.81,0.0,1.99,0.61,0.57,0.15,1.04,0.59,4.78,1.32,-1.5,4.28,1.32,-5.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.05,68.0,100.81,26.91,0.0,24.08,19.3,50.0,4.7,0.0,0.0
2007-01-30T22:00:00,2.32,14.04,0.12,0.06,0.0,0.68,0.49,0.08,0.07,0.03,0.01,0.11,0.03,0.26,0.38,14.04,2.97337,0.90477,2.0686,0.00293,0.00163,0.00129,0.00094,0.00093,1.0e-05,0.21,0.32,1.58,0.56,9.05,0.0,1.71,0.87,0.82,0.18,1.01,0.57,4.91,1.25,-1.56,4.61,1.14,-4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.41,68.0,103.27,26.91,0.0,21.92,18.28,59.0,3.36,0.0,0.0
2007-01-30T23:00:00,1.72,15.62,0.13,0.06,0.0,0.34,0.42,0.07,0.07,0.02,0.01,0.09,0.02,0.16,0.34,15.62,2.99203,0.6917,2.30034,0.00265,0.00121,0.00144,0.0007,0.00069,1.0e-05,0.14,0.21,1.25,0.44,10.06,0.0,1.31,1.14,1.07,0.21,0.97,0.56,4.8,1.17,-1.48,4.45,1.2,-4.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.86,68.0,101.7,26.91,0.0,23.0,18.96,56.0,3.36,0.0,0.0
2007-01-31T00:00:00,1.29,17.49,0.14,0.06,0.0,0.33,0.2,0.05,0.06,0.01,0.0,0.05,0.01,0.07,0.3,17.49,3.06795,0.49223,2.57572,0.00252,0.00091,0.00161,0.00053,0.00052,1.0e-05,0.08,0.15,0.86,0.3,11.27,0.0,0.89,1.26,1.24,0.23,0.9,0.56,4.82,1.05,-1.57,4.43,1.18,-2.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.29,68.0,101.7,26.91,0.0,23.0,18.95,56.0,3.36,0.0,0.0
2007-01-31T01:00:00,1.09,19.25,0.15,0.06,0.0,0.32,0.1,0.04,0.06,0.01,0.0,0.02,0.01,0.03,0.29,19.25,3.24528,0.41013,2.83515,0.00254,0.00077,0.00177,0.00045,0.00044,1.0e-05,0.04,0.07,0.4,0.14,12.4,0.0,0.42,1.41,1.42,0.25,0.87,0.56,4.89,0.97,-1.43,4.62,1.17,-2.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.36,68.0,103.27,26.91,0.0,21.92,17.73,53.0,3.36,0.0,0.0
2007-01-31T02:00:00,0.69,20.59,0.16,0.06,0.0,0.0,0.06,0.04,0.06,0.0,0.0,0.01,0.01,0.01,0.28,20.59,3.30017,0.26675,3.03343,0.00239,0.00049,0.0019,0.00029,0.00028,1.0e-05,0.03,0.03,0.2,0.07,13.27,0.0,0.21,1.54,1.57,0.26,0.85,0.57,4.96,0.93,-1.26,4.74,1.21,-2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.78,68.0,105.92,26.91,0.0,21.92,17.55,51.0,6.93,0.0,0.0
2007-01-31T03:00:00,0.65,21.73,0.17,0.06,0.0,0.0,0.04,0.04,0.06,0.0,0.0,0.01,0.01,0.01,0.27,21.73,3.45058,0.25048,3.2001,0.00246,0.00046,0.002,0.00028,0.00026,1.0e-05,0.02,0.02,0.13,0.05,14.0,0.0,0.14,1.63,1.69,0.27,0.84,0.57,5.05,0.89,-1.1,4.9,1.21,-1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.72,68.0,107.18,26.91,0.0,21.02,16.68,50.0,6.93,0.0,0.0
2007-01-31T04:00:00,0.64,22.29,0.18,0.06,0.0,0.0,0.04,0.04,0.06,0.0,0.0,0.0,0.01,0.01,0.26,22.29,3.53281,0.24975,3.28305,0.00251,0.00046,0.00205,0.00028,0.00026,1.0e-05,0.02,0.01,0.17,0.06,14.36,0.0,0.16,1.7,1.8,0.29,0.85,0.58,5.05,0.87,-0.93,4.84,1.23,-1.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.46,68.0,106.06,26.91,0.0,21.02,16.5,48.0,5.82,0.0,0.0
2007-01-31T05:00:00,1.0,24.31,0.19,0.06,0.0,0.32,0.04,0.04,0.06,0.0,0.0,0.01,0.01,0.01,0.27,24.31,3.95629,0.37553,3.58076,0.00295,0.00071,0.00224,0.00042,0.0004,1.0e-05,0.03,0.01,0.33,0.12,15.67,0.0,0.32,1.7,1.87,0.3,0.86,0.6,5.44,0.86,-0.88,5.65,1.23,-1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.82,68.0,112.65,26.91,0.0,17.06,13.66,55.0,6.93,0.0,0.0
2007-01-31T06:00:00,1.12,25.35,0.18,0.06,0.0,0.33,0.12,0.03,0.06,0.0,0.0,0.01,0.01,0.01,0.28,25.35,4.13478,0.40072,3.73406,0.00311,0.00078,0.00234,0.00046,0.00044,2.0e-05,0.05,0.05,1.12,0.39,16.34,0.0,1.04,1.76,1.95,0.3,0.88,0.63,5.64,0.87,-0.74,5.91,1.35,-2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,68.0,115.47,26.91,0.0,15.98,12.92,58.0,8.05,0.0,0.0
2007-01-31T07:00:00,1.75,24.64,0.17,0.06,0.0,0.72,0.28,0.03,0.06,0.01,0.01,0.03,0.03,0.02,0.31,24.64,4.27422,0.64482,3.6294,0.00349,0.00121,0.00227,0.00071,0.00069,1.0e-05,0.1,0.09,2.57,0.91,15.88,0.0,2.36,1.9,2.07,0.32,0.93,0.64,5.45,0.92,-0.44,5.58,1.38,-2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,68.0,111.58,26.91,0.0,17.06,13.42,52.0,5.82,0.0,0.0
2007-01-31T08:00:00,1.94,22.8,0.14,0.06,0.0,0.74,0.35,0.03,0.06,0.01,0.01,0.06,0.06,0.03,0.35,22.8,4.06543,0.70757,3.35786,0.00344,0.00134,0.0021,0.00078,0.00077,1.0e-05,0.22,0.15,2.87,1.01,14.69,0.0,2.73,2.39,2.36,0.33,0.97,0.63,2.96,0.95,0.53,5.46,1.35,-3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.26,68.0,111.42,26.91,0.0,17.96,14.21,52.0,6.93,6.34,38.04
2007-01-31T09:00:00,2.04,19.19,0.11,0.06,0.0,0.77,0.38,0.03,0.06,0.02,0.02,0.1,0.06,0.04,0.36,19.19,3.45598,0.62875,2.82723,0.00318,0.00141,0.00177,0.00082,0.00081,1.0e-05,0.33,0.27,2.64,0.93,12.37,0.0,2.68,2.7,2.54,0.33,0.99,0.58,0.43,0.96,1.14,4.52,1.32,-3.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.96,68.0,106.19,26.91,0.0,24.08,18.41,41.0,9.17,36.14,34.24
2007-01-31T10:00:00,2.09,15.17,0.07,0.06,0.0,0.79,0.39,0.02,0.06,0.03,0.02,0.14,0.06,0.04,0.36,15.17,2.80817,0.5733,2.23487,0.00283,0.00144,0.0014,0.00083,0.00082,1.0e-05,0.38,0.31,2.21,0.78,9.78,0.0,2.36,2.92,2.7,0.32,0.99,0.5,-2.35,0.97,1.84,3.88,1.15,-3.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.17,68.0,100.64,26.91,0.0,28.04,21.31,38.0,9.17,45.96,78.62
2007-01-31T11:00:00,1.86,9.36,0.05,0.06,0.0,0.6,0.38,0.02,0.06,0.02,0.02,0.16,0.06,0.05,0.36,9.36,1.87701,0.49899,1.37802,0.00215,0.00129,0.00086,0.00074,0.00074,1.0e-05,0.37,0.27,1.84,0.65,6.03,0.0,2.02,3.13,2.8,0.31,0.98,0.39,-5.75,0.98,2.7,2.59,1.04,-3.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.15,68.0,82.63,26.91,0.0,35.06,25.5,29.0,0.0,47.55,139.16
2007-01-31T12:00:00,1.93,6.72,0.03,0.06,0.0,0.69,0.36,0.01,0.06,0.02,0.02,0.16,0.07,0.05,0.37,6.72,1.52708,0.53791,0.98917,0.00196,0.00134,0.00062,0.00077,0.00077,0.0,0.33,0.23,1.55,0.55,4.33,0.0,1.71,2.65,2.54,0.27,0.97,0.27,-5.84,1.0,2.48,2.33,0.84,-3.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.28,68.0,79.37,26.91,0.0,37.04,27.07,30.0,0.0,57.38,150.89
2007-01-31T13:00:00,1.56,4.36,0.03,0.06,0.0,0.34,0.35,0.01,0.07,0.02,0.02,0.15,0.08,0.06,0.38,4.36,1.09449,0.45168,0.64281,0.00149,0.00109,0.0004,0.00063,0.00062,0.0,0.3,0.19,1.32,0.46,2.81,0.0,1.46,2.16,2.17,0.23,0.95,0.23,-5.71,1.03,2.26,1.91,0.79,-3.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.59,68.0,75.4,26.91,0.0,41.0,29.37,27.0,5.82,56.11,156.6
2007-01-31T14:00:00,1.53,3.98,0.03,0.06,0.0,0.34,0.35,0.01,0.07,0.02,0.02,0.14,0.06,0.07,0.38,3.98,1.04122,0.45463,0.58659,0.00144,0.00107,0.00037,0.00061,0.00061,0.0,0.27,0.22,1.16,0.41,2.57,0.0,1.31,1.3,1.57,0.18,0.94,0.22,-3.24,1.05,1.15,1.91,0.68,-3.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.72,68.0,75.4,26.91,0.0,41.0,29.36,27.0,5.82,54.52,76.71
2007-01-31T15:00:00,1.85,3.64,0.02,0.06,0.0,0.67,0.35,0.01,0.07,0.01,0.01,0.12,0.08,0.07,0.37,3.64,1.05094,0.51506,0.53588,0.00162,0.00129,0.00034,0.00074,0.00074,0.0,0.22,0.17,1.09,0.38,2.34,0.0,1.19,0.98,1.24,0.14,0.92,0.22,-2.54,1.08,0.93,1.91,0.68,-3.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.49,68.0,75.4,26.91,0.0,41.0,29.19,26.0,5.82,68.79,33.92
2007-01-31T16:00:00,1.55,2.49,0.03,0.06,0.0,0.34,0.39,0.01,0.06,0.01,0.01,0.12,0.06,0.08,0.39,2.49,0.84784,0.48042,0.36742,0.00132,0.00109,0.00023,0.00063,0.00063,0.0,0.23,0.18,1.02,0.36,1.61,0.0,1.15,1.48,1.44,0.12,0.91,0.27,-5.41,1.12,2.18,2.19,0.68,-3.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.69,68.0,83.06,26.91,0.0,39.92,28.61,27.0,9.17,36.14,153.43
2007-01-31T17:00:00,1.76,3.96,0.05,0.06,0.0,0.34,0.47,0.02,0.07,0.01,0.01,0.11,0.12,0.1,0.4,3.96,1.19831,0.61516,0.58315,0.00161,0.00124,0.00037,0.00071,0.00071,0.0,0.22,0.18,1.28,0.45,2.55,0.0,1.38,0.27,0.74,0.1,0.93,0.32,-0.48,1.18,0.05,2.7,0.71,-3.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.53,68.0,86.49,26.91,0.0,35.06,26.21,34.0,6.93,22.82,47.87
2007-01-31T18:00:00,2.45,7.09,0.07,0.06,0.0,0.69,0.63,0.03,0.08,0.02,0.01,0.11,0.2,0.12,0.44,7.09,1.94076,0.89593,1.04484,0.00238,0.00172,0.00065,0.00099,0.00098,0.0,0.22,0.23,1.69,0.59,4.57,0.0,1.75,-0.46,0.28,0.09,0.99,0.39,4.17,1.28,-1.33,3.34,0.84,-5.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.05,68.0,94.49,26.91,0.0,30.92,23.46,37.0,8.05,0.0,0.0
2007-01-31T19:00:00,2.3,9.5,0.1,0.06,0.0,0.36,0.77,0.04,0.08,0.03,0.01,0.1,0.16,0.16,0.45,9.5,2.2114,0.81256,1.39884,0.0025,0.00162,0.00088,0.00093,0.00093,1.0e-05,0.22,0.41,1.98,0.7,6.12,0.0,2.12,-0.2,0.29,0.1,1.05,0.48,4.84,1.35,-1.26,4.32,0.95,-5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.66,68.0,101.68,26.91,0.0,24.08,20.39,61.0,5.82,0.0,0.0
2007-01-31T20:00:00,2.66,12.77,0.09,0.06,0.0,0.71,0.78,0.05,0.08,0.04,0.01,0.1,0.08,0.22,0.42,12.77,2.83487,0.95414,1.88073,0.00304,0.00186,0.00118,0.00107,0.00106,1.0e-05,0.22,0.53,1.98,0.7,8.23,0.0,2.2,0.12,0.4,0.12,1.06,0.55,5.31,1.36,-1.4,5.35,1.14,-5.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.07,68.0,108.9,26.91,0.0,17.96,16.03,75.0,3.36,0.0,0.0
2007-01-31T21:00:00,2.53,12.62,0.11,0.06,0.0,0.7,0.65,0.07,0.07,0.04,0.01,0.11,0.05,0.27,0.4,12.62,2.80138,0.94224,1.85914,0.00294,0.00178,0.00116,0.00102,0.00102,1.0e-05,0.22,0.43,1.81,0.64,8.13,0.0,1.99,0.6,0.65,0.15,1.05,0.56,4.62,1.32,-1.21,4.42,1.32,-5.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.37,68.0,101.22,26.91,0.0,23.0,18.2,48.0,0.0,0.0,0.0
2007-01-31T22:00:00,2.33,14.14,0.12,0.06,0.0,0.69,0.49,0.08,0.07,0.03,0.01,0.11,0.03,0.26,0.38,14.14,2.99197,0.90987,2.0821,0.00294,0.00164,0.0013,0.00095,0.00094,1.0e-05,0.21,0.32,1.58,0.56,9.11,0.0,1.71,0.86,0.89,0.18,1.02,0.55,4.76,1.26,-1.32,4.51,1.18,-4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.25,68.0,102.1,26.91,0.0,22.46,17.35,44.0,1.79,0.0,0.0
2007-01-31T23:00:00,1.72,16.27,0.14,0.06,0.0,0.34,0.42,0.07,0.07,0.02,0.01,0.09,0.02,0.16,0.34,16.27,3.09173,0.6949,2.39683,0.00272,0.00121,0.0015,0.0007,0.00069,1.0e-05,0.14,0.21,1.25,0.44,10.49,0.0,1.31,1.09,1.11,0.2,0.98,0.55,4.9,1.17,-1.37,4.68,1.19,-4.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.39,68.0,103.62,26.91,0.0,21.74,17.32,50.0,3.58,0.0,0.0
2007-02-01T00:00:00,1.3,18.57,0.15,0.06,0.0,0.33,0.2,0.05,0.06,0.01,0.0,0.05,0.01,0.07,0.3,18.57,3.23153,0.49617,2.73536,0.00263,0.00092,0.00171,0.00054,0.00052,1.0e-05,0.08,0.15,0.86,0.3,11.97,0.0,0.89,1.23,1.27,0.22,0.91,0.56,5.0,1.05,-1.5,4.83,1.22,-2.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9,68.0,105.69,26.91,0.0,21.02,16.95,53.0,5.37,0.0,0.0
