Time,Fuel Use: Electricity: Total,Fuel Use: Natural Gas: Total,End Use: Electricity: Heating Fans/Pumps,End Use: Electricity: Cooling,End Use: Electricity: Cooling Fans/Pumps,End Use: Electricity: Hot Water,End Use: Electricity: Lighting Interior,End Use: Electricity: Lighting Exterior,End Use: Electricity: Refrigerator,End Use: Electricity: Dishwasher,End Use: Electricity: Clothes Washer,End Use: Electricity: Clothes Dryer,End Use: Electricity: Range/Oven,End Use: Electricity: Television,End Use: Electricity: Plug Loads,End Use: Natural Gas: Heating,Emissions: CO2e: RESNET: Total,Emissions: CO2e: RESNET: Electricity,Emissions: CO2e: RESNET: Natural Gas,Emissions: NOx: RESNET: Total,Emissions: NOx: RESNET: Electricity,Emissions: NOx: RESNET: Natural Gas,Emissions: SO2: RESNET: Total,Emissions: SO2: RESNET: Electricity,Emissions: SO2: RESNET: Natural Gas,Hot Water: Clothes Washer,Hot Water: Dishwasher,Hot Water: Fixtures,Hot Water: Distribution Waste,Load: Heating: Delivered,Load: Cooling: Delivered,Load: Hot Water: Delivered,Component Load: Heating: Ceilings,Component Load: Heating: Walls,Component Load: Heating: Rim Joists,Component Load: Heating: Foundation Walls,Component Load: Heating: Doors,Component Load: Heating: Windows,Component Load: Heating: Slabs,Component Load: Heating: Internal Mass,Component Load: Heating: Infiltration,Component Load: Heating: Mechanical Ventilation,Component Load: Heating: Internal Gains,Component Load: Cooling: Ceilings,Component Load: Cooling: Walls,Component Load: Cooling: Rim Joists,Component Load: Cooling: Foundation Walls,Component Load: Cooling: Doors,Component Load: Cooling: Windows,Component Load: Cooling: Slabs,Component Load: Cooling: Internal Mass,Component Load: Cooling: Infiltration,Component Load: Cooling: Natural Ventilation,Component Load: Cooling: Mechanical Ventilation,Component Load: Cooling: Internal Gains,Temperature: Attic - Vented,Temperature: Living Space,Airflow: Infiltration,Airflow: Mechanical Ventilation,Airflow: Natural Ventilation,Weather: Drybulb Temperature,Weather: Wetbulb Temperature,Weather: Relative Humidity,Weather: Wind Speed,Weather: Diffuse Solar Radiation,Weather: Direct Solar Radiation
2007-01-02T17:00:00,1.74,1.56,0.02,0.06,0.0,0.34,0.47,0.02,0.07,0.01,0.01,0.11,0.12,0.1,0.4,1.56,0.83495,0.60502,0.22993,0.00137,0.00122,0.00014,0.0007,0.0007,0.0,0.22,0.18,1.28,0.45,1.01,0.0,1.33,-0.19,0.35,0.06,1.98,0.26,1.09,-0.05,-0.47,1.55,0.55,-3.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.9,68.0,70.28,26.91,0.0,44.06,31.18,26.0,5.82,4.75,32.33
2007-01-02T18:00:00,2.41,3.28,0.04,0.06,0.0,0.69,0.63,0.03,0.08,0.02,0.01,0.11,0.2,0.12,0.44,3.28,1.36676,0.88408,0.48268,0.002,0.0017,0.0003,0.00097,0.00097,0.0,0.22,0.23,1.66,0.59,2.11,0.0,1.69,-0.33,0.13,0.06,2.05,0.32,3.23,0.07,-0.96,1.97,0.59,-5.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.02,68.0,78.96,26.91,0.0,41.0,29.79,30.0,8.05,0.0,0.0
2007-01-02T19:00:00,2.61,5.49,0.05,0.06,0.0,0.71,0.77,0.04,0.08,0.03,0.01,0.1,0.16,0.16,0.45,5.49,1.72767,0.91906,0.80861,0.00234,0.00184,0.00051,0.00105,0.00105,0.0,0.22,0.41,1.96,0.69,3.54,0.0,2.05,-0.14,0.17,0.07,2.09,0.38,4.0,0.15,-0.91,2.88,0.67,-5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.6,68.0,89.91,26.91,0.0,33.98,26.06,39.0,8.05,0.0,0.0
2007-01-02T20:00:00,2.62,6.9,0.07,0.06,0.0,0.71,0.78,0.05,0.08,0.04,0.01,0.1,0.08,0.22,0.42,6.9,1.96179,0.94537,1.01642,0.00248,0.00184,0.00064,0.00106,0.00105,0.0,0.22,0.53,1.96,0.69,4.45,0.0,2.12,0.08,0.26,0.09,2.08,0.44,4.16,0.17,-1.06,3.15,0.86,-5.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.79,68.0,92.88,26.91,0.0,32.0,25.06,43.0,8.05,0.0,0.0
2007-01-02T21:00:00,2.15,9.26,0.08,0.06,0.0,0.35,0.65,0.07,0.07,0.04,0.01,0.11,0.05,0.27,0.4,9.26,2.16368,0.79946,1.36422,0.00236,0.00151,0.00085,0.00087,0.00086,1.0e-05,0.22,0.43,1.8,0.63,5.97,0.0,1.92,0.29,0.41,0.11,2.06,0.48,4.48,0.15,-1.24,3.68,0.91,-5.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.2,68.0,99.36,26.91,0.0,28.94,22.93,46.0,9.17,0.0,0.0
2007-01-02T22:00:00,2.3,10.02,0.08,0.06,0.0,0.69,0.49,0.08,0.07,0.03,0.01,0.11,0.03,0.26,0.38,10.02,2.368,0.89198,1.47602,0.00253,0.00161,0.00092,0.00093,0.00092,1.0e-05,0.21,0.32,1.56,0.55,6.46,0.0,1.65,0.58,0.62,0.14,2.01,0.49,4.23,0.09,-1.24,3.3,1.0,-4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.31,68.0,91.95,26.91,0.0,30.02,22.83,38.0,4.7,0.0,0.0
2007-01-02T23:00:00,1.68,10.44,0.09,0.06,0.0,0.34,0.42,0.07,0.07,0.02,0.01,0.09,0.02,0.16,0.34,10.44,2.21492,0.6765,1.53841,0.00215,0.00118,0.00096,0.00068,0.00068,1.0e-05,0.14,0.21,1.24,0.44,6.73,0.0,1.27,0.86,0.84,0.16,1.95,0.47,3.8,0.02,-1.15,2.83,0.97,-4.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.06,68.0,85.83,26.91,0.0,33.08,24.14,30.0,0.0,0.0,0.0
2007-01-03T00:00:00,1.25,12.55,0.11,0.06,0.0,0.33,0.2,0.05,0.06,0.01,0.0,0.05,0.01,0.07,0.3,12.55,2.32648,0.47829,1.84819,0.00204,0.00088,0.00116,0.00051,0.00051,1.0e-05,0.08,0.15,0.85,0.3,8.09,0.0,0.86,0.93,0.97,0.18,1.87,0.46,4.05,-0.09,-1.39,3.05,0.89,-2.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.64,68.0,89.87,26.91,0.0,32.0,23.6,32.0,5.82,0.0,0.0
2007-01-03T01:00:00,0.73,14.42,0.12,0.06,0.0,0.0,0.1,0.04,0.06,0.01,0.0,0.02,0.01,0.03,0.29,14.42,2.40017,0.27664,2.12352,0.00185,0.00052,0.00133,0.0003,0.0003,1.0e-05,0.04,0.07,0.39,0.14,9.29,0.0,0.4,1.08,1.12,0.2,1.82,0.47,4.18,-0.15,-1.32,3.31,0.91,-2.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.63,68.0,94.49,26.91,0.0,30.92,22.9,33.0,8.05,0.0,0.0
2007-01-03T02:00:00,0.98,15.91,0.13,0.06,0.0,0.32,0.06,0.04,0.06,0.0,0.0,0.01,0.01,0.01,0.28,15.91,2.71865,0.37443,2.34422,0.00215,0.00069,0.00147,0.0004,0.00039,1.0e-05,0.03,0.03,0.2,0.07,10.26,0.0,0.21,1.22,1.24,0.21,1.79,0.48,4.22,-0.18,-1.15,3.58,0.94,-2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.19,68.0,102.32,26.91,0.0,30.92,22.9,33.0,11.63,0.0,0.0
2007-01-03T03:00:00,0.62,16.95,0.14,0.06,0.0,0.0,0.04,0.04,0.06,0.0,0.0,0.01,0.01,0.01,0.27,16.95,2.73494,0.23856,2.49639,0.002,0.00044,0.00156,0.00026,0.00025,1.0e-05,0.02,0.02,0.13,0.05,10.92,0.0,0.14,1.3,1.35,0.22,1.77,0.48,4.31,-0.2,-1.01,3.72,0.94,-1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.94,68.0,103.55,26.91,0.0,30.02,22.46,35.0,11.63,0.0,0.0
2007-01-03T04:00:00,0.61,18.11,0.14,0.06,0.0,0.0,0.04,0.04,0.06,0.0,0.0,0.0,0.01,0.01,0.26,18.11,2.90157,0.23406,2.66751,0.0021,0.00043,0.00167,0.00026,0.00025,1.0e-05,0.02,0.01,0.16,0.06,11.67,0.0,0.16,1.35,1.43,0.23,1.76,0.49,4.43,-0.21,-0.89,4.02,0.97,-1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.36,68.0,108.18,26.91,0.0,28.94,21.74,36.0,12.75,0.0,0.0
2007-01-03T05:00:00,0.96,18.8,0.14,0.06,0.0,0.32,0.04,0.04,0.06,0.0,0.0,0.01,0.01,0.01,0.27,18.8,3.12756,0.35781,2.76975,0.00241,0.00067,0.00173,0.0004,0.00038,1.0e-05,0.03,0.01,0.33,0.12,12.12,0.0,0.3,1.4,1.51,0.24,1.75,0.5,4.45,-0.21,-0.74,4.17,1.0,-1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.27,68.0,111.72,26.91,0.0,28.94,21.77,36.0,13.87,0.0,0.0
2007-01-03T06:00:00,1.07,19.03,0.14,0.06,0.0,0.33,0.12,0.03,0.06,0.0,0.0,0.01,0.01,0.01,0.28,19.03,3.18628,0.38257,2.80372,0.0025,0.00074,0.00175,0.00044,0.00042,1.0e-05,0.05,0.05,1.11,0.39,12.27,0.0,1.0,1.48,1.6,0.25,1.76,0.5,4.33,-0.18,-0.54,4.28,1.01,-2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.09,68.0,118.56,26.91,0.0,30.02,22.23,33.0,16.11,0.0,0.0
2007-01-03T07:00:00,1.69,18.02,0.13,0.06,0.0,0.72,0.28,0.03,0.06,0.01,0.01,0.03,0.03,0.02,0.31,18.02,3.28319,0.62889,2.6543,0.00285,0.00118,0.00166,0.00069,0.00068,1.0e-05,0.1,0.09,2.55,0.9,11.61,0.0,2.27,1.56,1.69,0.26,1.8,0.49,4.26,-0.12,-0.3,3.86,0.97,-2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.33,68.0,106.76,26.91,0.0,30.02,22.49,35.0,12.75,0.0,0.0
2007-01-03T08:00:00,1.89,17.59,0.1,0.06,0.0,0.73,0.35,0.03,0.06,0.01,0.01,0.06,0.06,0.03,0.35,17.59,3.27971,0.68857,2.59114,0.00293,0.00131,0.00162,0.00076,0.00075,1.0e-05,0.22,0.15,2.84,1.0,11.34,0.0,2.63,1.7,1.79,0.26,1.83,0.49,3.58,-0.07,0.05,3.99,0.98,-3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.27,68.0,113.17,26.91,0.0,30.92,23.2,35.0,14.99,3.8,7.61
2007-01-03T09:00:00,1.95,12.97,0.07,0.06,0.0,0.73,0.38,0.03,0.06,0.02,0.02,0.1,0.06,0.04,0.36,12.97,2.51167,0.6015,1.91017,0.00255,0.00135,0.0012,0.00078,0.00077,1.0e-05,0.33,0.27,2.61,0.92,8.36,0.0,2.58,2.26,2.08,0.26,1.83,0.45,-0.01,-0.05,1.21,2.51,0.95,-3.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.8,68.0,88.79,26.91,0.0,37.94,26.9,25.0,10.29,16.8,46.28
2007-01-03T10:00:00,1.97,9.15,0.04,0.06,0.0,0.72,0.39,0.02,0.06,0.03,0.02,0.14,0.06,0.04,0.36,9.15,1.89185,0.54414,1.34771,0.00221,0.00136,0.00084,0.00078,0.00078,1.0e-05,0.38,0.31,2.19,0.77,5.9,0.0,2.28,2.55,2.26,0.26,1.82,0.37,-3.1,-0.03,2.05,2.1,0.76,-3.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.39,68.0,86.63,26.91,0.0,42.08,29.4,23.0,11.63,35.82,81.15
2007-01-03T11:00:00,1.93,4.9,0.03,0.06,0.0,0.7,0.38,0.02,0.06,0.02,0.02,0.16,0.06,0.05,0.36,4.9,1.24215,0.5201,0.72205,0.0018,0.00134,0.00045,0.00077,0.00077,0.0,0.37,0.27,1.83,0.65,3.16,0.0,1.95,2.84,2.46,0.24,1.79,0.31,-6.75,0.0,3.11,1.64,0.65,-3.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.12,68.0,69.81,26.91,0.0,42.98,32.32,32.0,3.36,28.53,186.08
2007-01-03T12:00:00,1.57,3.93,0.03,0.06,0.0,0.35,0.36,0.01,0.06,0.02,0.02,0.16,0.07,0.05,0.37,3.93,1.01762,0.43919,0.57843,0.00146,0.0011,0.00036,0.00063,0.00063,0.0,0.33,0.23,1.53,0.54,2.53,0.0,1.65,2.5,2.28,0.21,1.77,0.28,-7.48,0.04,3.08,2.39,0.63,-3.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.49,68.0,107.06,26.91,0.0,44.06,30.53,22.0,17.22,31.07,248.21
2007-01-03T13:00:00,1.9,3.78,0.03,0.06,0.0,0.68,0.35,0.01,0.07,0.02,0.02,0.15,0.08,0.06,0.38,3.78,1.10726,0.55093,0.55633,0.00168,0.00133,0.00035,0.00076,0.00076,0.0,0.3,0.19,1.31,0.46,2.43,0.0,1.41,1.94,1.89,0.17,1.74,0.3,-6.44,0.07,2.25,3.11,0.6,-3.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.77,68.0,127.9,26.91,0.0,42.08,30.46,29.0,20.8,26.31,239.97
2007-01-03T14:00:00,1.53,4.29,0.03,0.06,0.0,0.34,0.35,0.01,0.07,0.02,0.02,0.14,0.06,0.07,0.38,4.29,1.08539,0.45368,0.6317,0.00146,0.00107,0.0004,0.00061,0.00061,0.0,0.27,0.22,1.14,0.4,2.76,0.0,1.27,1.56,1.63,0.14,1.72,0.34,-6.06,0.11,1.88,3.99,0.65,-3.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.71,68.0,153.14,26.91,0.0,40.28,28.88,27.0,24.83,27.26,213.97
2007-01-03T15:00:00,1.51,3.36,0.05,0.06,0.0,0.34,0.35,0.01,0.07,0.01,0.01,0.12,0.08,0.07,0.37,3.36,0.92373,0.4281,0.49563,0.00138,0.00107,0.00031,0.00061,0.00061,0.0,0.22,0.17,1.08,0.38,2.17,0.0,1.15,1.04,1.26,0.12,1.7,0.37,-4.46,0.14,1.1,3.42,0.7,-3.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.65,68.0,113.18,26.91,0.0,36.14,26.72,32.0,16.55,33.92,145.82
2007-01-03T16:00:00,1.58,6.06,0.07,0.06,0.0,0.33,0.39,0.01,0.06,0.01,0.01,0.12,0.06,0.08,0.39,6.06,1.38426,0.49203,0.89223,0.00168,0.00112,0.00056,0.00064,0.00064,0.0,0.23,0.18,1.01,0.36,3.9,0.0,1.11,0.18,0.73,0.1,1.69,0.4,-0.28,0.17,-0.47,3.94,0.81,-3.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.5,68.0,112.5,26.91,0.0,31.46,24.05,38.0,14.99,26.63,54.84
2007-01-03T17:00:00,1.79,9.09,0.08,0.06,0.0,0.34,0.47,0.02,0.07,0.01,0.01,0.11,0.12,0.1,0.4,9.09,1.96405,0.62517,1.33888,0.0021,0.00126,0.00084,0.00073,0.00072,1.0e-05,0.22,0.18,1.27,0.45,5.86,0.0,1.33,-0.41,0.35,0.1,1.72,0.45,3.88,0.24,-1.66,4.21,0.94,-3.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.58,68.0,104.95,26.91,0.0,26.6,20.6,42.0,10.29,6.66,4.75
2007-01-03T18:00:00,2.47,11.06,0.09,0.06,0.0,0.69,0.63,0.03,0.08,0.02,0.01,0.11,0.2,0.12,0.44,11.06,2.52951,0.90078,1.62873,0.00275,0.00173,0.00102,0.001,0.00099,1.0e-05,0.22,0.23,1.67,0.59,7.13,0.0,1.69,-0.23,0.36,0.11,1.78,0.53,5.06,0.34,-1.69,4.8,1.08,-5.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.52,68.0,105.71,26.91,0.0,21.56,17.89,58.0,6.26,0.0,0.0
2007-01-03T19:00:00,2.66,11.61,0.1,0.06,0.0,0.71,0.77,0.04,0.08,0.03,0.01,0.1,0.16,0.16,0.45,11.61,2.6467,0.937,1.7097,0.00294,0.00187,0.00107,0.00108,0.00107,1.0e-05,0.22,0.41,1.96,0.69,7.48,0.0,2.05,0.33,0.58,0.14,1.83,0.56,4.93,0.41,-1.39,4.66,1.22,-5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.65,68.0,103.36,26.91,0.0,21.92,17.29,48.0,3.58,0.0,0.0
2007-01-03T20:00:00,2.32,13.73,0.12,0.06,0.0,0.35,0.78,0.05,0.08,0.04,0.01,0.1,0.08,0.22,0.42,13.73,2.86004,0.83703,2.02301,0.0029,0.00163,0.00127,0.00094,0.00093,1.0e-05,0.22,0.53,1.96,0.69,8.85,0.0,2.12,0.69,0.8,0.17,1.84,0.57,5.1,0.42,-1.31,5.15,1.21,-5.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.89,68.0,106.94,26.91,0.0,19.04,16.16,64.0,0.89,0.0,0.0
2007-01-03T21:00:00,2.56,16.38,0.14,0.06,0.0,0.7,0.65,0.07,0.07,0.04,0.01,0.11,0.05,0.27,0.4,16.38,3.36679,0.95447,2.41232,0.00331,0.0018,0.00151,0.00104,0.00103,1.0e-05,0.22,0.43,1.79,0.63,10.55,0.0,1.92,0.92,1.01,0.2,1.83,0.59,5.39,0.39,-1.39,5.68,1.3,-5.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.62,68.0,111.06,26.91,0.0,16.16,13.61,65.0,1.79,0.0,0.0
2007-01-03T22:00:00,2.37,18.92,0.16,0.06,0.0,0.69,0.49,0.08,0.07,0.03,0.01,0.11,0.03,0.26,0.38,18.92,3.71177,0.9252,2.78657,0.00341,0.00167,0.00174,0.00096,0.00095,1.0e-05,0.21,0.32,1.57,0.55,12.19,0.0,1.65,1.13,1.22,0.22,1.8,0.62,5.63,0.33,-1.46,6.09,1.38,-4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.19,68.0,114.22,26.91,0.0,14.18,11.94,67.0,3.58,0.0,0.0
2007-01-03T23:00:00,1.76,21.86,0.18,0.06,0.0,0.34,0.42,0.07,0.07,0.02,0.01,0.09,0.02,0.16,0.34,21.86,3.93275,0.71257,3.22018,0.00326,0.00125,0.00202,0.00072,0.00071,1.0e-05,0.14,0.21,1.24,0.44,14.09,0.0,1.27,1.32,1.41,0.25,1.76,0.65,5.87,0.25,-1.48,6.66,1.44,-4.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.72,68.0,117.8,26.91,0.0,11.48,9.7,71.0,3.36,0.0,0.0
2007-01-04T00:00:00,1.34,24.58,0.2,0.06,0.0,0.33,0.2,0.05,0.06,0.01,0.0,0.05,0.01,0.07,0.3,24.58,4.1333,0.51314,3.62015,0.00321,0.00095,0.00227,0.00056,0.00054,1.0e-05,0.08,0.15,0.85,0.3,15.84,0.0,0.86,1.45,1.57,0.27,1.68,0.67,5.91,0.13,-1.58,7.02,1.53,-2.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.01,68.0,120.46,26.91,0.0,9.68,8.59,81.0,4.03,0.0,0.0
2007-01-04T01:00:00,0.83,26.71,0.23,0.06,0.0,0.0,0.1,0.04,0.06,0.01,0.0,0.02,0.01,0.03,0.29,26.71,4.25008,0.3163,3.93378,0.00305,0.00059,0.00246,0.00035,0.00034,2.0e-05,0.04,0.07,0.39,0.14,17.21,0.0,0.4,1.64,1.76,0.29,1.65,0.67,5.9,0.06,-1.43,7.41,1.57,-2.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.04,68.0,122.43,26.91,0.0,7.7,7.06,88.0,0.45,0.0,0.0
2007-01-04T02:00:00,0.9,30.07,0.24,0.06,0.0,0.14,0.06,0.04,0.06,0.0,0.0,0.01,0.01,0.01,0.28,30.07,4.77575,0.34699,4.42876,0.00341,0.00064,0.00277,0.00038,0.00036,2.0e-05,0.03,0.03,0.2,0.07,19.38,0.0,0.21,1.74,1.92,0.31,1.63,0.69,6.39,0.02,-1.37,8.51,1.63,-2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.58,68.0,128.76,26.91,0.0,2.84,2.4,90.0,0.0,0.0,0.0
2007-01-04T03:00:00,0.91,31.54,0.24,0.06,0.0,0.18,0.04,0.04,0.06,0.0,0.0,0.01,0.01,0.01,0.27,31.54,4.99202,0.34551,4.6465,0.00354,0.00064,0.00291,0.00038,0.00036,2.0e-05,0.02,0.02,0.13,0.05,20.33,0.0,0.14,1.88,2.07,0.33,1.63,0.72,6.58,-0.01,-1.24,8.53,1.78,-1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.01,68.0,129.14,26.91,0.0,2.84,2.23,86.0,3.36,0.0,0.0
2007-01-04T04:00:00,0.71,31.5,0.24,0.06,0.0,0.0,0.04,0.04,0.06,0.0,0.0,0.0,0.01,0.01,0.26,31.5,4.91037,0.27001,4.64036,0.0034,0.0005,0.0029,0.0003,0.00028,2.0e-05,0.02,0.01,0.16,0.06,20.3,0.0,0.16,2.05,2.23,0.35,1.63,0.75,6.54,-0.03,-1.06,7.99,1.78,-1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,68.0,126.9,26.91,0.0,5.54,4.66,82.0,5.82,0.0,0.0
2007-01-04T05:00:00,0.73,31.42,0.23,0.06,0.0,0.0,0.04,0.04,0.06,0.0,0.0,0.01,0.01,0.01,0.27,31.42,4.90008,0.27201,4.62807,0.00341,0.00051,0.0029,0.00031,0.00029,2.0e-05,0.03,0.01,0.33,0.12,20.25,0.0,0.3,2.2,2.39,0.37,1.64,0.75,6.33,-0.04,-0.86,7.75,1.7,-1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.74,68.0,124.49,26.91,0.0,6.44,5.43,80.0,3.36,0.0,0.0
2007-01-04T06:00:00,1.16,31.0,0.22,0.06,0.0,0.33,0.12,0.03,0.06,0.0,0.0,0.01,0.01,0.01,0.28,31.0,4.98015,0.41352,4.56663,0.00366,0.0008,0.00286,0.00048,0.00046,2.0e-05,0.05,0.05,1.11,0.39,19.98,0.0,1.0,2.32,2.52,0.38,1.66,0.73,6.23,-0.03,-0.67,7.37,1.68,-2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,68.0,122.36,26.91,0.0,8.06,6.77,76.0,3.36,0.0,0.0
2007-01-04T07:00:00,1.77,29.44,0.19,0.06,0.0,0.72,0.28,0.03,0.06,0.01,0.01,0.03,0.03,0.02,0.31,29.44,4.98815,0.65179,4.33636,0.00394,0.00123,0.00271,0.00072,0.0007,2.0e-05,0.1,0.09,2.55,0.9,18.97,0.0,2.28,2.48,2.65,0.39,1.71,0.71,5.82,0.02,-0.35,6.77,1.63,-2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,68.0,118.35,26.91,0.0,10.76,8.66,65.0,0.0,0.0,0.0
2007-01-04T08:00:00,2.19,25.74,0.16,0.06,0.0,0.96,0.35,0.03,0.06,0.01,0.01,0.06,0.06,0.03,0.35,25.74,4.58955,0.79817,3.79138,0.00389,0.00151,0.00237,0.00088,0.00087,2.0e-05,0.22,0.15,2.85,1.0,16.59,0.0,2.63,2.93,2.93,0.4,1.74,0.66,3.17,0.06,0.6,5.78,1.54,-3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.29,68.0,111.72,26.91,0.0,15.62,13.05,64.0,0.0,2.22,44.06
2007-01-04T09:00:00,2.15,21.96,0.13,0.06,0.0,0.87,0.38,0.03,0.06,0.02,0.02,0.1,0.06,0.04,0.36,21.96,3.89799,0.6628,3.23519,0.00351,0.00149,0.00203,0.00086,0.00085,1.0e-05,0.33,0.27,2.61,0.92,14.15,0.0,2.59,3.06,3.01,0.4,1.75,0.59,1.29,0.08,0.97,4.74,1.4,-3.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.44,68.0,103.57,26.91,0.0,21.38,17.56,56.0,0.0,10.14,49.45
2007-01-04T10:00:00,2.03,17.01,0.1,0.06,0.0,0.72,0.39,0.02,0.06,0.03,0.02,0.14,0.06,0.04,0.36,17.01,3.06882,0.56304,2.50578,0.00298,0.00141,0.00157,0.00082,0.00081,1.0e-05,0.38,0.31,2.19,0.77,10.96,0.0,2.29,3.07,2.97,0.39,1.75,0.49,-0.29,0.1,1.22,3.18,1.23,-3.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.58,68.0,89.52,26.91,0.0,31.1,24.28,42.0,3.36,25.68,46.92
2007-01-04T11:00:00,1.64,13.92,0.09,0.06,0.0,0.35,0.38,0.02,0.06,0.02,0.02,0.16,0.06,0.05,0.36,13.92,2.49192,0.44126,2.05066,0.00242,0.00114,0.00128,0.00066,0.00065,1.0e-05,0.37,0.27,1.83,0.65,8.97,0.0,1.95,2.6,2.65,0.36,1.75,0.37,0.32,0.11,0.73,2.26,0.96,-3.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.62,68.0,79.37,26.91,0.0,37.94,28.65,36.0,4.7,48.18,0.0
2007-01-04T12:00:00,1.97,11.97,0.07,0.06,0.0,0.69,0.36,0.01,0.06,0.02,0.02,0.16,0.07,0.05,0.37,11.97,2.31069,0.54819,1.76251,0.00247,0.00137,0.0011,0.00079,0.00078,1.0e-05,0.33,0.23,1.53,0.54,7.71,0.0,1.65,2.38,2.44,0.33,1.74,0.26,-0.21,0.14,0.92,2.1,0.77,-3.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.78,68.0,76.33,26.91,0.0,38.84,29.62,38.0,0.0,55.16,0.0
