Time,Fuel Use: Electricity: Total,Fuel Use: Natural Gas: Total,End Use: Electricity: Heating Fans/Pumps,End Use: Electricity: Cooling,End Use: Electricity: Cooling Fans/Pumps,End Use: Electricity: Hot Water,End Use: Electricity: Lighting Interior,End Use: Electricity: Lighting Exterior,End Use: Electricity: Mech Vent,End Use: Electricity: Refrigerator,End Use: Electricity: Dishwasher,End Use: Electricity: Clothes Washer,End Use: Electricity: Clothes Dryer,End Use: Electricity: Range/Oven,End Use: Electricity: Television,End Use: Electricity: Plug Loads,End Use: Natural Gas: Heating,Emissions: CO2e: RESNET: Total,Emissions: CO2e: RESNET: Electricity,Emissions: CO2e: RESNET: Natural Gas,Emissions: NOx: RESNET: Total,Emissions: NOx: RESNET: Electricity,Emissions: NOx: RESNET: Natural Gas,Emissions: SO2: RESNET: Total,Emissions: SO2: RESNET: Electricity,Emissions: SO2: RESNET: Natural Gas,Hot Water: Clothes Washer,Hot Water: Dishwasher,Hot Water: Fixtures,Hot Water: Distribution Waste,Load: Heating: Delivered,Load: Cooling: Delivered,Load: Hot Water: Delivered,Component Load: Heating: Ceilings,Component Load: Heating: Walls,Component Load: Heating: Rim Joists,Component Load: Heating: Foundation Walls,Component Load: Heating: Doors,Component Load: Heating: Windows,Component Load: Heating: Slabs,Component Load: Heating: Internal Mass,Component Load: Heating: Infiltration,Component Load: Heating: Mechanical Ventilation,Component Load: Heating: Internal Gains,Component Load: Cooling: Ceilings,Component Load: Cooling: Walls,Component Load: Cooling: Rim Joists,Component Load: Cooling: Foundation Walls,Component Load: Cooling: Doors,Component Load: Cooling: Windows,Component Load: Cooling: Slabs,Component Load: Cooling: Internal Mass,Component Load: Cooling: Infiltration,Component Load: Cooling: Natural Ventilation,Component Load: Cooling: Mechanical Ventilation,Component Load: Cooling: Internal Gains,Temperature: Attic - Vented,Temperature: Living Space,Airflow: Infiltration,Airflow: Mechanical Ventilation,Airflow: Natural Ventilation,Weather: Drybulb Temperature,Weather: Wetbulb Temperature,Weather: Relative Humidity,Weather: Wind Speed,Weather: Diffuse Solar Radiation,Weather: Direct Solar Radiation
2007-06-28T13:00:00,2.43,0.0,0.0,0.92,0.31,0.33,0.26,0.01,0.03,0.09,0.01,0.02,0.14,0.05,0.06,0.25,0.0,0.51506,0.51506,0.0,0.00173,0.00173,0.0,0.00099,0.00099,0.0,0.26,0.18,1.04,0.37,0.0,8.2,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.17,0.08,1.65,0.2,6.23,-1.95,-1.71,0.42,0.0,0.25,2.5,112.57,78.0,43.51,26.91,0.0,89.06,57.89,15.0,4.7,56.11,273.25
2007-06-28T14:00:00,2.7,0.0,0.0,1.16,0.35,0.33,0.26,0.01,0.03,0.09,0.01,0.01,0.12,0.06,0.06,0.25,0.0,0.58341,0.58341,0.0,0.00191,0.00191,0.0,0.00109,0.00109,0.0,0.22,0.14,0.98,0.35,0.0,9.94,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.33,0.1,1.63,0.22,6.73,-2.01,-1.65,1.08,0.0,0.32,2.52,110.98,78.0,89.87,26.91,0.0,91.94,58.44,13.0,16.11,37.72,275.15
2007-06-28T15:00:00,2.92,0.0,0.0,1.34,0.35,0.33,0.26,0.01,0.03,0.08,0.01,0.01,0.12,0.05,0.07,0.26,0.0,0.587,0.587,0.0,0.00205,0.00205,0.0,0.00117,0.00117,0.0,0.23,0.15,0.93,0.33,0.0,11.24,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.36,0.13,1.63,0.22,8.69,-2.06,-2.08,1.17,0.0,0.38,2.54,110.44,78.11,86.6,26.91,0.0,93.92,59.55,13.0,14.99,71.01,233.94
2007-06-28T16:00:00,2.97,0.0,0.0,1.31,0.35,0.33,0.26,0.01,0.03,0.09,0.01,0.01,0.11,0.1,0.08,0.27,0.0,0.62886,0.62886,0.0,0.00208,0.00208,0.0,0.00119,0.00119,0.0,0.22,0.15,1.16,0.41,0.0,11.29,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.31,0.72,0.14,1.66,0.23,6.31,-2.12,-1.11,0.87,0.0,0.43,2.8,106.48,78.11,73.44,26.91,0.0,91.94,59.0,14.0,12.75,43.43,150.57
2007-06-28T17:00:00,3.06,0.0,0.0,1.26,0.33,0.34,0.27,0.02,0.03,0.1,0.02,0.01,0.11,0.16,0.1,0.29,0.0,0.62166,0.62166,0.0,0.00213,0.00213,0.0,0.00122,0.00122,0.0,0.22,0.19,1.52,0.54,0.0,11.41,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21,0.81,0.16,1.63,0.21,6.43,-2.21,-1.13,0.52,0.0,0.38,3.29,102.59,78.07,54.63,26.91,0.0,89.06,57.88,15.0,9.17,50.72,141.7
2007-06-28T18:00:00,2.99,0.0,0.0,1.15,0.3,0.34,0.3,0.03,0.03,0.1,0.03,0.01,0.1,0.13,0.14,0.3,0.0,0.69792,0.69792,0.0,0.00208,0.00208,0.0,0.00119,0.00119,0.0,0.22,0.33,1.79,0.63,0.0,10.73,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,1.2,0.17,1.59,0.2,3.42,-2.27,0.1,0.4,0.0,0.31,3.68,97.46,78.01,51.18,26.91,0.0,87.08,57.22,16.0,9.17,36.14,44.7
2007-06-28T19:00:00,3.24,0.0,0.0,1.04,0.24,0.69,0.37,0.03,0.03,0.1,0.04,0.01,0.1,0.07,0.19,0.28,0.0,0.88281,0.88281,0.0,0.00223,0.00223,0.0,0.00128,0.00128,0.0,0.22,0.43,1.79,0.63,0.0,9.79,1.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.26,0.18,1.54,0.17,2.56,-2.32,0.31,0.34,0.0,0.27,3.88,92.79,78.0,49.36,26.91,0.0,86.0,56.58,16.0,9.17,22.19,35.5
2007-06-28T20:00:00,2.68,0.0,0.0,0.78,0.18,0.34,0.47,0.05,0.03,0.1,0.03,0.01,0.11,0.04,0.24,0.26,0.0,0.7657,0.7657,0.0,0.00184,0.00184,0.0,0.00105,0.00105,0.0,0.22,0.35,1.64,0.58,0.0,7.97,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83,1.42,0.17,1.51,0.09,-0.37,-2.36,1.11,0.05,0.0,0.25,4.27,85.63,78.0,28.99,26.91,0.0,80.06,54.74,20.0,6.93,0.0,0.0
2007-06-28T21:00:00,2.46,0.0,0.0,0.56,0.04,0.34,0.57,0.06,0.03,0.1,0.02,0.01,0.11,0.03,0.23,0.25,0.0,0.65198,0.65198,0.0,0.00164,0.00164,0.0,0.00094,0.00094,0.0,0.21,0.26,1.43,0.5,0.0,5.99,1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,1.27,0.16,1.47,-0.01,-0.73,-2.39,0.92,-0.03,-0.76,0.11,4.6,80.29,78.0,32.16,26.91,868.62,77.0,54.36,24.0,8.05,0.0,0.0
2007-06-28T22:00:00,1.59,0.0,0.0,0.12,0.01,0.33,0.44,0.05,0.03,0.09,0.01,0.01,0.09,0.02,0.14,0.22,0.0,0.47474,0.47474,0.0,0.0011,0.0011,0.0,0.00063,0.00063,0.0,0.14,0.17,1.13,0.4,0.0,1.37,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17,1.14,0.13,1.51,-0.07,-1.13,-2.31,1.18,-0.15,-3.85,0.04,3.72,75.43,78.0,35.12,26.91,874.39,73.04,53.45,29.0,6.93,0.0,0.0
2007-06-28T23:00:00,1.05,0.0,0.0,0.03,0.0,0.33,0.2,0.03,0.03,0.08,0.01,0.0,0.05,0.01,0.06,0.2,0.0,0.31084,0.31084,0.0,0.00073,0.00073,0.0,0.00042,0.00042,0.0,0.07,0.12,0.78,0.27,0.0,0.38,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.98,0.11,1.57,-0.12,-1.52,-2.18,1.49,-0.29,-3.14,-0.06,2.53,70.58,78.0,35.81,26.91,392.16,69.08,52.82,36.0,2.24,0.0,0.0
2007-06-29T00:00:00,0.49,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0.03,0.08,0.0,0.0,0.02,0.01,0.02,0.2,0.0,0.14083,0.14083,0.0,0.00035,0.00035,0.0,0.0002,0.0002,0.0,0.04,0.06,0.36,0.13,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.75,0.08,1.6,-0.15,-1.44,-2.09,1.43,-0.31,-3.78,-0.16,2.05,67.99,77.47,40.75,26.91,502.76,69.08,54.02,40.0,5.82,0.0,0.0
2007-06-29T01:00:00,0.42,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.03,0.08,0.0,0.0,0.01,0.01,0.01,0.18,0.0,0.11593,0.11593,0.0,0.00029,0.00029,0.0,0.00017,0.00017,0.0,0.03,0.03,0.18,0.06,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.64,0.07,1.39,-0.15,-1.36,-2.05,2.05,-0.37,-4.52,-0.16,1.84,66.93,76.65,54.54,26.91,667.19,69.08,53.71,39.0,10.29,0.0,0.0
2007-06-29T02:00:00,0.69,0.0,0.0,0.0,0.0,0.32,0.04,0.02,0.03,0.08,0.0,0.0,0.01,0.0,0.01,0.18,0.0,0.21267,0.21267,0.0,0.00048,0.00048,0.0,0.00028,0.00028,0.0,0.02,0.02,0.12,0.04,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.58,0.06,1.1,-0.14,-1.29,-1.95,2.92,-0.27,-3.06,-0.14,1.73,66.07,76.58,40.74,26.91,455.9,69.08,53.12,37.0,6.93,0.0,0.0
2007-06-29T03:00:00,0.36,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.03,0.08,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.10645,0.10645,0.0,0.00025,0.00025,0.0,0.00015,0.00015,0.0,0.02,0.01,0.15,0.05,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.4,0.03,1.16,-0.16,-1.72,-1.82,2.55,-0.46,-2.83,-0.12,1.7,63.26,76.26,44.73,26.91,276.27,64.94,52.7,47.0,4.7,0.0,0.0
2007-06-29T04:00:00,0.38,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.03,0.07,0.0,0.0,0.01,0.01,0.01,0.18,0.0,0.1129,0.1129,0.0,0.00026,0.00026,0.0,0.00015,0.00015,0.0,0.03,0.01,0.3,0.1,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.31,0.02,1.09,-0.19,-1.88,-1.72,2.59,-0.56,-2.68,-0.22,1.72,60.52,75.74,48.33,26.91,231.21,62.96,51.35,48.0,4.7,0.0,0.0
2007-06-29T05:00:00,0.79,0.0,0.0,0.0,0.0,0.33,0.1,0.02,0.03,0.07,0.0,0.0,0.01,0.01,0.01,0.18,0.0,0.20328,0.20328,0.0,0.00055,0.00055,0.0,0.00031,0.00031,0.0,0.05,0.04,1.01,0.36,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.22,0.01,0.92,-0.2,-1.81,-1.65,2.81,-0.6,-2.75,-0.26,1.93,59.97,75.23,54.37,26.91,247.62,62.96,50.84,46.0,8.05,0.0,0.0
2007-06-29T06:00:00,1.02,0.0,0.0,0.0,0.0,0.35,0.24,0.02,0.03,0.08,0.01,0.01,0.03,0.03,0.02,0.21,0.0,0.23011,0.23011,0.0,0.00071,0.00071,0.0,0.00041,0.00041,0.0,0.1,0.08,2.33,0.82,0.0,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.83,-0.26,0.0,0.76,-0.12,2.25,-1.58,1.38,-0.23,-1.97,-0.25,2.45,65.31,75.77,37.7,26.91,329.49,69.08,53.71,39.0,6.93,19.65,66.89
2007-06-29T07:00:00,1.54,0.0,0.0,0.0,0.03,0.7,0.31,0.02,0.03,0.08,0.01,0.01,0.06,0.05,0.03,0.23,0.0,0.33413,0.33413,0.0,0.0011,0.0011,0.0,0.00063,0.00063,0.0,0.22,0.12,2.59,0.91,0.0,0.0,1.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.58,-0.76,-0.03,1.04,0.01,5.23,-1.52,-0.88,-0.08,-2.15,-0.09,2.75,72.33,76.66,33.48,26.91,891.57,73.94,55.11,32.0,8.05,31.38,142.02
2007-06-29T08:00:00,1.74,0.0,0.0,0.09,0.12,0.7,0.3,0.02,0.03,0.08,0.02,0.02,0.1,0.05,0.03,0.24,0.0,0.39386,0.39386,0.0,0.00127,0.00127,0.0,0.00073,0.00073,0.0,0.32,0.22,2.39,0.84,0.0,0.98,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.68,-0.91,-0.05,1.44,0.09,6.07,-1.48,-2.11,0.07,0.0,0.02,2.53,81.19,77.98,36.36,26.91,0.0,80.06,57.59,27.0,8.05,45.33,140.43
2007-06-29T09:00:00,1.83,0.0,0.0,0.42,0.13,0.35,0.29,0.01,0.03,0.08,0.02,0.02,0.14,0.05,0.04,0.24,0.0,0.39762,0.39762,0.0,0.00129,0.00129,0.0,0.00073,0.00073,0.0,0.38,0.25,1.99,0.7,0.0,3.97,1.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.01,-1.21,-0.06,1.91,0.1,7.93,-1.55,-4.26,0.17,0.0,0.14,2.45,93.69,78.0,31.5,26.91,0.0,84.02,58.59,23.0,4.7,27.58,269.77
2007-06-29T10:00:00,2.22,0.0,0.0,0.46,0.21,0.68,0.28,0.01,0.03,0.08,0.02,0.02,0.16,0.05,0.04,0.24,0.0,0.4717,0.4717,0.0,0.0016,0.0016,0.0,0.00091,0.00091,0.0,0.37,0.22,1.67,0.59,0.0,4.07,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22,-0.27,-0.02,1.78,0.15,2.86,-1.72,-1.32,0.32,0.0,0.2,2.45,94.93,78.0,41.18,26.91,0.0,87.08,57.72,17.0,5.82,38.36,19.65
2007-06-29T11:00:00,2.28,0.0,0.0,0.78,0.25,0.34,0.27,0.01,0.03,0.08,0.02,0.02,0.16,0.05,0.05,0.25,0.0,0.47118,0.47118,0.0,0.00162,0.00162,0.0,0.00093,0.00093,0.0,0.33,0.18,1.4,0.49,0.0,6.63,1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.03,-0.49,0.02,1.69,0.18,7.62,-1.84,-2.88,0.62,0.0,0.27,2.48,101.66,78.0,54.9,26.91,0.0,91.04,56.8,11.0,8.05,109.68,125.53
2007-06-29T12:00:00,2.46,0.0,0.0,0.93,0.29,0.33,0.26,0.01,0.03,0.09,0.01,0.02,0.15,0.06,0.05,0.25,0.0,0.50797,0.50797,0.0,0.00174,0.00174,0.0,0.001,0.001,0.0,0.29,0.16,1.19,0.42,0.0,7.99,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22,-0.13,0.05,1.64,0.26,6.97,-1.92,-2.05,0.51,0.0,0.36,2.51,112.0,78.0,45.67,26.91,0.0,91.04,56.79,11.0,2.24,88.76,214.29
2007-06-29T13:00:00,2.65,0.0,0.0,1.11,0.31,0.33,0.26,0.01,0.03,0.09,0.01,0.02,0.14,0.05,0.06,0.25,0.0,0.55526,0.55526,0.0,0.00187,0.00187,0.0,0.00107,0.00107,0.0,0.26,0.18,1.04,0.37,0.0,9.32,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.14,0.08,1.61,0.28,6.83,-1.98,-1.72,0.91,0.0,0.36,2.5,113.65,78.0,70.5,26.91,0.0,93.02,58.43,12.0,11.63,70.37,241.55
2007-06-29T14:00:00,2.4,0.0,0.0,1.18,0.35,0.0,0.26,0.01,0.03,0.09,0.01,0.01,0.12,0.06,0.06,0.25,0.0,0.51785,0.51785,0.0,0.0017,0.0017,0.0,0.00097,0.00097,0.0,0.22,0.14,0.98,0.35,0.0,9.93,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.39,0.11,1.6,0.26,6.65,-2.03,-1.51,0.75,0.0,0.41,2.52,113.95,78.0,58.55,26.91,0.0,93.02,59.02,13.0,8.05,40.89,257.72
2007-06-29T15:00:00,2.91,0.0,0.0,1.33,0.34,0.33,0.26,0.01,0.03,0.08,0.01,0.01,0.12,0.05,0.07,0.26,0.0,0.58321,0.58321,0.0,0.00203,0.00203,0.0,0.00116,0.00116,0.0,0.23,0.15,0.92,0.32,0.0,11.26,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.44,0.14,1.6,0.27,8.86,-2.07,-2.1,0.75,0.0,0.41,2.54,113.12,78.06,58.54,26.91,0.0,93.02,59.0,13.0,8.05,117.92,142.97
2007-06-29T16:00:00,2.89,0.0,0.0,1.24,0.29,0.33,0.26,0.01,0.03,0.09,0.01,0.01,0.11,0.1,0.08,0.27,0.0,0.60212,0.60212,0.0,0.00199,0.00199,0.0,0.00114,0.00114,0.0,0.22,0.15,1.16,0.41,0.0,11.23,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.95,0.16,1.61,0.27,5.33,-2.13,-0.67,0.71,0.0,0.41,2.8,105.08,78.01,74.85,26.91,0.0,89.06,59.39,18.0,13.87,78.62,42.16
2007-06-29T17:00:00,2.68,0.0,0.0,0.94,0.28,0.34,0.27,0.02,0.03,0.1,0.02,0.01,0.11,0.16,0.1,0.29,0.0,0.54626,0.54626,0.0,0.00187,0.00187,0.0,0.00107,0.00107,0.0,0.22,0.19,1.52,0.54,0.0,9.57,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05,1.27,0.18,1.55,0.17,2.46,-2.2,0.25,0.24,0.0,0.31,3.29,94.11,78.0,92.13,26.91,0.0,80.96,59.0,29.0,18.34,45.01,19.65
2007-06-29T18:00:00,3.03,0.0,0.0,0.91,0.21,0.68,0.3,0.03,0.03,0.1,0.03,0.01,0.1,0.13,0.14,0.3,0.0,0.69941,0.69941,0.0,0.00208,0.00208,0.0,0.00119,0.00119,0.0,0.22,0.33,1.79,0.63,0.0,9.38,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,1.12,0.18,1.53,0.1,3.87,-2.25,-0.41,0.08,0.0,0.13,3.68,90.3,78.0,44.83,26.91,0.0,80.06,57.97,28.0,10.29,69.11,20.6
2007-06-29T19:00:00,2.41,0.0,0.0,0.65,0.12,0.34,0.37,0.03,0.03,0.1,0.04,0.01,0.1,0.07,0.19,0.28,0.0,0.64713,0.64713,0.0,0.00164,0.00164,0.0,0.00094,0.00094,0.0,0.22,0.43,1.79,0.63,0.0,6.9,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.87,1.32,0.17,1.5,0.06,0.24,-2.28,0.91,-0.03,-0.85,0.11,3.88,84.67,78.0,37.71,26.91,982.02,77.0,57.66,33.0,9.17,11.73,9.83
2007-06-29T20:00:00,2.14,0.0,0.0,0.37,0.0,0.34,0.47,0.05,0.03,0.1,0.03,0.01,0.11,0.04,0.24,0.26,0.0,0.59501,0.59501,0.0,0.00143,0.00143,0.0,0.00082,0.00082,0.0,0.22,0.35,1.64,0.58,0.0,3.98,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,1.22,0.15,1.46,-0.02,-0.87,-2.31,1.02,-0.09,-2.42,0.04,4.26,79.43,78.0,35.52,26.91,922.41,75.02,56.56,34.0,8.05,0.0,0.0
2007-06-29T21:00:00,2.08,0.0,0.0,0.0,0.0,0.67,0.57,0.06,0.03,0.1,0.02,0.01,0.11,0.03,0.23,0.25,0.0,0.57736,0.57736,0.0,0.00146,0.00146,0.0,0.00083,0.00083,0.0,0.21,0.26,1.43,0.5,0.0,0.0,1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,1.02,0.12,1.42,-0.08,-1.06,-2.34,0.88,-0.28,-6.27,-0.01,4.6,75.32,77.67,67.37,26.91,1528.47,73.04,56.09,37.0,13.87,0.0,0.0
2007-06-29T22:00:00,1.35,0.0,0.0,0.0,0.0,0.25,0.44,0.05,0.03,0.09,0.01,0.01,0.09,0.02,0.14,0.22,0.0,0.40894,0.40894,0.0,0.00095,0.00095,0.0,0.00054,0.00054,0.0,0.14,0.17,1.13,0.4,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.91,0.11,1.32,-0.1,-0.96,-2.26,1.5,-0.24,-5.48,-0.06,3.72,73.26,77.42,60.93,26.91,1412.8,73.04,56.09,37.0,12.75,0.0,0.0
2007-06-29T23:00:00,0.76,0.0,0.0,0.0,0.0,0.08,0.2,0.03,0.03,0.08,0.01,0.0,0.05,0.01,0.06,0.2,0.0,0.22789,0.22789,0.0,0.00054,0.00054,0.0,0.00031,0.00031,0.0,0.07,0.12,0.77,0.27,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.79,0.09,1.31,-0.1,-0.92,-2.1,1.94,-0.1,-2.6,-0.05,2.53,71.67,77.95,27.91,26.91,732.83,73.94,55.43,33.0,5.82,0.0,0.0
2007-06-30T00:00:00,0.81,0.0,0.0,0.0,0.0,0.32,0.1,0.02,0.03,0.08,0.0,0.0,0.02,0.01,0.02,0.2,0.0,0.23126,0.23126,0.0,0.00057,0.00057,0.0,0.00032,0.00032,0.0,0.04,0.06,0.36,0.13,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.51,0.05,1.6,-0.12,-1.43,-1.96,1.13,-0.32,-3.96,-0.02,2.04,68.65,77.19,43.49,26.91,546.22,69.08,54.0,40.0,6.93,0.0,0.0
2007-06-30T01:00:00,0.42,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.03,0.08,0.0,0.0,0.01,0.01,0.01,0.18,0.0,0.11574,0.11574,0.0,0.00029,0.00029,0.0,0.00017,0.00017,0.0,0.03,0.03,0.18,0.06,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.54,0.05,1.28,-0.15,-1.65,-1.95,2.24,-0.45,-3.65,-0.15,1.85,65.54,76.5,48.21,26.91,387.76,66.02,53.55,47.0,6.93,0.0,0.0
2007-06-30T02:00:00,0.38,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.03,0.08,0.0,0.0,0.01,0.0,0.01,0.18,0.0,0.11549,0.11549,0.0,0.00026,0.00026,0.0,0.00015,0.00015,0.0,0.02,0.02,0.12,0.04,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.49,0.05,1.05,-0.17,-1.61,-1.85,2.85,-0.39,-2.68,-0.21,1.73,63.3,76.34,42.15,26.91,289.75,66.02,52.19,42.0,4.7,0.0,0.0
2007-06-30T03:00:00,0.36,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.03,0.08,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.10614,0.10614,0.0,0.00025,0.00025,0.0,0.00014,0.00014,0.0,0.02,0.01,0.15,0.05,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.33,0.02,1.06,-0.18,-1.78,-1.72,2.57,-0.51,-2.85,-0.19,1.7,61.39,75.87,48.05,26.91,267.18,64.04,51.44,45.0,5.82,0.0,0.0
2007-06-30T04:00:00,0.38,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.03,0.07,0.0,0.0,0.01,0.01,0.01,0.18,0.0,0.1124,0.1124,0.0,0.00026,0.00026,0.0,0.00015,0.00015,0.0,0.03,0.01,0.3,0.11,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.25,0.01,0.93,-0.19,-1.71,-1.62,2.77,-0.51,-2.62,-0.24,1.71,60.81,75.43,49.54,26.91,254.41,64.04,51.44,45.0,6.93,0.0,0.0
2007-06-30T05:00:00,0.79,0.0,0.0,0.0,0.0,0.33,0.1,0.02,0.03,0.07,0.0,0.0,0.01,0.01,0.01,0.18,0.0,0.20316,0.20316,0.0,0.00055,0.00055,0.0,0.00031,0.00031,0.0,0.05,0.04,1.01,0.36,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.14,0.0,0.81,-0.18,-1.45,-1.53,2.76,-0.5,-2.89,-0.23,1.91,62.22,74.97,61.99,26.91,359.47,66.02,50.79,37.0,11.63,0.0,0.0
2007-06-30T06:00:00,1.36,0.0,0.0,0.0,0.0,0.69,0.24,0.02,0.03,0.08,0.01,0.01,0.03,0.03,0.01,0.21,0.0,0.30771,0.30771,0.0,0.00095,0.00095,0.0,0.00054,0.00054,0.0,0.1,0.08,2.32,0.82,0.0,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.19,-0.5,-0.01,0.68,-0.08,3.91,-1.47,0.7,-0.2,-1.97,-0.17,2.43,66.51,75.72,39.35,26.91,385.25,69.98,52.55,33.0,8.05,10.46,138.21
2007-06-30T07:00:00,1.21,0.0,0.0,0.0,0.09,0.35,0.31,0.02,0.03,0.08,0.01,0.01,0.06,0.05,0.02,0.23,0.0,0.27277,0.27277,0.0,0.0009,0.0009,0.0,0.00051,0.00051,0.0,0.22,0.12,2.59,0.91,0.0,0.0,1.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.83,-0.95,-0.04,1.05,0.07,6.66,-1.42,-1.61,-0.03,0.0,-0.06,2.74,74.41,77.75,15.72,26.91,0.0,75.92,55.82,30.0,4.7,17.12,218.73
2007-06-30T08:00:00,2.02,0.0,0.0,0.31,0.16,0.7,0.3,0.02,0.03,0.08,0.02,0.02,0.1,0.05,0.04,0.24,0.0,0.44836,0.44836,0.0,0.00145,0.00145,0.0,0.00083,0.00083,0.0,0.32,0.22,2.37,0.84,0.0,2.99,1.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.32,-1.3,-0.08,1.88,0.14,7.86,-1.4,-4.6,0.14,0.0,0.06,2.54,84.52,77.99,38.05,26.91,0.0,82.04,57.27,23.0,8.05,23.14,256.45
