Time,Fuel Use: Electricity: Total,Fuel Use: Natural Gas: Total,End Use: Electricity: Heating Fans/Pumps,End Use: Electricity: Cooling,End Use: Electricity: Cooling Fans/Pumps,End Use: Electricity: Hot Water,End Use: Electricity: Lighting Interior,End Use: Electricity: Lighting Exterior,End Use: Electricity: Mech Vent,End Use: Electricity: Refrigerator,End Use: Electricity: Dishwasher,End Use: Electricity: Clothes Washer,End Use: Electricity: Clothes Dryer,End Use: Electricity: Range/Oven,End Use: Electricity: Television,End Use: Electricity: Plug Loads,End Use: Natural Gas: Heating,Emissions: CO2: RESNET: Total,Emissions: CO2: RESNET: Electricity,Emissions: CO2: RESNET: Natural Gas,Emissions: NOx: RESNET: Total,Emissions: NOx: RESNET: Electricity,Emissions: NOx: RESNET: Natural Gas,Emissions: SO2: RESNET: Total,Emissions: SO2: RESNET: Electricity,Emissions: SO2: RESNET: Natural Gas,Hot Water: Clothes Washer,Hot Water: Dishwasher,Hot Water: Fixtures,Hot Water: Distribution Waste,Load: Heating: Delivered,Load: Cooling: Delivered,Load: Hot Water: Delivered,Component Load: Heating: Ceilings,Component Load: Heating: Walls,Component Load: Heating: Rim Joists,Component Load: Heating: Foundation Walls,Component Load: Heating: Doors,Component Load: Heating: Windows,Component Load: Heating: Slabs,Component Load: Heating: Internal Mass,Component Load: Heating: Infiltration,Component Load: Heating: Mechanical Ventilation,Component Load: Heating: Internal Gains,Component Load: Cooling: Ceilings,Component Load: Cooling: Walls,Component Load: Cooling: Rim Joists,Component Load: Cooling: Foundation Walls,Component Load: Cooling: Doors,Component Load: Cooling: Windows,Component Load: Cooling: Slabs,Component Load: Cooling: Internal Mass,Component Load: Cooling: Infiltration,Component Load: Cooling: Natural Ventilation,Component Load: Cooling: Mechanical Ventilation,Component Load: Cooling: Internal Gains,Temperature: Attic - Vented,Temperature: Living Space,Airflow: Infiltration,Airflow: Mechanical Ventilation,Airflow: Natural Ventilation,Weather: Drybulb Temperature,Weather: Wetbulb Temperature,Weather: Relative Humidity,Weather: Wind Speed,Weather: Diffuse Solar Radiation,Weather: Direct Solar Radiation
2007-02-01T08:00:00,1.69,13.7,0.1,0.05,0.0,0.73,0.15,0.03,0.04,0.04,0.01,0.01,0.06,0.06,0.03,0.36,13.7,2.92491,1.31376,1.61116,0.00242,0.00116,0.00126,0.00067,0.00066,1.0e-05,0.22,0.07,2.87,1.01,13.41,0.0,2.67,2.86,2.93,0.33,0.87,0.33,-0.37,0.43,3.23,0.78,4.64,-2.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.65,67.99,16.41,99.59,0.0,19.94,14.05,30.0,11.63,3.8,114.12
2007-02-01T09:00:00,1.89,10.58,0.07,0.05,0.0,0.89,0.15,0.03,0.04,0.04,0.02,0.02,0.1,0.06,0.04,0.36,10.58,2.4982,1.25439,1.24381,0.00228,0.00131,0.00098,0.00075,0.00075,1.0e-05,0.32,0.12,2.64,0.93,10.38,0.0,2.58,3.29,3.3,0.32,0.88,0.27,-5.97,0.56,4.44,0.65,4.73,-2.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.95,68.0,14.82,99.59,0.0,23.0,16.39,29.0,10.29,8.88,252.96
2007-02-01T10:00:00,1.59,7.66,0.05,0.05,0.0,0.56,0.16,0.02,0.04,0.04,0.02,0.02,0.14,0.06,0.04,0.36,7.66,1.80565,0.905,0.90065,0.00181,0.0011,0.00071,0.00063,0.00063,0.0,0.38,0.14,2.21,0.78,7.51,0.0,2.25,3.09,3.22,0.31,0.88,0.13,-7.69,0.68,4.07,0.66,4.41,-2.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.75,68.0,15.62,99.59,0.0,24.98,17.62,26.0,12.75,12.36,295.13
2007-02-01T11:00:00,1.72,5.78,0.04,0.05,0.0,0.7,0.15,0.02,0.04,0.04,0.02,0.02,0.16,0.06,0.05,0.36,5.78,1.60102,0.92187,0.67914,0.00173,0.00119,0.00053,0.00069,0.00068,0.0,0.37,0.12,1.84,0.65,5.67,0.0,1.92,2.74,2.9,0.28,0.89,0.01,-7.7,0.75,3.27,0.6,4.2,-2.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.91,68.0,15.51,99.59,0.0,28.04,19.71,24.0,13.87,14.9,313.83
2007-02-01T12:00:00,1.71,4.35,0.03,0.05,0.0,0.69,0.15,0.01,0.04,0.04,0.02,0.02,0.16,0.07,0.05,0.37,4.35,1.46885,0.95702,0.51183,0.00159,0.00119,0.0004,0.00068,0.00068,0.0,0.33,0.1,1.55,0.55,4.27,0.0,1.62,2.34,2.51,0.25,0.9,-0.08,-6.96,0.8,2.54,0.43,3.88,-2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.19,68.0,11.9,99.59,0.0,30.92,21.06,18.0,9.17,16.17,321.75
2007-02-01T13:00:00,1.34,3.12,0.02,0.05,0.0,0.34,0.14,0.01,0.04,0.04,0.01,0.02,0.15,0.08,0.06,0.38,3.12,1.09698,0.73028,0.3667,0.00122,0.00094,0.00029,0.00054,0.00054,0.0,0.3,0.09,1.32,0.46,3.06,0.0,1.39,2.14,2.23,0.21,0.9,-0.2,-6.8,0.84,2.23,0.32,3.58,-2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.14,68.0,9.92,99.59,0.0,33.98,23.18,18.0,5.82,16.48,323.02
2007-02-01T14:00:00,1.31,2.54,0.02,0.05,0.0,0.34,0.14,0.01,0.04,0.04,0.02,0.02,0.14,0.06,0.06,0.38,2.54,1.04936,0.75042,0.29895,0.00115,0.00092,0.00023,0.00053,0.00053,0.0,0.27,0.1,1.15,0.41,2.49,0.0,1.24,1.81,1.99,0.18,0.9,-0.27,-6.49,0.87,2.01,0.62,3.26,-2.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.04,68.0,15.3,99.59,0.0,26.06,20.81,48.0,12.75,15.53,317.63
2007-02-01T15:00:00,1.3,2.64,0.02,0.05,0.0,0.33,0.14,0.01,0.04,0.04,0.01,0.01,0.12,0.08,0.07,0.37,2.64,1.0625,0.75215,0.31036,0.00115,0.0009,0.00024,0.00052,0.00052,0.0,0.22,0.08,1.09,0.38,2.59,0.0,1.13,1.57,1.77,0.15,0.89,-0.2,-6.76,0.9,1.95,0.66,4.07,-2.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.99,68.0,16.09,99.59,0.0,26.06,20.6,46.0,13.87,13.31,304.0
2007-02-01T16:00:00,1.32,2.38,0.03,0.05,0.0,0.33,0.15,0.01,0.04,0.04,0.01,0.01,0.12,0.06,0.08,0.39,2.38,1.07239,0.79274,0.27965,0.00114,0.00092,0.00022,0.00053,0.00053,0.0,0.23,0.08,1.02,0.36,2.33,0.0,1.09,1.15,1.47,0.13,0.89,-0.12,-5.79,0.92,1.39,0.69,4.07,-2.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.2,68.0,16.41,99.59,0.0,24.98,19.9,48.0,13.87,10.14,274.2
2007-02-01T17:00:00,1.44,2.83,0.05,0.05,0.0,0.34,0.17,0.02,0.04,0.04,0.01,0.01,0.11,0.12,0.1,0.41,2.83,1.27957,0.94639,0.33319,0.00129,0.00102,0.00026,0.00059,0.00059,0.0,0.22,0.08,1.29,0.45,2.78,0.0,1.31,0.58,1.04,0.12,0.91,-0.04,-3.0,0.97,0.28,0.58,4.18,-2.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.98,68.0,13.59,99.59,0.0,24.08,18.94,46.0,8.05,6.34,199.07
2007-02-01T18:00:00,2.02,5.05,0.06,0.05,0.0,0.69,0.22,0.03,0.04,0.05,0.02,0.01,0.11,0.2,0.12,0.44,5.05,2.27456,1.68125,0.59332,0.00189,0.00142,0.00047,0.00081,0.00081,0.0,0.22,0.1,1.68,0.59,4.95,0.0,1.67,-0.41,0.32,0.11,0.95,0.03,3.41,1.03,-1.92,0.67,4.28,-3.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.23,68.0,14.13,99.59,0.0,19.94,15.61,48.0,4.7,0.0,0.0
2007-02-01T19:00:00,2.13,6.22,0.06,0.05,0.0,0.7,0.28,0.04,0.04,0.05,0.03,0.01,0.1,0.16,0.16,0.45,6.22,2.65426,1.92245,0.73181,0.00207,0.00149,0.00057,0.00086,0.00085,0.0,0.22,0.18,1.98,0.7,6.11,0.0,1.98,-0.06,0.41,0.12,0.98,0.15,3.61,1.07,-1.58,0.7,4.72,-4.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.57,68.0,14.6,99.59,0.0,19.04,15.0,50.0,5.82,0.0,0.0
2007-02-01T20:00:00,1.8,7.01,0.07,0.05,0.0,0.35,0.32,0.05,0.04,0.05,0.04,0.01,0.1,0.08,0.22,0.42,7.01,2.46133,1.63669,0.82464,0.00191,0.00127,0.00065,0.00073,0.00072,0.0,0.22,0.23,1.98,0.7,6.88,0.0,2.01,0.18,0.57,0.14,0.98,0.25,3.7,1.09,-1.51,0.77,4.82,-4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.41,68.0,15.5,99.59,0.0,17.96,14.06,50.0,8.05,0.0,0.0
2007-02-01T21:00:00,2.14,7.93,0.08,0.05,0.0,0.7,0.3,0.07,0.04,0.05,0.03,0.01,0.11,0.05,0.27,0.4,7.93,2.89673,1.96466,0.93207,0.00224,0.00151,0.00073,0.00087,0.00086,0.0,0.22,0.19,1.81,0.64,7.78,0.0,1.84,0.47,0.81,0.16,0.97,0.29,3.73,1.09,-1.41,0.78,4.93,-4.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.1,68.0,15.17,99.59,0.0,15.98,12.27,49.0,2.24,0.0,0.0
2007-02-01T22:00:00,2.01,9.16,0.1,0.05,0.0,0.66,0.24,0.08,0.04,0.04,0.02,0.01,0.11,0.03,0.26,0.38,9.16,2.89237,1.81504,1.07732,0.00226,0.00142,0.00084,0.00082,0.00081,1.0e-05,0.21,0.14,1.59,0.56,8.99,0.0,1.6,0.69,1.05,0.19,0.93,0.32,3.91,1.07,-1.38,0.86,5.15,-3.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.33,68.0,16.01,99.59,0.0,14.0,10.75,52.0,4.7,0.0,0.0
2007-02-01T23:00:00,1.5,10.45,0.05,0.05,0.0,0.37,0.21,0.07,0.04,0.04,0.02,0.01,0.09,0.02,0.16,0.34,10.45,2.58394,1.35467,1.22927,0.00198,0.00102,0.00096,0.00059,0.00058,1.0e-05,0.14,0.09,1.25,0.44,10.26,0.0,1.24,0.91,1.3,0.21,0.87,0.33,3.91,1.02,-1.34,0.87,5.37,-3.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.79,68.0,16.18,99.59,0.0,14.0,10.54,49.0,5.82,0.0,0.0
2007-02-02T00:00:00,1.09,5.21,0.08,0.05,0.0,0.33,0.08,0.05,0.04,0.04,0.01,0.0,0.05,0.01,0.07,0.3,5.21,1.64675,1.03355,0.6132,0.00126,0.00078,0.00048,0.00045,0.00045,0.0,0.08,0.07,0.86,0.3,5.26,0.0,0.84,1.09,1.51,0.24,0.78,0.34,3.84,0.94,-1.36,0.81,5.37,-2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.54,66.05,16.09,99.59,0.0,15.08,11.12,44.0,6.93,0.0,0.0
2007-02-02T01:00:00,0.64,8.71,0.08,0.05,0.0,0.0,0.04,0.04,0.04,0.04,0.01,0.0,0.02,0.01,0.03,0.3,8.71,1.61013,0.5861,1.02403,0.00126,0.00045,0.0008,0.00026,0.00026,1.0e-05,0.04,0.03,0.39,0.14,8.55,0.0,0.39,0.56,1.21,0.21,0.22,0.32,3.65,1.39,-3.68,0.8,5.25,-2.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.49,66.0,15.39,99.59,0.0,14.0,10.19,44.0,4.7,0.0,0.0
2007-02-02T02:00:00,0.59,9.19,0.1,0.05,0.0,0.0,0.02,0.04,0.04,0.04,0.0,0.0,0.01,0.01,0.01,0.28,9.19,1.63331,0.55257,1.08074,0.00127,0.00042,0.00085,0.00025,0.00024,1.0e-05,0.03,0.01,0.2,0.07,9.02,0.0,0.2,0.98,1.51,0.24,0.19,0.33,3.68,1.22,-3.01,0.78,5.17,-1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.78,66.0,15.46,99.59,0.0,15.08,10.98,42.0,6.93,0.0,0.0
2007-02-02T03:00:00,0.74,10.44,0.11,0.05,0.0,0.18,0.02,0.04,0.04,0.04,0.0,0.0,0.01,0.01,0.01,0.27,10.44,1.92213,0.69403,1.2281,0.00149,0.00053,0.00096,0.00031,0.0003,1.0e-05,0.02,0.01,0.13,0.05,10.25,0.0,0.13,1.18,1.69,0.26,0.16,0.33,3.91,1.05,-2.5,0.9,5.05,-1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.77,66.0,16.34,99.59,0.0,10.94,7.97,51.0,4.7,0.0,0.0
2007-02-02T04:00:00,0.7,11.68,0.11,0.05,0.0,0.14,0.02,0.04,0.04,0.04,0.0,0.0,0.0,0.01,0.01,0.26,11.68,2.0161,0.64312,1.37298,0.00157,0.0005,0.00108,0.00029,0.00028,1.0e-05,0.02,0.01,0.17,0.06,11.45,0.0,0.16,1.36,1.86,0.28,0.15,0.34,3.91,0.94,-2.04,0.9,5.5,-1.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.72,66.0,16.34,99.59,0.0,10.94,8.16,54.0,4.7,0.0,0.0
2007-02-02T05:00:00,0.59,12.37,0.12,0.05,0.0,0.0,0.02,0.04,0.04,0.03,0.0,0.0,0.01,0.01,0.01,0.27,12.37,2.00219,0.54694,1.45525,0.00156,0.00042,0.00114,0.00025,0.00024,1.0e-05,0.03,0.01,0.33,0.12,12.14,0.0,0.31,1.48,2.0,0.29,0.16,0.35,4.01,0.88,-1.72,0.99,5.5,-1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.86,66.0,17.02,99.59,0.0,8.06,5.51,53.0,0.0,0.0,0.0
2007-02-02T06:00:00,0.98,13.08,0.18,0.05,0.0,0.33,0.05,0.03,0.04,0.03,0.0,0.0,0.01,0.01,0.01,0.28,13.08,2.48546,0.94711,1.53836,0.00193,0.00072,0.00121,0.00042,0.00041,1.0e-05,0.05,0.02,1.12,0.39,12.83,0.0,1.02,1.61,2.13,0.3,0.18,0.36,4.0,0.84,-1.44,0.93,5.83,-1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.85,66.0,16.63,99.59,0.0,10.04,7.17,51.0,4.7,0.0,0.0
2007-02-02T07:00:00,1.58,19.42,0.15,0.05,0.0,0.72,0.12,0.03,0.04,0.04,0.01,0.01,0.03,0.03,0.02,0.31,19.42,3.64794,1.36402,2.28392,0.00287,0.00108,0.00179,0.00063,0.00062,1.0e-05,0.1,0.04,2.57,0.91,18.56,0.0,2.33,1.7,2.26,0.32,0.22,0.36,4.17,0.82,-1.23,1.05,5.6,-2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.27,67.83,17.43,99.59,0.0,8.06,5.51,53.0,5.82,0.0,0.0
2007-02-02T08:00:00,1.71,16.28,0.11,0.05,0.0,0.73,0.15,0.03,0.04,0.04,0.01,0.01,0.06,0.06,0.03,0.36,16.28,3.25514,1.34033,1.9148,0.00267,0.00117,0.0015,0.00068,0.00067,1.0e-05,0.22,0.07,2.87,1.01,15.94,0.0,2.68,3.16,3.28,0.38,0.88,0.38,0.14,0.42,3.08,0.95,5.83,-2.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,67.99,17.41,99.59,0.0,12.92,9.12,42.0,9.17,4.44,108.41
2007-02-02T09:00:00,1.93,12.25,0.08,0.05,0.0,0.92,0.15,0.03,0.04,0.04,0.02,0.02,0.1,0.06,0.04,0.36,12.25,2.7389,1.29778,1.44112,0.00246,0.00133,0.00113,0.00077,0.00076,1.0e-05,0.32,0.12,2.64,0.93,12.02,0.0,2.58,3.6,3.65,0.37,0.89,0.3,-5.62,0.54,4.3,0.63,5.46,-2.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.34,68.0,13.94,99.59,0.0,21.92,15.8,32.0,6.93,10.46,236.8
2007-02-02T10:00:00,1.57,8.23,0.05,0.05,0.0,0.54,0.16,0.02,0.04,0.04,0.02,0.02,0.14,0.06,0.04,0.36,8.23,1.87732,0.90993,0.96739,0.00184,0.00108,0.00076,0.00062,0.00062,0.0,0.38,0.14,2.21,0.78,8.07,0.0,2.25,3.45,3.58,0.36,0.9,0.14,-7.78,0.66,4.03,0.49,4.5,-2.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.58,68.0,13.02,99.59,0.0,28.94,20.84,28.0,10.29,14.58,282.45
2007-02-02T11:00:00,1.71,5.54,0.03,0.05,0.0,0.7,0.15,0.02,0.04,0.04,0.02,0.02,0.16,0.06,0.05,0.36,5.54,1.5927,0.94102,0.65168,0.0017,0.00119,0.00051,0.00068,0.00068,0.0,0.37,0.12,1.84,0.65,5.44,0.0,1.92,3.09,3.23,0.32,0.9,-0.01,-8.07,0.73,3.38,0.37,3.76,-2.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.78,68.0,11.5,99.59,0.0,33.98,24.72,29.0,10.29,17.43,302.73
2007-02-02T12:00:00,1.7,3.59,0.02,0.05,0.0,0.69,0.15,0.01,0.04,0.04,0.02,0.02,0.16,0.07,0.05,0.37,3.59,1.39402,0.97181,0.42221,0.00151,0.00118,0.00033,0.00068,0.00067,0.0,0.33,0.1,1.55,0.55,3.52,0.0,1.63,2.67,2.79,0.28,0.91,-0.14,-7.66,0.79,2.79,0.2,3.23,-2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.53,68.0,7.76,99.59,0.0,41.0,28.51,22.0,5.82,19.02,311.61
2007-02-02T13:00:00,1.33,1.66,0.0,0.05,0.0,0.34,0.14,0.01,0.04,0.04,0.01,0.02,0.15,0.08,0.06,0.38,1.66,0.93064,0.73493,0.1957,0.00108,0.00092,0.00015,0.00053,0.00053,0.0,0.3,0.09,1.32,0.46,1.63,0.0,1.39,2.37,2.4,0.23,0.92,-0.29,-7.57,0.83,2.49,0.12,2.53,-2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.08,68.0,5.84,99.59,0.0,46.04,29.62,11.0,3.36,19.34,312.88
2007-02-02T14:00:00,1.29,0.32,0.0,0.05,0.0,0.34,0.14,0.01,0.04,0.04,0.02,0.02,0.14,0.06,0.06,0.38,0.32,0.79338,0.75571,0.03767,0.00093,0.0009,3.0e-05,0.00052,0.00052,0.0,0.27,0.1,1.15,0.41,0.31,0.0,1.24,2.03,2.08,0.19,0.91,-0.38,-7.61,0.87,2.41,0.19,2.04,-2.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.65,68.0,7.72,99.59,0.0,42.08,29.92,26.0,6.93,18.39,307.49
2007-02-02T15:00:00,1.27,0.0,0.0,0.05,0.0,0.33,0.14,0.01,0.04,0.04,0.01,0.01,0.12,0.08,0.07,0.37,0.0,0.75524,0.75524,0.0,0.00089,0.00089,0.0,0.00051,0.00051,0.0,0.22,0.08,1.09,0.38,0.0,0.0,1.13,1.56,1.68,0.14,0.91,-0.35,-7.45,0.9,2.22,0.33,2.42,-2.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.47,68.02,11.34,99.59,0.0,37.04,30.16,51.0,11.63,15.85,292.59
2007-02-02T16:00:00,1.29,0.0,0.01,0.05,0.0,0.33,0.15,0.01,0.04,0.04,0.01,0.01,0.12,0.06,0.08,0.39,0.0,0.7983,0.7983,0.0,0.00091,0.00091,0.0,0.00052,0.00052,0.0,0.23,0.08,1.02,0.36,0.0,0.0,1.09,0.99,1.24,0.11,0.91,-0.26,-6.22,0.92,1.62,0.37,2.91,-2.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.54,67.98,11.25,99.59,0.0,33.08,27.4,54.0,9.17,12.36,260.57
2007-02-02T17:00:00,1.43,1.22,0.04,0.05,0.0,0.34,0.17,0.02,0.04,0.04,0.01,0.01,0.11,0.12,0.1,0.41,1.22,1.08005,0.93677,0.14329,0.00113,0.00102,0.00011,0.00058,0.00058,0.0,0.22,0.08,1.29,0.45,1.2,0.0,1.31,0.25,0.66,0.08,0.92,-0.16,-2.9,0.98,0.31,0.49,3.32,-2.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.66,68.0,12.36,99.59,0.0,26.96,23.06,62.0,6.93,7.92,180.69
2007-02-02T18:00:00,2.01,4.01,0.05,0.05,0.0,0.69,0.22,0.03,0.04,0.05,0.02,0.01,0.11,0.2,0.12,0.44,4.01,2.14887,1.67739,0.47148,0.00179,0.00142,0.00037,0.00081,0.00081,0.0,0.22,0.1,1.68,0.59,3.93,0.0,1.67,-0.72,-0.04,0.07,0.97,-0.04,3.34,1.04,-1.72,0.63,3.94,-3.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.3,68.0,13.64,99.59,0.0,21.02,18.9,75.0,3.36,0.0,0.0
2007-02-02T19:00:00,2.12,5.71,0.06,0.05,0.0,0.7,0.28,0.04,0.04,0.05,0.03,0.01,0.1,0.16,0.16,0.45,5.71,2.597,1.92568,0.67132,0.00202,0.00149,0.00053,0.00086,0.00085,0.0,0.22,0.18,1.98,0.7,5.6,0.0,1.98,-0.38,0.05,0.07,1.0,0.13,3.74,1.08,-1.42,0.76,4.58,-4.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.82,68.0,15.04,99.59,0.0,17.06,15.12,74.0,4.7,0.0,0.0
2007-02-02T20:00:00,1.84,6.6,0.07,0.05,0.0,0.39,0.32,0.05,0.04,0.05,0.04,0.01,0.1,0.08,0.22,0.42,6.6,2.44344,1.66735,0.77609,0.0019,0.00129,0.00061,0.00074,0.00074,0.0,0.22,0.23,1.98,0.7,6.47,0.0,2.01,-0.1,0.26,0.1,1.0,0.23,3.55,1.1,-1.26,0.69,5.01,-4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.81,68.0,14.27,99.59,0.0,19.04,16.97,74.0,3.36,0.0,0.0
2007-02-02T21:00:00,2.09,7.13,0.08,0.05,0.0,0.66,0.3,0.07,0.04,0.05,0.03,0.01,0.11,0.05,0.27,0.4,7.13,2.76463,1.92609,0.83855,0.00213,0.00147,0.00066,0.00085,0.00084,0.0,0.22,0.19,1.81,0.64,7.0,0.0,1.84,0.14,0.5,0.13,0.98,0.28,3.77,1.1,-1.45,0.79,4.8,-4.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.12,68.0,15.38,99.59,0.0,15.98,14.4,78.0,4.7,0.0,0.0
2007-02-02T22:00:00,2.04,8.39,0.09,0.05,0.0,0.69,0.24,0.08,0.04,0.04,0.02,0.01,0.11,0.03,0.26,0.38,8.39,2.82166,1.83454,0.98711,0.00221,0.00143,0.00077,0.00082,0.00082,1.0e-05,0.21,0.14,1.59,0.56,8.24,0.0,1.6,0.46,0.8,0.16,0.94,0.31,3.75,1.08,-1.4,0.79,5.14,-3.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.07,68.0,15.38,99.59,0.0,15.98,14.4,78.0,4.7,0.0,0.0
2007-02-02T23:00:00,1.46,9.58,0.04,0.05,0.0,0.34,0.21,0.07,0.04,0.04,0.02,0.01,0.09,0.02,0.16,0.34,9.58,2.459,1.33253,1.12647,0.00188,0.00099,0.00088,0.00057,0.00057,1.0e-05,0.14,0.09,1.25,0.44,9.4,0.0,1.24,0.72,1.08,0.19,0.88,0.33,3.82,1.03,-1.42,0.83,5.14,-3.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.47,68.0,15.84,99.59,0.0,15.08,13.76,81.0,5.82,0.0,0.0
2007-02-03T00:00:00,1.08,4.77,0.08,0.05,0.0,0.33,0.08,0.05,0.04,0.04,0.01,0.0,0.05,0.01,0.07,0.3,4.77,1.60228,1.04099,0.56129,0.00122,0.00078,0.00044,0.00045,0.00045,0.0,0.08,0.07,0.86,0.3,4.81,0.0,0.84,0.92,1.31,0.21,0.79,0.33,3.87,0.95,-1.47,0.85,5.24,-2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.29,66.04,16.43,99.59,0.0,14.0,11.98,70.0,6.93,0.0,0.0
2007-02-03T01:00:00,0.64,8.48,0.08,0.05,0.0,0.0,0.04,0.04,0.04,0.04,0.01,0.0,0.02,0.01,0.03,0.3,8.48,1.58152,0.58421,0.99731,0.00123,0.00045,0.00078,0.00026,0.00026,1.0e-05,0.04,0.03,0.39,0.14,8.33,0.0,0.39,0.45,1.05,0.19,0.23,0.32,3.61,1.4,-3.75,0.83,5.36,-2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.24,66.0,15.73,99.59,0.0,12.92,11.76,82.0,4.7,0.0,0.0
2007-02-03T02:00:00,0.58,8.9,0.09,0.05,0.0,0.0,0.02,0.04,0.04,0.04,0.0,0.0,0.01,0.01,0.01,0.28,8.9,1.59725,0.55056,1.04669,0.00124,0.00042,0.00082,0.00024,0.00024,1.0e-05,0.03,0.01,0.2,0.07,8.73,0.0,0.2,0.89,1.38,0.23,0.2,0.33,3.56,1.22,-3.05,0.79,5.27,-1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.93,66.0,15.23,99.59,0.0,14.0,12.8,82.0,3.36,0.0,0.0
2007-02-03T03:00:00,0.88,9.98,0.1,0.05,0.0,0.32,0.02,0.04,0.04,0.04,0.0,0.0,0.01,0.01,0.01,0.27,9.98,1.98517,0.81203,1.17313,0.00154,0.00062,0.00092,0.00036,0.00035,1.0e-05,0.02,0.01,0.13,0.05,9.79,0.0,0.13,1.12,1.59,0.25,0.17,0.33,3.64,1.05,-2.51,0.79,5.15,-1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.77,66.0,15.37,99.59,0.0,14.0,11.78,67.0,4.7,0.0,0.0
