Hour,Electricity Use [kWh],Natural Gas Use [kBtu],Fuel Oil Use [kBtu],Propane Use [kBtu],Living Temperature [F],Vented Attic Temperature [F],Vented Crawlspace Temperature [F]
2902,1.46,0.0,0.0,0.0,69.97,51.65,55.02
2903,1.22,0.0,0.0,0.0,69.55,49.18,54.02
2904,2.16,0.0,0.0,0.0,68.97,46.24,52.8
2905,0.61,0.0,0.0,0.0,68.75,45.29,52.07
2906,0.54,0.0,0.0,0.0,68.26,43.9,51.52
2907,0.52,1.66,0.0,0.0,68.0,42.03,50.72
2908,0.83,3.88,0.0,0.0,68.0,39.09,49.73
2909,0.51,4.99,0.0,0.0,68.0,37.97,49.14
2910,0.6,5.1,0.0,0.0,68.0,37.91,48.85
2911,0.84,3.21,0.0,0.0,68.0,39.9,49.09
2912,0.99,1.19,0.0,0.0,68.0,42.25,49.59
2913,0.93,0.0,0.0,0.0,68.0,44.64,50.2
2914,4.43,0.36,0.0,0.0,68.0,47.59,51.07
2915,3.1,0.18,0.0,0.0,68.0,50.03,52.03
2916,1.16,0.0,0.0,0.0,68.39,53.29,53.35
2917,0.85,0.0,0.0,0.0,68.82,55.09,54.35
2918,0.85,0.0,0.0,0.0,69.23,56.27,55.22
2919,0.86,0.0,0.0,0.0,69.49,56.09,55.67
2920,1.17,0.0,0.0,0.0,69.49,55.64,55.99
2921,0.96,0.0,0.0,0.0,69.91,52.94,55.65
2922,1.16,0.0,0.0,0.0,69.49,51.53,55.14
2923,1.62,0.0,0.0,0.0,69.26,47.48,53.77
2924,3.81,0.0,0.0,0.0,68.99,44.31,52.51
2925,1.74,0.0,0.0,0.0,68.49,40.27,51.1
2926,1.51,0.0,0.0,0.0,68.21,41.04,50.9
2927,1.23,1.26,0.0,0.0,68.0,39.18,50.17
2928,1.17,3.36,0.0,0.0,68.0,38.1,49.57
2929,0.64,4.71,0.0,0.0,68.0,37.21,49.06
2930,0.57,6.3,0.0,0.0,68.0,36.05,48.52
2931,0.86,7.56,0.0,0.0,68.0,35.0,48.02
2932,0.54,9.35,0.0,0.0,68.0,33.06,47.32
2933,0.54,10.44,0.0,0.0,68.0,32.86,46.96
2934,0.63,10.08,0.0,0.0,68.0,32.91,46.72
2935,0.86,6.49,0.0,0.0,68.0,37.67,47.53
2936,1.34,4.12,0.0,0.0,68.0,41.19,48.28
2937,3.84,3.0,0.0,0.0,68.0,45.92,49.38
2938,1.42,0.98,0.0,0.0,68.0,52.93,51.2
2939,0.86,0.0,0.0,0.0,68.11,57.48,53.67
2940,2.22,0.0,0.0,0.0,68.34,57.94,54.42
2941,0.9,0.0,0.0,0.0,68.78,59.55,55.33
2942,1.12,0.0,0.0,0.0,69.24,61.29,56.29
2943,0.86,0.0,0.0,0.0,69.47,59.6,56.59
2944,1.19,0.0,0.0,0.0,69.35,60.47,57.05
2945,0.96,0.0,0.0,0.0,69.52,59.4,57.08
2946,1.49,0.0,0.0,0.0,69.46,56.36,56.54
2947,1.23,0.0,0.0,0.0,69.39,54.47,55.84
2948,2.0,0.0,0.0,0.0,68.68,50.22,54.46
2949,1.43,0.0,0.0,0.0,68.52,46.27,53.02
2950,1.51,0.0,0.0,0.0,68.11,43.15,51.86
2951,1.57,1.5,0.0,0.0,68.0,41.21,51.09
2952,0.85,2.73,0.0,0.0,68.0,41.1,50.7
2953,0.63,4.02,0.0,0.0,68.0,40.01,50.15
2954,0.56,4.63,0.0,0.0,68.0,40.95,50.04
2955,0.54,5.69,0.0,0.0,68.0,39.95,49.6
2956,0.84,6.54,0.0,0.0,68.0,39.9,49.34
2957,0.52,7.39,0.0,0.0,68.0,39.86,49.12
2958,1.68,7.66,0.0,0.0,68.0,39.86,48.92
2959,3.4,8.0,0.0,0.0,68.0,40.92,48.98
2960,1.05,7.37,0.0,0.0,68.0,41.08,48.91
2961,0.98,7.27,0.0,0.0,68.0,42.31,49.07
2962,0.94,6.37,0.0,0.0,68.0,45.22,49.68
2963,5.61,6.5,0.0,0.0,68.0,47.27,50.27
2964,3.68,5.14,0.0,0.0,68.0,46.49,50.29
2965,1.29,5.52,0.0,0.0,68.0,43.5,49.72
2966,1.26,5.49,0.0,0.0,68.0,41.64,49.33
2967,0.94,6.27,0.0,0.0,68.0,38.52,48.64
2968,0.94,5.73,0.0,0.0,68.0,40.36,48.86
2969,1.05,6.07,0.0,0.0,68.0,39.62,48.58
2970,1.95,6.19,0.0,0.0,68.0,39.48,48.37
2971,1.32,6.73,0.0,0.0,68.0,38.25,47.98
2972,1.82,7.43,0.0,0.0,68.0,37.2,47.59
2973,1.86,7.7,0.0,0.0,68.0,37.11,47.39
2974,2.43,8.12,0.0,0.0,68.0,36.03,47.0
2975,1.28,9.53,0.0,0.0,68.0,34.26,46.41
2976,1.21,10.66,0.0,0.0,68.0,34.02,46.16
2977,0.68,11.57,0.0,0.0,68.0,33.97,45.94
2978,1.34,12.13,0.0,0.0,68.0,34.91,45.92
2979,0.58,12.24,0.0,0.0,68.0,34.29,45.94
2980,0.56,12.62,0.0,0.0,68.0,34.06,45.81
2981,0.55,12.7,0.0,0.0,68.0,36.27,45.89
2982,4.96,13.72,0.0,0.0,68.0,36.66,45.82
2983,1.07,12.35,0.0,0.0,68.0,36.95,45.78
2984,1.03,8.68,0.0,0.0,68.0,40.26,46.5
2985,0.97,5.9,0.0,0.0,68.0,45.02,47.61
2986,1.64,4.33,0.0,0.0,68.0,48.25,48.55
2987,0.93,3.19,0.0,0.0,68.0,51.13,49.78
2988,1.49,1.82,0.0,0.0,68.0,55.05,51.46
2989,2.9,0.51,0.0,0.0,68.0,57.04,52.6
2990,1.56,0.0,0.0,0.0,68.15,59.59,53.85
2991,0.86,0.0,0.0,0.0,68.77,58.98,54.55
2992,0.86,0.0,0.0,0.0,69.72,60.68,55.4
2993,1.28,0.0,0.0,0.0,70.09,60.34,56.02
2994,1.51,0.0,0.0,0.0,70.26,58.42,56.06
2995,2.55,0.0,0.0,0.0,69.93,54.41,55.52
2996,1.66,0.0,0.0,0.0,69.48,50.07,53.95
2997,2.57,0.0,0.0,0.0,69.58,49.43,53.54
2998,6.71,0.0,0.0,0.0,69.1,47.06,52.7
2999,1.45,0.0,0.0,0.0,68.91,46.07,52.05
3000,1.15,0.0,0.0,0.0,68.48,44.92,51.43
3001,0.61,0.49,0.0,0.0,68.0,44.0,50.94
3002,0.55,2.4,0.0,0.0,68.0,42.93,50.43
3003,0.53,3.47,0.0,0.0,68.0,42.02,49.96
3004,1.29,4.45,0.0,0.0,68.0,41.87,49.72
3005,3.45,6.3,0.0,0.0,68.0,39.8,49.05
3006,0.9,5.71,0.0,0.0,68.0,39.8,48.84
3007,2.2,2.38,0.0,0.0,68.0,46.53,50.2
3008,0.93,0.0,0.0,0.0,68.23,53.26,52.09
3009,0.88,0.0,0.0,0.0,68.85,63.58,54.5
3010,2.06,0.0,0.0,0.0,69.45,63.55,55.77
3011,0.86,0.0,0.0,0.0,69.62,65.4,56.84
3012,0.88,0.0,0.0,0.0,70.07,70.29,57.95
3013,1.24,0.0,0.0,0.0,70.37,70.17,59.23
3014,0.85,0.0,0.0,0.0,70.93,70.2,60.11
3015,1.05,0.0,0.0,0.0,71.48,70.68,60.79
3016,0.98,0.0,0.0,0.0,71.23,68.51,60.94
3017,2.32,0.0,0.0,0.0,70.76,64.85,60.59
3018,1.92,0.0,0.0,0.0,70.87,62.56,60.16
3019,1.23,0.0,0.0,0.0,71.11,60.71,59.62
3020,1.27,0.0,0.0,0.0,70.87,59.34,59.17
3021,1.38,0.0,0.0,0.0,70.94,59.15,58.95
3022,1.8,0.0,0.0,0.0,70.09,55.17,57.8
3023,1.17,0.0,0.0,0.0,70.01,53.18,56.8
3024,1.11,0.0,0.0,0.0,69.53,51.19,55.91
3025,0.61,0.0,0.0,0.0,69.6,49.14,54.98
3026,0.54,0.0,0.0,0.0,69.17,47.11,53.97
3027,0.51,0.0,0.0,0.0,68.72,46.92,53.7
3028,0.81,0.0,0.0,0.0,68.19,45.04,52.98
3029,0.48,1.32,0.0,0.0,68.0,43.17,52.23
3030,0.58,1.27,0.0,0.0,68.0,46.57,52.73
3031,0.77,0.79,0.0,0.0,68.0,49.48,53.33
3032,0.93,0.35,0.0,0.0,68.0,51.85,53.86
3033,2.61,0.0,0.0,0.0,68.39,55.08,55.08
3034,1.16,0.0,0.0,0.0,68.91,58.8,56.58
3035,0.86,0.0,0.0,0.0,69.6,64.45,58.16
3036,0.88,0.0,0.0,0.0,69.75,66.32,59.01
3037,1.19,0.0,0.0,0.0,70.21,68.06,59.9
3038,0.85,0.0,0.0,0.0,70.54,68.64,60.7
3039,1.19,0.0,0.0,0.0,70.87,69.57,61.69
3040,1.28,0.0,0.0,0.0,71.63,70.42,62.28
3041,0.96,0.0,0.0,0.0,71.99,69.54,62.51
3042,1.51,0.0,0.0,0.0,72.12,67.45,62.64
3043,3.6,0.0,0.0,0.0,71.72,63.11,61.94
3044,1.27,0.0,0.0,0.0,71.04,58.47,60.74
3045,1.38,0.0,0.0,0.0,71.04,55.47,59.4
3046,1.79,0.0,0.0,0.0,70.98,53.63,58.4
3047,1.17,0.0,0.0,0.0,71.41,51.24,57.4
3048,0.83,0.0,0.0,0.0,70.99,49.06,56.35
3049,0.61,0.0,0.0,0.0,70.31,47.03,55.39
3050,0.54,0.0,0.0,0.0,69.06,45.99,54.8
3051,0.51,0.0,0.0,0.0,68.98,44.04,53.99
3052,0.49,0.0,0.0,0.0,68.62,43.86,53.58
3053,0.48,0.02,0.0,0.0,68.0,42.77,53.04
3054,0.89,0.0,0.0,0.0,68.23,47.44,53.77
3055,0.77,0.0,0.0,0.0,69.25,53.52,55.16
3056,0.93,0.0,0.0,0.0,70.22,60.76,57.78
3057,1.2,0.0,0.0,0.0,70.28,66.08,59.46
3058,1.2,0.0,0.0,0.0,71.44,72.01,61.14
3059,1.2,0.0,0.0,0.0,72.27,74.64,62.31
3060,0.88,0.0,0.0,0.0,72.87,77.45,63.56
3061,1.18,0.0,0.0,0.0,73.57,78.48,64.54
3062,0.85,0.0,0.0,0.0,74.33,80.51,65.48
3063,0.86,0.0,0.0,0.0,75.5,82.45,66.71
3064,0.86,0.0,0.0,0.0,76.61,79.81,67.18
3065,1.28,0.0,0.0,0.0,77.67,79.57,67.76
3066,1.16,0.0,0.0,0.0,77.58,77.25,67.82
3067,1.23,0.0,0.0,0.0,75.58,74.14,67.39
3068,1.27,0.0,0.0,0.0,74.26,70.23,66.55
3069,1.38,0.0,0.0,0.0,73.94,68.14,65.88
3070,1.78,0.0,0.0,0.0,72.5,66.92,65.36
3071,1.17,0.0,0.0,0.0,72.2,64.94,64.65
3072,2.09,0.0,0.0,0.0,71.79,62.08,63.57
3073,0.56,0.0,0.0,0.0,72.06,60.14,62.59
3074,0.49,0.0,0.0,0.0,71.63,60.03,62.17
3075,0.46,0.0,0.0,0.0,71.17,58.95,61.55
3076,0.44,0.0,0.0,0.0,70.98,57.01,60.67
3077,0.43,0.0,0.0,0.0,70.61,55.06,59.8
3078,0.84,0.0,0.0,0.0,70.8,58.75,60.49
3079,0.77,0.0,0.0,0.0,71.12,62.72,61.66
3080,0.93,0.0,0.0,0.0,71.41,67.73,63.12
3081,0.88,0.0,0.0,0.0,71.47,63.68,62.56
3082,4.22,0.0,0.0,0.0,71.8,67.94,63.67
3083,2.99,0.0,0.0,0.0,73.42,75.17,65.66
3084,1.14,0.0,0.0,0.0,74.93,76.21,66.48
3085,0.85,0.0,0.0,0.0,75.62,76.28,67.14
3086,0.85,0.0,0.0,0.0,76.03,77.34,67.76
3087,0.86,0.0,0.0,0.0,76.85,79.14,68.58
3088,0.86,0.0,0.0,0.0,77.93,82.14,69.58
3089,1.44,0.0,0.0,0.0,78.0,82.15,70.08
3090,1.33,0.0,0.0,0.0,78.0,79.15,69.95
3091,1.61,0.0,0.0,0.0,78.0,77.21,69.65
3092,3.74,0.0,0.0,0.0,77.07,74.14,69.01
3093,1.38,0.0,0.0,0.0,75.58,70.21,68.05
3094,1.71,0.0,0.0,0.0,74.66,68.08,67.28
3095,1.25,0.0,0.0,0.0,74.66,66.92,66.68
3096,0.78,0.0,0.0,0.0,74.2,64.91,65.84
3097,0.88,0.0,0.0,0.0,72.75,61.04,64.35
3098,0.49,0.0,0.0,0.0,72.62,60.92,63.83
3099,0.46,0.0,0.0,0.0,72.43,58.97,63.0
3100,0.44,0.0,0.0,0.0,71.92,57.01,62.06
3101,0.75,0.0,0.0,0.0,71.35,56.9,61.6
3102,0.53,0.0,0.0,0.0,71.33,58.83,61.84
3103,0.77,0.0,0.0,0.0,72.25,61.91,62.77
3104,1.26,0.0,0.0,0.0,73.13,69.77,65.28
3105,3.53,0.0,0.0,0.0,74.87,75.21,66.64
3106,1.47,0.0,0.0,0.0,76.13,80.04,67.98
3107,0.86,0.0,0.0,0.0,76.85,83.4,69.35
3108,2.2,0.0,0.0,0.0,77.48,83.35,70.1
3109,0.92,0.0,0.0,0.0,77.99,84.37,70.88
3110,1.04,0.0,0.0,0.0,78.0,84.46,71.51
3111,1.49,0.0,0.0,0.0,78.0,84.42,72.1
3112,1.67,0.0,0.0,0.0,78.0,86.39,72.89
3113,1.58,0.0,0.0,0.0,78.0,83.44,72.98
3114,1.81,0.0,0.0,0.0,78.0,80.37,72.74
3115,1.68,0.0,0.0,0.0,78.0,77.43,72.16
3116,2.0,0.0,0.0,0.0,76.05,73.16,71.16
3117,1.38,0.0,0.0,0.0,74.58,70.07,70.12
3118,1.46,0.0,0.0,0.0,73.64,68.04,69.17
3119,1.51,0.0,0.0,0.0,73.26,67.97,68.66
3120,0.78,0.0,0.0,0.0,72.81,66.89,68.0
3121,0.88,0.0,0.0,0.0,72.5,65.98,67.37
3122,0.49,0.0,0.0,0.0,72.1,64.02,66.48
3123,0.46,0.0,0.0,0.0,72.39,62.93,65.77
3124,0.44,0.0,0.0,0.0,73.65,60.97,64.91
3125,0.43,0.0,0.0,0.0,73.82,59.04,64.0
3126,1.84,0.0,0.0,0.0,70.43,60.0,63.94
3127,2.88,0.0,0.0,0.0,72.16,63.92,64.98
3128,1.25,0.0,0.0,0.0,73.05,69.05,66.77
3129,0.88,0.0,0.0,0.0,74.62,73.46,68.0
3130,0.85,0.0,0.0,0.0,76.16,77.46,69.22
3131,5.49,0.0,0.0,0.0,76.59,81.36,70.5
3132,3.42,0.0,0.0,0.0,77.53,83.52,71.47
3133,1.28,0.0,0.0,0.0,77.99,84.73,72.26
3134,1.36,0.0,0.0,0.0,78.0,83.83,72.71
3135,1.18,0.0,0.0,0.0,78.0,83.49,73.24
3136,1.37,0.0,0.0,0.0,78.0,82.7,73.59
3137,1.62,0.0,0.0,0.0,78.0,82.74,73.99
3138,2.2,0.0,0.0,0.0,78.0,81.55,74.05
3139,2.16,0.0,0.0,0.0,78.0,78.44,73.52
3140,1.96,0.0,0.0,0.0,78.0,75.4,72.72
3141,1.76,0.0,0.0,0.0,77.49,71.46,71.6
3142,2.33,0.0,0.0,0.0,75.88,67.15,70.11
3143,1.17,0.0,0.0,0.0,75.83,66.05,69.22
3144,0.78,0.0,0.0,0.0,75.11,62.27,67.71
3145,0.56,0.0,0.0,0.0,73.86,65.75,68.03
3146,1.22,0.0,0.0,0.0,74.07,62.83,67.01
3147,0.46,0.0,0.0,0.0,72.44,53.37,63.95
3148,0.44,0.0,0.0,0.0,72.02,50.32,62.93
3149,0.48,0.0,0.0,0.0,71.61,48.36,61.97
3150,5.02,0.0,0.0,0.0,71.84,51.68,62.29
3151,0.83,0.0,0.0,0.0,72.47,54.16,62.64
3152,0.93,0.0,0.0,0.0,72.6,57.49,63.29
3153,0.88,0.0,0.0,0.0,73.18,63.35,64.68
3154,1.56,0.0,0.0,0.0,73.23,66.94,66.05
3155,0.86,0.0,0.0,0.0,72.79,66.96,66.47
3156,1.48,0.0,0.0,0.0,73.3,70.31,67.16
3157,2.89,0.0,0.0,0.0,72.49,69.32,67.67
3158,1.21,0.0,0.0,0.0,72.7,70.37,68.22
3159,1.17,0.0,0.0,0.0,73.43,71.22,68.8
3160,0.86,0.0,0.0,0.0,73.93,71.21,69.24
3161,0.96,0.0,0.0,0.0,74.68,71.95,69.84
3162,1.87,0.0,0.0,0.0,74.64,69.24,69.62
3163,2.54,0.0,0.0,0.0,74.2,65.82,68.9
3164,1.61,0.0,0.0,0.0,73.51,59.27,66.41
3165,2.51,0.0,0.0,0.0,72.89,54.71,64.76
3166,6.53,0.0,0.0,0.0,72.37,51.52,63.43
3167,1.32,0.0,0.0,0.0,71.99,50.2,62.62
3168,1.15,0.0,0.0,0.0,71.2,48.09,61.64
3169,0.61,0.0,0.0,0.0,70.55,44.98,60.1
3170,0.54,0.0,0.0,0.0,70.04,42.17,59.34
3171,0.51,0.0,0.0,0.0,69.68,42.48,58.95
3172,1.26,0.0,0.0,0.0,69.23,39.3,58.47
3173,3.34,0.0,0.0,0.0,68.47,39.52,57.46
3174,0.84,0.0,0.0,0.0,69.13,46.44,58.34
3175,2.12,0.0,0.0,0.0,70.14,53.4,59.71
3176,0.93,0.0,0.0,0.0,70.55,59.8,61.27
3177,0.88,0.0,0.0,0.0,71.18,65.48,63.41
3178,2.05,0.0,0.0,0.0,71.37,70.51,65.14
3179,0.86,0.0,0.0,0.0,72.43,74.13,66.33
3180,0.88,0.0,0.0,0.0,73.55,78.37,67.77
3181,1.24,0.0,0.0,0.0,74.18,79.2,68.7
3182,0.85,0.0,0.0,0.0,75.09,81.73,69.93
3183,0.86,0.0,0.0,0.0,76.21,81.86,70.76
3184,0.86,0.0,0.0,0.0,76.34,76.7,70.52
3185,2.31,0.0,0.0,0.0,75.61,75.25,70.46
3186,1.98,0.0,0.0,0.0,73.46,71.28,69.84
3187,1.5,0.0,0.0,0.0,73.58,70.14,69.48
3188,1.27,0.0,0.0,0.0,73.55,68.17,68.84
3189,1.38,0.0,0.0,0.0,73.37,66.96,68.23
3190,1.8,0.0,0.0,0.0,73.1,64.11,67.06
3191,1.17,0.0,0.0,0.0,72.97,62.93,66.36
3192,1.11,0.0,0.0,0.0,72.53,61.94,65.8
3193,0.56,0.0,0.0,0.0,71.87,58.0,64.39
3194,0.49,0.0,0.0,0.0,71.35,54.2,62.98
3195,0.46,0.0,0.0,0.0,70.87,51.36,62.03
3196,0.49,0.0,0.0,0.0,70.22,47.34,60.74
3197,0.48,0.0,0.0,0.0,69.74,44.52,59.69
3198,0.53,0.0,0.0,0.0,70.48,54.31,61.36
3199,1.09,0.0,0.0,0.0,70.84,62.18,63.04
3200,0.93,0.0,0.0,0.0,71.21,65.8,64.61
3201,2.6,0.0,0.0,0.0,72.1,70.12,65.98
3202,0.85,0.0,0.0,0.0,73.57,76.09,67.71
3203,0.86,0.0,0.0,0.0,74.72,81.24,69.37
3204,0.88,0.0,0.0,0.0,75.5,83.33,70.52
3205,1.19,0.0,0.0,0.0,76.19,83.57,71.34
3206,1.12,0.0,0.0,0.0,76.95,81.46,71.72
3207,0.91,0.0,0.0,0.0,77.87,80.76,72.17
3208,1.46,0.0,0.0,0.0,78.0,82.09,72.84
3209,1.25,0.0,0.0,0.0,78.0,82.46,73.45
3210,2.24,0.0,0.0,0.0,78.0,79.45,73.29
3211,3.06,0.0,0.0,0.0,77.29,74.44,72.4
3212,1.54,0.0,0.0,0.0,76.03,70.5,71.28
3213,1.38,0.0,0.0,0.0,75.38,67.28,70.05
3214,1.46,0.0,0.0,0.0,75.29,63.57,68.47
3215,1.49,0.0,0.0,0.0,74.67,61.31,67.37
3216,0.78,0.0,0.0,0.0,74.59,63.62,67.59
3217,0.56,0.0,0.0,0.0,73.57,60.94,66.54
3218,0.49,0.0,0.0,0.0,73.11,60.81,66.01
3219,0.46,0.0,0.0,0.0,72.83,57.31,64.65
3220,0.44,0.0,0.0,0.0,72.02,55.01,63.88
3221,0.43,0.0,0.0,0.0,71.41,53.06,63.06
3222,0.53,0.0,0.0,0.0,71.95,56.68,63.55
3223,1.08,0.0,0.0,0.0,71.87,61.86,64.61
3224,0.93,0.0,0.0,0.0,71.61,64.88,65.73
3225,0.88,0.0,0.0,0.0,71.45,60.26,64.47
3226,1.55,0.0,0.0,0.0,71.02,60.26,64.38
3227,1.2,0.0,0.0,0.0,70.82,60.22,64.45
3228,0.88,0.0,0.0,0.0,71.09,59.26,64.17
3229,0.85,0.0,0.0,0.0,70.3,50.68,61.82
3230,0.9,0.0,0.0,0.0,71.23,47.69,61.18
3231,0.91,0.0,0.0,0.0,71.57,49.34,61.21
3232,1.19,0.0,0.0,0.0,69.91,55.09,62.17
3233,0.96,0.0,0.0,0.0,71.45,58.21,62.96
3234,1.48,0.0,0.0,0.0,71.6,59.68,63.3
3235,1.23,0.0,0.0,0.0,70.29,54.37,61.8
3236,1.27,0.0,0.0,0.0,71.17,51.64,61.09
3237,1.38,0.0,0.0,0.0,70.11,51.24,60.79
3238,1.46,0.0,0.0,0.0,70.09,51.93,60.65
3239,1.17,0.0,0.0,0.0,70.59,51.04,60.24
3240,2.08,0.0,0.0,0.0,70.17,50.0,59.78
3241,0.61,0.0,0.0,0.0,69.57,48.11,59.17
3242,0.54,0.0,0.0,0.0,69.17,48.01,58.87
3243,0.82,0.0,0.0,0.0,68.68,46.14,58.25
3244,0.49,0.0,0.0,0.0,68.32,46.87,58.1
3245,0.48,0.1,0.0,0.0,68.0,46.88,57.87
3246,0.58,1.32,0.0,0.0,68.0,46.03,57.48
3247,0.83,1.43,0.0,0.0,68.0,46.05,57.28
3248,1.0,2.17,0.0,0.0,68.0,45.01,56.9
3249,1.26,2.47,0.0,0.0,68.0,45.15,56.76
3250,4.09,3.08,0.0,0.0,68.0,46.44,56.87
3251,2.95,1.31,0.0,0.0,68.0,51.82,57.84
3252,1.14,0.22,0.0,0.0,68.0,53.89,58.44
3253,0.85,0.0,0.0,0.0,68.61,59.12,59.78
3254,0.85,0.0,0.0,0.0,69.01,60.42,60.61
3255,0.86,0.0,0.0,0.0,69.44,63.14,61.9
3256,1.17,0.0,0.0,0.0,69.68,62.74,62.43
3257,0.96,0.0,0.0,0.0,69.85,58.71,61.87
3258,1.16,0.0,0.0,0.0,69.62,55.65,60.78
3259,1.57,0.0,0.0,0.0,70.07,54.54,60.29
3260,3.73,0.0,0.0,0.0,70.32,52.5,59.65
3261,1.38,0.0,0.0,0.0,70.05,52.17,59.38
3262,1.83,0.0,0.0,0.0,69.68,49.28,58.54
3263,1.22,0.0,0.0,0.0,69.38,49.02,58.25
3264,1.15,0.0,0.0,0.0,68.97,48.91,58.02
3265,0.61,0.0,0.0,0.0,68.57,47.62,57.81
3266,0.54,0.0,0.0,0.0,68.22,47.05,57.62
3267,0.51,0.71,0.0,0.0,68.0,47.72,57.26
3268,0.5,2.17,0.0,0.0,68.0,45.88,56.66
3269,0.82,2.68,0.0,0.0,68.0,44.54,56.58
3270,0.59,2.32,0.0,0.0,68.0,47.6,56.67
3271,0.77,0.0,0.0,0.0,68.28,52.2,57.53
3272,1.26,0.0,0.0,0.0,69.14,55.82,58.48
3273,3.52,0.0,0.0,0.0,69.44,57.57,59.16
3274,1.43,0.0,0.0,0.0,69.59,70.99,60.05
3275,0.86,0.0,0.0,0.0,69.98,62.16,61.1
3276,2.19,0.0,0.0,0.0,70.27,66.58,62.76
3277,0.85,0.0,0.0,0.0,70.4,65.5,63.17
3278,0.85,0.0,0.0,0.0,70.99,68.5,64.24
3279,1.19,0.0,0.0,0.0,71.64,69.88,65.08
3280,1.18,0.0,0.0,0.0,72.14,69.94,65.65
3281,0.96,0.0,0.0,0.0,72.07,68.12,65.76
3282,1.16,0.0,0.0,0.0,71.84,64.51,65.16
3283,1.23,0.0,0.0,0.0,71.84,62.85,64.67
3284,2.0,0.0,0.0,0.0,71.7,62.33,64.37
3285,1.38,0.0,0.0,0.0,71.43,60.25,63.59
3286,1.46,0.0,0.0,0.0,71.07,58.02,62.67
3287,1.51,0.0,0.0,0.0,70.42,55.99,61.81
3288,0.78,0.0,0.0,0.0,70.48,55.93,61.48
3289,0.88,0.0,0.0,0.0,71.08,55.9,61.23
3290,0.49,0.0,0.0,0.0,71.06,55.87,60.99
3291,0.46,0.0,0.0,0.0,70.71,55.0,60.6
3292,0.44,0.0,0.0,0.0,70.43,54.97,60.4
3293,0.43,0.0,0.0,0.0,70.11,53.92,59.99
3294,1.79,0.0,0.0,0.0,70.09,54.94,60.05
3295,2.91,0.0,0.0,0.0,69.92,58.87,60.93
3296,0.93,0.0,0.0,0.0,70.78,61.1,61.9
3297,1.2,0.0,0.0,0.0,70.68,63.27,63.06
3298,0.85,0.0,0.0,0.0,71.28,67.63,64.56
3299,5.47,0.0,0.0,0.0,71.3,70.28,65.57
3300,3.27,0.0,0.0,0.0,73.0,74.97,67.03
3301,1.21,0.0,0.0,0.0,74.51,76.91,68.23
3302,1.18,0.0,0.0,0.0,75.3,77.43,69.08
3303,0.86,0.0,0.0,0.0,76.18,78.43,69.87
3304,0.86,0.0,0.0,0.0,77.17,78.41,70.45
3305,1.01,0.0,0.0,0.0,77.99,79.44,71.15
3306,1.7,0.0,0.0,0.0,78.0,79.26,71.54
3307,1.76,0.0,0.0,0.0,78.0,81.0,72.03
3308,1.74,0.0,0.0,0.0,78.0,62.78,68.86
3309,1.76,0.0,0.0,0.0,77.89,60.87,66.86
3310,2.33,0.0,0.0,0.0,77.71,58.4,65.66
3311,1.17,0.0,0.0,0.0,77.45,58.03,65.04
3312,0.78,0.0,0.0,0.0,77.09,57.74,64.52
3313,0.56,0.0,0.0,0.0,76.46,55.05,63.27
3314,1.22,0.0,0.0,0.0,76.31,60.46,64.16
3315,0.46,0.0,0.0,0.0,71.77,63.69,65.05
3316,0.44,0.0,0.0,0.0,72.43,62.79,64.71
3317,0.43,0.0,0.0,0.0,72.73,61.9,64.3
3318,4.61,0.0,0.0,0.0,72.37,61.97,64.32
3319,1.07,0.0,0.0,0.0,73.02,64.89,65.33
3320,0.93,0.0,0.0,0.0,73.41,69.18,67.09
3321,0.88,0.0,0.0,0.0,75.8,75.41,68.66
3322,1.56,0.0,0.0,0.0,77.48,79.42,70.04
3323,0.86,0.0,0.0,0.0,77.96,82.56,71.23
3324,1.61,0.0,0.0,0.0,78.0,84.6,72.2
3325,3.14,0.0,0.0,0.0,78.0,86.55,73.16
3326,1.61,0.0,0.0,0.0,78.0,87.68,74.06
3327,1.35,0.0,0.0,0.0,78.0,82.48,73.88
3328,1.19,0.0,0.0,0.0,75.86,72.11,72.22
3329,0.96,0.0,0.0,0.0,75.48,72.25,71.93
3330,1.86,0.0,0.0,0.0,75.59,70.43,71.42
3331,2.39,0.0,0.0,0.0,75.38,67.56,70.38
3332,1.53,0.0,0.0,0.0,75.38,66.57,69.58
3333,2.35,0.0,0.0,0.0,74.04,66.06,69.16
3334,6.78,0.0,0.0,0.0,74.45,64.2,68.29
3335,1.21,0.0,0.0,0.0,74.27,64.07,67.88
3336,1.1,0.0,0.0,0.0,73.34,62.96,67.29
3337,0.56,0.0,0.0,0.0,73.02,62.89,66.92
3338,0.49,0.0,0.0,0.0,72.82,62.86,66.65
3339,0.46,0.0,0.0,0.0,72.38,62.85,66.38
3340,1.2,0.0,0.0,0.0,71.79,62.0,65.92
3341,3.21,0.0,0.0,0.0,71.33,62.86,65.89
3342,0.77,0.0,0.0,0.0,71.38,62.89,65.8
3343,2.11,0.0,0.0,0.0,71.57,66.83,66.92
3344,0.93,0.0,0.0,0.0,72.57,69.99,68.26
3345,0.88,0.0,0.0,0.0,73.14,70.53,68.6
3346,2.04,0.0,0.0,0.0,74.74,74.55,69.81
3347,0.86,0.0,0.0,0.0,76.13,77.58,70.91
3348,0.88,0.0,0.0,0.0,74.88,73.71,70.69
3349,1.24,0.0,0.0,0.0,74.36,72.13,70.47
