Time,Electricity: Total,Natural Gas: Total,Fuel Oil: Total,Propane: Total,Wood Cord: Total,Wood Pellets: Total,Electricity: Heating,Electricity: Heating Fans/Pumps,Electricity: Cooling,Electricity: Cooling Fans/Pumps,Electricity: Hot Water,Electricity: Hot Water Recirc Pump,Electricity: Hot Water Solar Thermal Pump,Electricity: Lighting Interior,Electricity: Lighting Garage,Electricity: Lighting Exterior,Electricity: Mech Vent,Electricity: Whole House Fan,Electricity: Refrigerator,Electricity: Dehumidifier,Electricity: Dishwasher,Electricity: Clothes Washer,Electricity: Clothes Dryer,Electricity: Range/Oven,Electricity: Ceiling Fan,Electricity: Television,Electricity: Plug Loads,Electricity: PV,Natural Gas: Heating,Natural Gas: Hot Water,Natural Gas: Clothes Dryer,Natural Gas: Range/Oven,Fuel Oil: Heating,Fuel Oil: Hot Water,Fuel Oil: Clothes Dryer,Fuel Oil: Range/Oven,Propane: Heating,Propane: Hot Water,Propane: Clothes Dryer,Propane: Range/Oven,Wood Cord: Heating,Wood Cord: Hot Water,Wood Cord: Clothes Dryer,Wood Cord: Range/Oven,Wood Pellets: Heating,Wood Pellets: Hot Water,Wood Pellets: Clothes Dryer,Wood Pellets: Range/Oven,Hot Water: Clothes Washer,Hot Water: Dishwasher,Hot Water: Fixtures,Hot Water: Distribution Waste,Load: Heating,Load: Cooling,Component Load: Heating: Roofs,Component Load: Heating: Ceilings,Component Load: Heating: Walls,Component Load: Heating: Rim Joists,Component Load: Heating: Foundation Walls,Component Load: Heating: Doors,Component Load: Heating: Windows,Component Load: Heating: Skylights,Component Load: Heating: Floors,Component Load: Heating: Slabs,Component Load: Heating: Internal Mass,Component Load: Heating: Infiltration,Component Load: Heating: Natural Ventilation,Component Load: Heating: Mechanical Ventilation,Component Load: Heating: Whole House Fan,Component Load: Heating: Ducts,Component Load: Heating: Internal Gains,Component Load: Cooling: Roofs,Component Load: Cooling: Ceilings,Component Load: Cooling: Walls,Component Load: Cooling: Rim Joists,Component Load: Cooling: Foundation Walls,Component Load: Cooling: Doors,Component Load: Cooling: Windows,Component Load: Cooling: Skylights,Component Load: Cooling: Floors,Component Load: Cooling: Slabs,Component Load: Cooling: Internal Mass,Component Load: Cooling: Infiltration,Component Load: Cooling: Natural Ventilation,Component Load: Cooling: Mechanical Ventilation,Component Load: Cooling: Whole House Fan,Component Load: Cooling: Ducts,Component Load: Cooling: Internal Gains,Temperature: Attic - Vented,Temperature: Living Space,Airflow: Infiltration,Airflow: Mechanical Ventilation,Airflow: Natural Ventilation,Airflow: Whole House Fan,Weather: Drybulb Temperature,Weather: Wetbulb Temperature,Weather: Relative Humidity,Weather: Wind Speed,Weather: Diffuse Solar Radiation,Weather: Direct Solar Radiation
,kWh,kBtu,kBtu,kBtu,kBtu,kBtu,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kBtu,kBtu,kBtu,kBtu,kBtu,kBtu,kBtu,kBtu,kBtu,kBtu,kBtu,kBtu,kBtu,kBtu,kBtu,kBtu,kBtu,kBtu,kBtu,kBtu,gal,gal,gal,gal,kBtu,kBtu,kBtu,kBtu,kBtu,kBtu,kBtu,kBtu,kBtu,kBtu,kBtu,kBtu,kBtu,kBtu,kBtu,kBtu,kBtu,kBtu,kBtu,kBtu,kBtu,kBtu,kBtu,kBtu,kBtu,kBtu,kBtu,kBtu,kBtu,kBtu,kBtu,kBtu,kBtu,kBtu,kBtu,kBtu,F,F,cfm,cfm,cfm,cfm,F,F,%,mph,Btu/(hr*ft^2),Btu/(hr*ft^2)
2007/01/01 01:00:00,0.79,18.33,0.0,0.0,0.0,0.0,0.0,0.12,0.06,0.0,0.0,0.0,0.0,0.1,0.0,0.01,0.0,0.0,0.06,0.0,0.0,0.0,0.02,0.01,0.0,0.08,0.34,0.0,18.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.73,0.0,0.0,1.0,1.41,0.15,-2.46,0.66,6.92,0.0,0.0,2.65,-7.22,9.34,0.0,1.89,0.0,0.0,-2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.93,68.0,129.68,26.91,0.0,0.0,-0.4,-0.97,85.0,0.0,0.0,0.0
2007/01/01 02:00:00,0.72,20.77,0.0,0.0,0.0,0.0,0.0,0.13,0.06,0.0,0.0,0.0,0.0,0.06,0.0,0.01,0.0,0.0,0.06,0.0,0.0,0.0,0.01,0.01,0.0,0.08,0.31,0.0,20.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.29,0.0,0.0,1.29,1.62,0.2,-1.79,0.73,6.56,0.0,0.0,2.07,-5.46,8.71,0.0,1.81,0.0,0.0,-2.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.46,68.0,126.67,26.91,0.0,0.0,2.12,1.4,83.0,0.0,0.0,0.0
2007/01/01 03:00:00,0.7,22.06,0.0,0.0,0.0,0.0,0.0,0.13,0.06,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.01,0.01,0.0,0.08,0.31,0.0,22.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.12,0.0,0.0,1.44,1.84,0.23,-1.52,0.74,6.35,0.0,0.0,1.64,-4.16,8.15,0.0,1.73,0.0,0.0,-2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,68.0,124.56,26.91,0.0,0.0,4.46,3.76,85.0,0.0,0.0,0.0
2007/01/01 04:00:00,0.68,23.01,0.0,0.0,0.0,0.0,0.0,0.13,0.06,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.01,0.0,0.08,0.3,0.0,23.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.72,0.0,0.0,1.58,2.06,0.26,-1.36,0.72,6.18,0.0,0.0,1.36,-3.22,7.76,0.0,1.68,0.0,0.0,-2.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.68,68.0,121.24,26.91,0.0,0.0,6.08,5.58,90.0,0.0,0.0,0.0
2007/01/01 05:00:00,0.66,23.31,0.0,0.0,0.0,0.0,0.0,0.13,0.06,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.01,0.01,0.0,0.07,0.28,0.0,23.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.91,0.0,0.0,1.73,2.27,0.29,-1.24,0.7,5.92,0.0,0.0,1.15,-2.52,7.23,0.0,1.61,0.0,0.0,-2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.54,68.0,116.65,26.91,0.0,0.0,8.6,7.83,86.0,0.0,0.0,0.0
2007/01/01 06:00:00,0.78,22.47,0.0,0.0,0.0,0.0,0.0,0.12,0.06,0.0,0.0,0.0,0.0,0.12,0.0,0.01,0.0,0.0,0.06,0.0,0.0,0.0,0.01,0.01,0.0,0.08,0.3,0.0,22.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.38,0.0,0.0,1.91,2.44,0.32,-1.09,0.67,5.57,0.0,0.0,1.01,-1.84,6.48,0.0,1.49,0.0,0.0,-2.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.01,68.0,113.21,26.91,0.0,0.0,12.02,11.27,88.0,0.0,0.0,0.0
2007/01/01 07:00:00,1.07,21.54,0.0,0.0,0.0,0.0,0.0,0.12,0.06,0.0,0.0,0.0,0.0,0.28,0.0,0.03,0.0,0.0,0.06,0.0,0.0,0.0,0.03,0.03,0.0,0.09,0.36,0.0,21.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.06,13.78,0.0,0.0,2.08,2.57,0.34,-0.91,0.64,5.36,0.0,0.0,0.94,-1.22,5.97,0.0,1.42,0.0,0.0,-3.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.83,68.0,108.58,26.91,0.0,0.0,14.54,13.45,84.0,0.0,0.0,0.0
2007/01/01 08:00:00,1.56,20.14,0.0,0.0,0.0,0.0,0.0,0.1,0.06,0.0,0.32,0.0,0.0,0.35,0.0,0.03,0.0,0.0,0.06,0.0,0.0,0.0,0.06,0.06,0.0,0.1,0.39,0.0,20.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.14,12.88,0.0,0.0,2.23,2.66,0.36,-0.75,0.61,4.76,0.0,0.0,0.87,-0.7,5.29,0.0,1.31,0.0,0.0,-3.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.93,68.0,103.9,26.91,0.0,0.0,18.14,16.75,82.0,3.13,2.54,5.39
2007/01/01 09:00:00,3.42,17.84,0.0,0.0,0.0,0.0,0.0,0.07,0.06,0.0,1.73,0.0,0.0,0.38,0.0,0.03,0.0,0.0,0.06,0.0,0.0,0.54,0.1,0.06,0.0,0.07,0.29,0.0,17.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.86,0.0,0.0,0.0,11.41,0.0,0.0,2.6,2.85,0.36,-0.61,0.57,2.13,0.0,0.0,0.8,0.47,4.71,0.0,1.22,0.0,0.0,-3.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.55,68.0,94.42,26.91,0.0,0.0,21.38,19.66,80.0,2.91,24.41,23.14
