Time,Electricity: Total,Natural Gas: Total,Fuel Oil: Total,Propane: Total,Wood Cord: Total,Wood Pellets: Total,Electricity: Heating,Electricity: Heating Fans/Pumps,Electricity: Cooling,Electricity: Cooling Fans/Pumps,Electricity: Hot Water,Electricity: Hot Water Recirc Pump,Electricity: Hot Water Solar Thermal Pump,Electricity: Lighting Interior,Electricity: Lighting Garage,Electricity: Lighting Exterior,Electricity: Mech Vent,Electricity: Whole House Fan,Electricity: Refrigerator,Electricity: Dehumidifier,Electricity: Dishwasher,Electricity: Clothes Washer,Electricity: Clothes Dryer,Electricity: Range/Oven,Electricity: Ceiling Fan,Electricity: Television,Electricity: Plug Loads,Electricity: PV,Natural Gas: Heating,Natural Gas: Hot Water,Natural Gas: Clothes Dryer,Natural Gas: Range/Oven,Fuel Oil: Heating,Fuel Oil: Hot Water,Fuel Oil: Clothes Dryer,Fuel Oil: Range/Oven,Propane: Heating,Propane: Hot Water,Propane: Clothes Dryer,Propane: Range/Oven,Wood Cord: Heating,Wood Cord: Hot Water,Wood Cord: Clothes Dryer,Wood Cord: Range/Oven,Wood Pellets: Heating,Wood Pellets: Hot Water,Wood Pellets: Clothes Dryer,Wood Pellets: Range/Oven,Hot Water: Clothes Washer,Hot Water: Dishwasher,Hot Water: Fixtures,Hot Water: Distribution Waste,Load: Heating,Load: Cooling,Component Load: Heating: Roofs,Component Load: Heating: Ceilings,Component Load: Heating: Walls,Component Load: Heating: Rim Joists,Component Load: Heating: Foundation Walls,Component Load: Heating: Doors,Component Load: Heating: Windows,Component Load: Heating: Skylights,Component Load: Heating: Floors,Component Load: Heating: Slabs,Component Load: Heating: Internal Mass,Component Load: Heating: Infiltration,Component Load: Heating: Natural Ventilation,Component Load: Heating: Mechanical Ventilation,Component Load: Heating: Whole House Fan,Component Load: Heating: Ducts,Component Load: Heating: Internal Gains,Component Load: Cooling: Roofs,Component Load: Cooling: Ceilings,Component Load: Cooling: Walls,Component Load: Cooling: Rim Joists,Component Load: Cooling: Foundation Walls,Component Load: Cooling: Doors,Component Load: Cooling: Windows,Component Load: Cooling: Skylights,Component Load: Cooling: Floors,Component Load: Cooling: Slabs,Component Load: Cooling: Internal Mass,Component Load: Cooling: Infiltration,Component Load: Cooling: Natural Ventilation,Component Load: Cooling: Mechanical Ventilation,Component Load: Cooling: Whole House Fan,Component Load: Cooling: Ducts,Component Load: Cooling: Internal Gains,Temperature: Attic - Vented,Temperature: Living Space,Airflow: Infiltration,Airflow: Mechanical Ventilation,Airflow: Natural Ventilation,Airflow: Whole House Fan,Weather: Drybulb Temperature,Weather: Wetbulb Temperature,Weather: Relative Humidity,Weather: Wind Speed,Weather: Diffuse Solar Radiation,Weather: Direct Solar Radiation
2007/01/01 10:00:00,1.1,12.28,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.0,0.04,0.0,0.0,0.39,0.0,0.03,0.0,0.0,0.06,0.0,0.0,0.0,0.14,0.06,0.0,0.05,0.19,0.0,12.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.86,0.0,0.0,3.24,3.2,0.36,-0.55,0.5,-4.36,0.0,0.0,0.69,2.93,3.61,0.0,1.03,0.0,0.0,-2.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.97,68.0,84.33,26.91,0.0,0.0,28.04,24.44,66.0,3.8,36.45,156.6
2007/01/01 11:00:00,1.05,8.23,0.0,0.0,0.0,0.0,0.0,0.04,0.06,0.0,0.0,0.0,0.0,0.38,0.0,0.03,0.0,0.0,0.06,0.0,0.0,0.0,0.16,0.06,0.0,0.05,0.2,0.0,8.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.26,0.0,0.0,2.95,2.94,0.34,-0.44,0.39,-4.96,0.0,0.0,0.63,2.67,2.65,0.0,0.85,0.0,0.0,-2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.14,68.0,90.12,26.91,0.0,0.0,34.52,27.99,50.0,3.8,44.06,172.45
2007/01/01 12:00:00,1.05,6.11,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.0,0.0,0.0,0.0,0.36,0.0,0.03,0.0,0.0,0.06,0.0,0.0,0.0,0.16,0.07,0.0,0.05,0.21,0.0,6.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.08,3.91,0.0,0.0,2.83,2.58,0.3,-0.33,0.32,-5.54,0.0,0.0,0.58,2.53,2.61,0.0,0.78,0.0,0.0,-2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.35,68.0,106.71,26.91,0.0,0.0,37.04,28.81,42.0,10.29,59.28,171.18
2007/01/01 13:00:00,1.36,5.6,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.0,0.34,0.0,0.0,0.35,0.0,0.03,0.0,0.0,0.07,0.0,0.0,0.0,0.15,0.08,0.0,0.05,0.2,0.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41,0.5,3.58,0.0,0.0,2.38,2.01,0.25,-0.23,0.3,-3.97,0.0,0.0,0.53,1.44,2.78,0.0,0.7,0.0,0.0,-2.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.15,68.0,119.38,26.91,0.0,0.0,39.92,29.7,34.0,16.11,59.91,121.73
2007/01/01 14:00:00,1.03,5.7,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.0,0.0,0.0,0.0,0.35,0.0,0.03,0.0,0.0,0.07,0.0,0.0,0.0,0.14,0.06,0.0,0.06,0.23,0.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.65,0.0,0.0,2.32,1.74,0.21,-0.11,0.32,-4.38,0.0,0.0,0.51,1.74,3.34,0.0,0.75,0.0,0.0,-2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.29,68.0,112.84,26.91,0.0,0.0,37.94,28.72,37.0,18.34,41.21,166.11
2007/01/01 15:00:00,1.38,4.64,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.0,0.33,0.0,0.0,0.35,0.0,0.03,0.0,0.0,0.07,0.0,0.0,0.0,0.12,0.08,0.0,0.07,0.26,0.0,4.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.29,2.97,0.0,0.0,1.97,1.42,0.18,-0.0,0.34,-3.38,0.0,0.0,0.49,1.08,3.04,0.0,0.72,0.0,0.0,-2.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.29,68.0,102.69,26.91,0.0,0.0,39.02,29.2,35.0,17.22,48.82,98.9
2007/01/01 16:00:00,1.54,4.59,0.0,0.0,0.0,0.0,0.0,0.04,0.06,0.0,0.34,0.0,0.0,0.39,0.0,0.03,0.0,0.0,0.06,0.0,0.0,0.11,0.12,0.06,0.0,0.07,0.27,0.0,4.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71,0.0,0.52,0.18,2.94,0.0,0.0,1.68,1.21,0.16,0.11,0.37,-2.57,0.0,0.0,0.48,0.74,3.07,0.0,0.81,0.0,0.0,-3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.39,68.0,94.49,26.91,0.0,0.0,35.96,27.1,36.0,13.87,19.65,116.97
2007/01/01 17:00:00,1.65,6.74,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.0,0.31,0.0,0.0,0.47,0.0,0.04,0.0,0.0,0.07,0.0,0.0,0.0,0.11,0.12,0.0,0.08,0.33,0.0,6.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.31,0.0,0.0,0.93,0.71,0.14,0.25,0.41,2.29,0.0,0.0,0.5,-1.38,3.3,0.0,0.94,0.0,0.0,-3.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.74,68.0,112.86,26.91,0.0,0.0,30.92,25.55,54.0,8.05,3.49,36.14
2007/01/01 18:00:00,2.09,9.15,0.0,0.0,0.0,0.0,0.0,0.07,0.06,0.0,0.34,0.0,0.0,0.63,0.0,0.06,0.0,0.0,0.08,0.0,0.0,0.0,0.11,0.2,0.0,0.11,0.44,0.0,9.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83,0.64,5.85,0.0,0.0,0.82,0.57,0.14,0.43,0.47,4.57,0.0,0.0,0.55,-2.01,4.28,0.0,1.02,0.0,0.0,-4.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.36,68.0,115.87,26.91,0.0,0.0,28.04,23.98,62.0,13.87,0.0,0.0
2007/01/01 19:00:00,4.29,11.72,0.0,0.0,0.0,0.0,0.0,0.07,0.06,0.0,2.32,0.0,0.0,0.77,0.0,0.07,0.0,0.0,0.08,0.0,0.0,0.0,0.1,0.16,0.0,0.13,0.53,0.0,11.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.53,3.36,7.5,0.0,0.0,0.9,0.68,0.14,0.54,0.54,5.13,0.0,0.0,0.56,-1.8,5.0,0.0,1.16,0.0,0.0,-5.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.37,68.0,114.33,26.91,0.0,0.0,23.0,20.07,68.0,12.75,0.0,0.0
2007/01/01 20:00:00,2.21,12.39,0.0,0.0,0.0,0.0,0.0,0.07,0.06,0.0,0.26,0.0,0.0,0.78,0.0,0.07,0.0,0.0,0.08,0.0,0.0,0.0,0.1,0.08,0.0,0.14,0.56,0.0,12.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.06,7.93,0.0,0.0,0.99,0.88,0.16,0.67,0.58,5.25,0.0,0.0,0.59,-1.44,5.06,0.0,1.19,0.0,0.0,-6.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.09,68.0,105.22,26.91,0.0,0.0,21.92,18.81,65.0,11.63,0.0,0.0
2007/01/01 21:00:00,1.82,12.87,0.0,0.0,0.0,0.0,0.0,0.08,0.06,0.0,0.0,0.0,0.0,0.65,0.0,0.06,0.0,0.0,0.07,0.0,0.0,0.0,0.11,0.05,0.0,0.15,0.6,0.0,12.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.23,0.0,0.0,1.04,1.08,0.18,0.71,0.59,5.12,0.0,0.0,0.55,-1.41,4.75,0.0,1.22,0.0,0.0,-5.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.22,68.0,106.06,26.91,0.0,0.0,21.02,17.91,64.0,4.7,0.0,0.0
2007/01/01 22:00:00,1.95,14.15,0.0,0.0,0.0,0.0,0.0,0.09,0.06,0.0,0.33,0.0,0.0,0.49,0.0,0.04,0.0,0.0,0.07,0.0,0.0,0.0,0.11,0.03,0.0,0.15,0.58,0.0,14.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.28,9.05,0.0,0.0,1.09,1.27,0.2,0.73,0.59,5.14,0.0,0.0,0.48,-1.48,4.8,0.0,1.22,0.0,0.0,-4.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.95,68.0,110.39,26.91,0.0,0.0,21.02,17.91,64.0,5.82,0.0,0.0
2007/01/01 23:00:00,1.42,15.83,0.0,0.0,0.0,0.0,0.0,0.11,0.06,0.0,0.0,0.0,0.0,0.42,0.0,0.04,0.0,0.0,0.07,0.0,0.0,0.0,0.09,0.02,0.0,0.12,0.5,0.0,15.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.08,10.13,0.0,0.0,1.18,1.44,0.22,0.74,0.6,5.23,0.0,0.0,0.41,-1.49,5.01,0.0,1.22,0.0,0.0,-4.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.9,68.0,141.72,26.91,0.0,0.0,21.02,17.11,55.0,9.17,0.0,0.0
2007/01/02 00:00:00,1.04,18.92,0.0,0.0,0.0,0.0,0.0,0.12,0.06,0.0,0.0,0.0,0.0,0.2,0.0,0.02,0.0,0.0,0.06,0.0,0.0,0.0,0.05,0.01,0.0,0.11,0.42,0.0,18.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.11,0.0,0.0,1.25,1.56,0.24,0.7,0.6,5.13,0.0,0.0,0.3,-1.6,6.1,0.0,1.16,0.0,0.0,-3.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.87,68.0,141.72,26.91,0.0,0.0,23.0,18.35,50.0,19.69,0.0,0.0
2007/01/02 01:00:00,0.8,20.25,0.0,0.0,0.0,0.0,0.0,0.12,0.06,0.0,0.0,0.0,0.0,0.1,0.0,0.01,0.0,0.0,0.06,0.0,0.0,0.0,0.02,0.01,0.0,0.08,0.34,0.0,20.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.96,0.0,0.0,1.35,1.67,0.26,0.69,0.6,5.12,0.0,0.0,0.2,-1.54,6.1,0.0,1.16,0.0,0.0,-2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.92,68.0,128.08,26.91,0.0,0.0,23.0,18.15,48.0,19.69,0.0,0.0
