Hour,Electricity Use [kWh],Natural Gas Use [kBtu],Fuel Oil Use [kBtu],Propane Use [kBtu],Living Temperature [F],Unvented Attic Temperature [F],Vented Crawlspace Temperature [F]
4526,1.33,0.0,0.0,0.0,78.0,112.09,81.47
4527,1.03,0.0,0.0,0.0,78.0,109.53,80.89
4528,0.67,0.0,0.0,0.0,74.84,103.03,78.45
4529,1.9,0.0,0.0,0.0,77.99,97.85,79.15
4530,1.97,0.0,0.0,0.0,77.99,94.95,79.58
4531,1.28,0.0,0.0,0.0,77.58,91.06,78.83
4532,1.32,0.0,0.0,0.0,77.98,85.28,77.8
4533,1.0,0.0,0.0,0.0,75.32,80.28,77.55
4534,1.37,0.0,0.0,0.0,74.8,76.01,76.4
4535,0.86,0.0,0.0,0.0,75.37,72.11,75.8
4536,0.62,0.0,0.0,0.0,74.49,68.56,75.06
4537,0.46,0.0,0.0,0.0,76.11,65.76,74.51
4538,0.41,0.0,0.0,0.0,76.71,63.78,74.16
4539,0.7,0.0,0.0,0.0,76.33,61.84,73.47
4540,0.38,0.0,0.0,0.0,76.16,60.07,73.1
4541,0.36,0.0,0.0,0.0,76.07,58.78,72.77
4542,0.42,0.0,0.0,0.0,73.76,60.13,73.52
4543,0.59,0.0,0.0,0.0,75.46,65.73,74.65
4544,0.71,0.0,0.0,0.0,77.4,74.0,76.0
4545,2.56,0.0,0.0,0.0,77.96,85.33,77.49
4546,0.98,0.0,0.0,0.0,78.0,94.96,78.76
4547,1.02,0.0,0.0,0.0,78.0,100.01,79.47
4548,1.3,0.0,0.0,0.0,78.0,106.47,79.99
4549,1.32,0.0,0.0,0.0,78.0,113.97,80.73
4550,1.28,0.0,0.0,0.0,78.0,118.91,81.1
4551,1.74,0.0,0.0,0.0,78.0,119.49,81.91
4552,1.93,0.0,0.0,0.0,78.0,116.48,82.04
4553,1.66,0.0,0.0,0.0,78.0,111.2,82.29
4554,1.88,0.0,0.0,0.0,78.0,102.37,79.48
4555,3.18,0.0,0.0,0.0,78.0,92.11,77.25
4556,1.48,0.0,0.0,0.0,78.0,84.04,76.34
4557,1.32,0.0,0.0,0.0,78.0,77.74,75.75
4558,1.32,0.0,0.0,0.0,78.0,72.94,75.23
4559,1.38,0.0,0.0,0.0,78.0,68.9,74.41
4560,0.75,0.0,0.0,0.0,78.0,65.3,73.97
4561,0.53,0.0,0.0,0.0,78.0,62.37,73.59
4562,0.42,0.0,0.0,0.0,78.0,60.1,73.04
4563,0.39,0.0,0.0,0.0,77.84,58.45,72.69
4564,0.38,0.0,0.0,0.0,77.61,57.31,72.36
4565,0.36,0.0,0.0,0.0,77.3,56.28,71.85
4566,0.42,0.0,0.0,0.0,77.93,57.48,72.11
4567,0.82,0.0,0.0,0.0,77.99,62.37,73.05
4568,1.04,0.0,0.0,0.0,77.08,71.08,74.26
4569,0.75,0.0,0.0,0.0,77.99,81.53,75.55
4570,1.59,0.0,0.0,0.0,78.0,93.3,77.5
4571,1.67,0.0,0.0,0.0,78.0,105.08,79.33
4572,1.38,0.0,0.0,0.0,78.0,114.97,80.14
4573,1.44,0.0,0.0,0.0,78.0,118.82,80.41
4574,1.84,0.0,0.0,0.0,78.0,121.35,81.35
4575,1.72,0.0,0.0,0.0,78.0,124.01,82.34
4576,1.03,0.0,0.0,0.0,78.0,118.49,80.56
4577,1.7,0.0,0.0,0.0,78.0,110.51,80.31
4578,1.91,0.0,0.0,0.0,78.0,104.62,80.18
4579,1.83,0.0,0.0,0.0,78.0,98.8,79.59
4580,1.31,0.0,0.0,0.0,78.0,91.9,79.13
4581,1.0,0.0,0.0,0.0,77.74,85.64,77.99
4582,1.04,0.0,0.0,0.0,76.44,80.72,77.53
4583,0.86,0.0,0.0,0.0,76.23,76.87,77.01
4584,1.84,0.0,0.0,0.0,75.88,73.82,76.44
4585,0.46,0.0,0.0,0.0,75.49,71.25,75.52
4586,0.41,0.0,0.0,0.0,74.89,69.08,75.16
4587,0.39,0.0,0.0,0.0,76.53,66.79,74.3
4588,0.38,0.0,0.0,0.0,77.06,64.99,73.92
4589,0.36,0.0,0.0,0.0,76.76,63.63,73.42
4590,0.74,0.0,0.0,0.0,73.39,63.33,73.68
4591,0.59,0.0,0.0,0.0,74.28,64.45,73.95
4592,0.71,0.0,0.0,0.0,74.36,68.71,74.57
4593,0.67,0.0,0.0,0.0,75.58,76.69,75.19
4594,3.23,0.0,0.0,0.0,77.36,89.0,76.58
4595,2.69,0.0,0.0,0.0,77.99,102.08,78.03
4596,0.82,0.0,0.0,0.0,78.0,113.78,78.42
4597,1.22,0.0,0.0,0.0,78.0,119.91,79.27
4598,1.03,0.0,0.0,0.0,78.0,118.41,79.79
4599,1.13,0.0,0.0,0.0,78.0,113.91,80.34
4600,1.25,0.0,0.0,0.0,78.0,111.02,80.8
4601,1.43,0.0,0.0,0.0,78.0,107.53,81.27
4602,1.6,0.0,0.0,0.0,78.0,102.08,80.71
4603,1.35,0.0,0.0,0.0,78.0,95.01,79.46
4604,3.32,0.0,0.0,0.0,77.54,87.76,78.17
4605,1.0,0.0,0.0,0.0,76.51,81.69,77.27
4606,1.04,0.0,0.0,0.0,76.0,76.62,76.45
4607,1.19,0.0,0.0,0.0,75.72,72.58,75.87
4608,0.62,0.0,0.0,0.0,75.2,69.68,75.5
4609,0.46,0.0,0.0,0.0,74.36,67.33,74.79
4610,0.73,0.0,0.0,0.0,74.16,65.11,74.24
4611,0.39,0.0,0.0,0.0,75.7,62.74,73.54
4612,0.38,0.0,0.0,0.0,72.68,60.57,73.0
4613,0.36,0.0,0.0,0.0,74.28,58.95,72.45
4614,0.42,0.0,0.0,0.0,72.93,59.58,72.77
4615,0.9,0.0,0.0,0.0,74.08,63.74,73.7
4616,0.71,0.0,0.0,0.0,75.68,72.55,74.78
4617,3.12,0.0,0.0,0.0,77.54,84.22,76.29
4618,1.18,0.0,0.0,0.0,77.98,97.87,78.24
4619,0.92,0.0,0.0,0.0,78.0,109.58,79.8
4620,2.27,0.0,0.0,0.0,78.0,117.72,80.52
4621,1.09,0.0,0.0,0.0,78.0,117.37,80.86
4622,1.21,0.0,0.0,0.0,78.0,115.03,81.39
4623,0.67,0.0,0.0,0.0,76.85,108.6,79.56
4624,1.18,0.0,0.0,0.0,77.97,97.78,76.23
4625,1.13,0.0,0.0,0.0,78.0,92.42,75.84
4626,1.23,0.0,0.0,0.0,78.0,87.68,75.55
4627,1.26,0.0,0.0,0.0,78.0,81.4,75.05
4628,1.88,0.0,0.0,0.0,78.0,75.79,74.43
4629,1.19,0.0,0.0,0.0,78.0,71.35,73.83
4630,1.19,0.0,0.0,0.0,78.0,67.95,73.46
4631,1.29,0.0,0.0,0.0,78.0,65.07,72.96
4632,0.66,0.0,0.0,0.0,78.0,62.58,72.63
4633,0.46,0.0,0.0,0.0,77.81,60.24,71.94
4634,0.41,0.0,0.0,0.0,77.47,58.29,71.42
4635,0.39,0.0,0.0,0.0,77.2,56.72,71.07
4636,0.69,0.0,0.0,0.0,76.81,54.92,70.4
4637,0.36,0.0,0.0,0.0,76.36,53.04,69.69
4638,1.46,0.0,0.0,0.0,76.96,53.8,70.33
4639,2.3,0.0,0.0,0.0,77.88,58.72,71.19
4640,1.16,0.0,0.0,0.0,77.99,68.04,72.16
4641,0.67,0.0,0.0,0.0,76.93,80.19,73.34
4642,0.83,0.0,0.0,0.0,77.98,93.72,74.98
4643,5.53,0.0,0.0,0.0,78.0,104.52,76.37
4644,2.55,0.0,0.0,0.0,78.0,113.08,77.57
4645,1.51,0.0,0.0,0.0,78.0,122.03,78.55
4646,1.28,0.0,0.0,0.0,78.0,127.3,79.26
4647,1.77,0.0,0.0,0.0,78.0,126.5,80.05
4648,1.57,0.0,0.0,0.0,78.0,122.65,80.46
4649,1.67,0.0,0.0,0.0,78.0,116.28,80.82
4650,2.18,0.0,0.0,0.0,78.0,109.12,80.74
4651,1.89,0.0,0.0,0.0,78.0,101.92,80.43
4652,1.72,0.0,0.0,0.0,78.0,94.3,79.21
4653,1.38,0.0,0.0,0.0,77.47,87.09,78.0
4654,1.89,0.0,0.0,0.0,75.7,81.31,76.79
4655,0.86,0.0,0.0,0.0,74.87,76.88,76.2
4656,0.62,0.0,0.0,0.0,74.42,73.27,75.4
4657,0.46,0.0,0.0,0.0,74.44,70.13,74.79
4658,1.12,0.0,0.0,0.0,74.44,67.28,74.28
4659,0.39,0.0,0.0,0.0,75.94,64.02,73.56
4660,0.38,0.0,0.0,0.0,76.28,61.22,72.84
4661,0.36,0.0,0.0,0.0,75.88,58.9,72.07
4662,3.89,0.0,0.0,0.0,73.4,59.57,72.74
4663,0.72,0.0,0.0,0.0,74.8,64.36,73.79
4664,0.71,0.0,0.0,0.0,76.02,72.58,74.91
4665,0.67,0.0,0.0,0.0,77.65,82.79,76.33
4666,1.28,0.0,0.0,0.0,77.98,94.54,78.33
4667,1.0,0.0,0.0,0.0,78.0,107.79,79.5
4668,1.9,0.0,0.0,0.0,78.0,116.01,80.24
4669,2.97,0.0,0.0,0.0,78.0,120.44,81.18
4670,1.87,0.0,0.0,0.0,78.0,122.97,82.14
4671,1.64,0.0,0.0,0.0,78.0,125.34,82.98
4672,1.71,0.0,0.0,0.0,78.0,124.81,83.5
4673,1.95,0.0,0.0,0.0,78.0,119.58,83.87
4674,2.84,0.0,0.0,0.0,78.0,112.49,83.76
4675,2.93,0.0,0.0,0.0,78.0,104.76,83.36
4676,2.11,0.0,0.0,0.0,78.0,97.04,82.24
4677,2.22,0.0,0.0,0.0,78.0,89.95,80.71
4678,5.27,0.0,0.0,0.0,77.95,84.31,79.87
4679,1.14,0.0,0.0,0.0,77.23,79.89,78.89
4680,0.62,0.0,0.0,0.0,76.5,75.87,77.74
4681,0.46,0.0,0.0,0.0,76.3,71.99,76.9
4682,0.72,0.0,0.0,0.0,75.28,68.42,75.67
4683,0.39,0.0,0.0,0.0,74.92,65.09,74.82
4684,0.99,0.0,0.0,0.0,76.38,61.98,73.78
4685,2.58,0.0,0.0,0.0,76.45,59.28,73.1
4686,0.42,0.0,0.0,0.0,74.37,59.67,74.02
4687,1.84,0.0,0.0,0.0,75.6,64.4,75.21
4688,1.16,0.0,0.0,0.0,77.95,75.16,76.8
4689,1.04,0.0,0.0,0.0,78.0,89.55,79.14
4690,1.88,0.0,0.0,0.0,78.0,104.69,80.26
4691,1.23,0.0,0.0,0.0,78.0,117.02,81.45
4692,1.38,0.0,0.0,0.0,78.0,125.11,82.94
4693,1.84,0.0,0.0,0.0,78.0,130.12,83.87
4694,1.63,0.0,0.0,0.0,78.0,131.18,84.94
4695,1.83,0.0,0.0,0.0,78.0,132.64,85.89
4696,2.04,0.0,0.0,0.0,78.0,132.09,86.74
4697,3.47,0.0,0.0,0.0,78.0,126.67,87.23
4698,2.85,0.0,0.0,0.0,78.0,117.43,85.94
4699,2.05,0.0,0.0,0.0,78.0,107.33,84.73
4700,1.73,0.0,0.0,0.0,78.0,98.8,83.18
4701,1.4,0.0,0.0,0.0,78.0,90.85,81.4
4702,1.37,0.0,0.0,0.0,77.57,83.94,79.77
4703,0.86,0.0,0.0,0.0,77.0,78.21,78.75
4704,0.62,0.0,0.0,0.0,76.42,73.64,77.98
4705,0.78,0.0,0.0,0.0,75.84,69.89,77.04
4706,0.41,0.0,0.0,0.0,77.56,66.41,75.93
4707,0.39,0.0,0.0,0.0,78.0,63.37,75.24
4708,0.38,0.0,0.0,0.0,77.61,60.62,74.35
4709,0.36,0.0,0.0,0.0,73.85,58.56,74.23
4710,0.42,0.0,0.0,0.0,74.82,59.1,74.82
4711,0.59,0.0,0.0,0.0,75.99,63.6,75.8
4712,1.18,0.0,0.0,0.0,77.95,73.16,77.47
4713,2.39,0.0,0.0,0.0,77.99,86.5,80.01
4714,1.5,0.0,0.0,0.0,78.0,100.66,81.15
4715,1.31,0.0,0.0,0.0,78.0,110.55,82.01
4716,1.45,0.0,0.0,0.0,78.0,116.57,83.35
4717,1.85,0.0,0.0,0.0,78.0,121.47,84.23
4718,1.63,0.0,0.0,0.0,78.0,126.68,85.23
4719,1.79,0.0,0.0,0.0,78.0,128.88,85.96
4720,2.38,0.0,0.0,0.0,78.0,128.47,86.62
4721,1.95,0.0,0.0,0.0,78.0,122.68,86.26
4722,2.61,0.0,0.0,0.0,78.0,114.52,86.21
4723,3.75,0.0,0.0,0.0,78.0,105.69,85.04
4724,1.72,0.0,0.0,0.0,78.0,97.12,83.54
4725,1.55,0.0,0.0,0.0,78.0,90.13,82.24
4726,1.55,0.0,0.0,0.0,78.0,84.0,81.03
4727,0.97,0.0,0.0,0.0,77.95,79.32,80.18
4728,0.62,0.0,0.0,0.0,77.06,75.71,79.32
4729,0.46,0.0,0.0,0.0,76.59,72.91,78.85
4730,0.41,0.0,0.0,0.0,76.14,70.35,78.05
4731,0.39,0.0,0.0,0.0,75.42,67.99,77.43
4732,0.38,0.0,0.0,0.0,75.0,65.78,76.66
4733,0.36,0.0,0.0,0.0,74.56,63.76,76.08
4734,0.42,0.0,0.0,0.0,75.01,64.19,76.55
4735,0.9,0.0,0.0,0.0,76.64,68.38,77.55
4736,0.98,0.0,0.0,0.0,77.94,77.54,79.15
4737,1.13,0.0,0.0,0.0,77.99,90.02,81.01
4738,1.59,0.0,0.0,0.0,78.0,104.92,82.42
4739,1.69,0.0,0.0,0.0,78.0,119.36,83.79
4740,1.49,0.0,0.0,0.0,78.0,128.85,84.97
4741,1.83,0.0,0.0,0.0,78.0,134.22,85.52
4742,1.7,0.0,0.0,0.0,78.0,136.55,86.67
4743,1.91,0.0,0.0,0.0,78.0,135.62,87.51
4744,2.09,0.0,0.0,0.0,78.0,133.35,88.3
4745,2.28,0.0,0.0,0.0,78.0,126.51,87.68
4746,1.98,0.0,0.0,0.0,78.0,116.84,86.46
4747,1.84,0.0,0.0,0.0,78.0,105.89,84.71
4748,1.34,0.0,0.0,0.0,78.0,96.46,83.0
4749,1.37,0.0,0.0,0.0,78.0,89.81,82.11
4750,1.48,0.0,0.0,0.0,78.0,85.19,82.01
4751,1.3,0.0,0.0,0.0,78.0,81.33,81.4
4752,2.05,0.0,0.0,0.0,78.0,78.11,80.74
4753,0.46,0.0,0.0,0.0,77.07,75.28,79.54
4754,0.41,0.0,0.0,0.0,76.35,72.58,78.95
4755,0.39,0.0,0.0,0.0,76.17,69.91,78.35
4756,0.58,0.0,0.0,0.0,75.35,67.9,77.75
4757,0.47,0.0,0.0,0.0,75.04,66.13,76.99
4758,0.42,0.0,0.0,0.0,75.43,66.16,77.45
4759,0.59,0.0,0.0,0.0,76.83,69.74,78.21
4760,0.95,0.0,0.0,0.0,77.95,76.73,79.2
4761,1.12,0.0,0.0,0.0,77.99,87.25,80.95
4762,3.83,0.0,0.0,0.0,78.0,98.98,82.24
4763,3.27,0.0,0.0,0.0,78.0,108.54,83.66
4764,1.51,0.0,0.0,0.0,78.0,113.32,84.34
4765,1.83,0.0,0.0,0.0,78.0,118.5,84.73
4766,1.67,0.0,0.0,0.0,78.0,125.67,85.96
4767,1.65,0.0,0.0,0.0,78.0,124.19,85.93
4768,1.53,0.0,0.0,0.0,78.0,115.19,84.82
4769,1.61,0.0,0.0,0.0,78.0,107.1,84.18
4770,1.61,0.0,0.0,0.0,78.0,100.18,81.85
4771,1.88,0.0,0.0,0.0,78.0,93.32,80.76
4772,3.89,0.0,0.0,0.0,78.0,87.32,80.39
4773,1.5,0.0,0.0,0.0,78.0,82.41,79.93
4774,1.04,0.0,0.0,0.0,76.77,78.01,78.87
4775,1.19,0.0,0.0,0.0,76.25,73.95,78.05
4776,0.63,0.0,0.0,0.0,78.0,70.08,77.03
4777,0.58,0.0,0.0,0.0,78.0,67.01,76.75
4778,0.75,0.0,0.0,0.0,78.0,64.75,76.01
4779,0.4,0.0,0.0,0.0,78.0,62.8,75.59
4780,0.38,0.0,0.0,0.0,77.92,61.17,75.23
4781,0.36,0.0,0.0,0.0,77.74,59.42,74.89
4782,0.45,0.0,0.0,0.0,78.0,59.82,75.18
4783,0.9,0.0,0.0,0.0,76.63,64.65,76.15
4784,1.0,0.0,0.0,0.0,77.94,73.6,77.01
4785,3.28,0.0,0.0,0.0,78.0,84.1,77.81
4786,1.64,0.0,0.0,0.0,78.0,95.35,79.44
4787,1.33,0.0,0.0,0.0,78.0,104.52,80.84
4788,2.59,0.0,0.0,0.0,78.0,114.22,82.07
4789,1.56,0.0,0.0,0.0,78.0,121.66,83.3
4790,1.58,0.0,0.0,0.0,78.0,127.25,83.74
4791,1.51,0.0,0.0,0.0,78.0,123.17,83.36
4792,1.7,0.0,0.0,0.0,78.0,115.08,82.4
4793,1.71,0.0,0.0,0.0,78.0,108.75,83.17
4794,1.5,0.0,0.0,0.0,78.0,101.63,82.25
4795,1.53,0.0,0.0,0.0,78.0,92.63,78.27
4796,2.16,0.0,0.0,0.0,78.0,85.73,78.41
4797,1.41,0.0,0.0,0.0,78.0,80.08,77.64
4798,1.42,0.0,0.0,0.0,78.0,75.69,77.27
4799,1.53,0.0,0.0,0.0,78.0,72.55,77.07
4800,0.62,0.0,0.0,0.0,75.51,70.13,76.58
4801,0.46,0.0,0.0,0.0,75.26,68.41,76.28
4802,0.41,0.0,0.0,0.0,75.34,66.94,76.01
4803,0.39,0.0,0.0,0.0,76.77,64.81,75.0
4804,0.38,0.0,0.0,0.0,77.05,61.77,74.44
4805,0.68,0.0,0.0,0.0,76.65,58.75,73.74
4806,1.45,0.0,0.0,0.0,77.3,59.03,74.36
4807,2.19,0.0,0.0,0.0,75.65,63.25,75.49
4808,1.0,0.0,0.0,0.0,77.47,71.42,76.79
4809,1.1,0.0,0.0,0.0,77.96,82.04,78.28
4810,1.14,0.0,0.0,0.0,77.99,92.24,79.7
4811,5.83,0.0,0.0,0.0,78.0,103.28,81.42
4812,2.74,0.0,0.0,0.0,78.0,111.95,81.97
4813,1.79,0.0,0.0,0.0,78.0,118.48,82.89
4814,1.55,0.0,0.0,0.0,78.0,121.82,83.42
4815,1.91,0.0,0.0,0.0,78.0,119.23,83.5
4816,1.25,0.0,0.0,0.0,78.0,109.12,80.06
4817,1.36,0.0,0.0,0.0,78.0,100.45,78.49
4818,1.79,0.0,0.0,0.0,78.0,93.84,78.27
4819,1.45,0.0,0.0,0.0,78.0,87.39,78.01
4820,1.83,0.0,0.0,0.0,78.0,81.78,77.35
4821,1.74,0.0,0.0,0.0,78.0,77.08,76.77
4822,2.11,0.0,0.0,0.0,78.0,73.34,76.41
4823,1.22,0.0,0.0,0.0,78.0,70.17,75.7
4824,0.81,0.0,0.0,0.0,78.0,67.77,75.54
4825,0.56,0.0,0.0,0.0,78.0,65.43,74.71
4826,1.16,0.0,0.0,0.0,78.0,63.07,74.37
4827,0.4,0.0,0.0,0.0,78.0,61.34,74.08
4828,0.38,0.0,0.0,0.0,77.95,60.74,73.95
4829,0.36,0.0,0.0,0.0,77.8,60.35,73.72
4830,3.83,0.0,0.0,0.0,77.64,60.86,73.77
4831,0.7,0.0,0.0,0.0,75.6,63.46,74.65
4832,0.71,0.0,0.0,0.0,75.78,68.86,75.05
4833,0.67,0.0,0.0,0.0,77.54,79.0,76.12
4834,1.43,0.0,0.0,0.0,77.97,91.59,77.85
4835,1.19,0.0,0.0,0.0,77.99,102.64,79.43
4836,2.01,0.0,0.0,0.0,78.0,110.03,80.72
4837,3.35,0.0,0.0,0.0,78.0,112.81,81.57
4838,1.79,0.0,0.0,0.0,78.0,111.11,81.84
4839,1.54,0.0,0.0,0.0,78.0,108.69,82.26
4840,1.88,0.0,0.0,0.0,78.0,107.5,82.32
4841,1.62,0.0,0.0,0.0,78.0,105.39,81.91
4842,1.64,0.0,0.0,0.0,78.0,99.43,80.95
4843,2.17,0.0,0.0,0.0,77.38,91.65,79.63
4844,1.29,0.0,0.0,0.0,77.62,85.71,78.89
4845,1.76,0.0,0.0,0.0,77.31,81.24,78.55
4846,5.54,0.0,0.0,0.0,76.81,77.38,77.78
4847,1.04,0.0,0.0,0.0,76.38,74.03,77.26
4848,0.62,0.0,0.0,0.0,76.22,71.73,76.97
4849,0.46,0.0,0.0,0.0,75.65,70.05,76.48
4850,0.72,0.0,0.0,0.0,75.21,68.36,76.0
4851,0.39,0.0,0.0,0.0,74.83,66.49,75.34
4852,0.97,0.0,0.0,0.0,76.25,64.79,74.87
4853,2.59,0.0,0.0,0.0,76.54,63.64,74.59
4854,0.42,0.0,0.0,0.0,73.14,63.63,74.52
4855,1.83,0.0,0.0,0.0,74.08,65.82,74.97
4856,0.71,0.0,0.0,0.0,74.65,70.56,75.25
4857,0.99,0.0,0.0,0.0,74.92,76.01,75.91
4858,1.41,0.0,0.0,0.0,75.25,79.94,76.37
4859,0.67,0.0,0.0,0.0,76.99,85.04,77.31
4860,0.8,0.0,0.0,0.0,77.97,93.74,79.11
4861,1.32,0.0,0.0,0.0,78.0,101.49,80.35
4862,0.78,0.0,0.0,0.0,78.0,98.53,77.32
4863,0.77,0.0,0.0,0.0,78.0,90.13,75.51
4864,0.79,0.0,0.0,0.0,78.0,83.2,75.1
4865,2.09,0.0,0.0,0.0,78.0,78.82,74.51
4866,1.53,0.0,0.0,0.0,78.0,75.09,73.74
4867,1.22,0.0,0.0,0.0,78.0,71.47,73.33
4868,1.0,0.0,0.0,0.0,78.0,68.03,72.95
4869,1.02,0.0,0.0,0.0,78.0,65.25,72.43
4870,1.37,0.0,0.0,0.0,77.92,63.09,71.95
4871,0.86,0.0,0.0,0.0,77.78,61.56,71.8
4872,0.62,0.0,0.0,0.0,77.51,60.45,71.54
4873,0.46,0.0,0.0,0.0,77.23,59.61,71.29
4874,0.72,0.0,0.0,0.0,76.99,58.95,71.05
4875,0.39,0.0,0.0,0.0,76.76,58.42,70.83
4876,0.38,0.0,0.0,0.0,76.47,57.9,70.46
4877,0.36,0.0,0.0,0.0,76.23,57.63,70.39
4878,0.42,0.0,0.0,0.0,75.96,57.54,69.87
4879,0.59,0.0,0.0,0.0,75.83,57.69,69.65
4880,0.71,0.0,0.0,0.0,75.82,58.6,69.69
4881,2.32,0.0,0.0,0.0,75.85,60.86,69.8
4882,0.65,0.0,0.0,0.0,75.74,63.88,69.79
4883,0.67,0.0,0.0,0.0,75.64,66.09,69.59
4884,1.01,0.0,0.0,0.0,75.82,68.37,69.92
4885,0.67,0.0,0.0,0.0,76.07,71.03,70.35
4886,0.98,0.0,0.0,0.0,76.29,73.73,70.65
4887,0.67,0.0,0.0,0.0,76.89,78.81,70.91
4888,1.08,0.0,0.0,0.0,76.93,80.62,70.76
4889,0.76,0.0,0.0,0.0,76.84,78.36,70.71
4890,1.26,0.0,0.0,0.0,76.84,74.65,70.47
4891,2.67,0.0,0.0,0.0,76.78,70.84,70.34
4892,1.13,0.0,0.0,0.0,76.68,67.35,70.01
4893,1.0,0.0,0.0,0.0,76.58,64.21,69.84
4894,1.04,0.0,0.0,0.0,76.45,61.74,69.5
4895,1.18,0.0,0.0,0.0,76.25,60.21,69.32
4896,0.62,0.0,0.0,0.0,76.0,59.3,69.16
4897,0.46,0.0,0.0,0.0,75.66,58.21,68.83
4898,0.41,0.0,0.0,0.0,75.4,57.33,68.66
4899,0.39,0.0,0.0,0.0,75.22,56.99,68.67
4900,0.38,0.0,0.0,0.0,75.01,56.68,68.55
4901,0.36,0.0,0.0,0.0,74.83,56.38,68.62
4902,0.42,0.0,0.0,0.0,74.7,56.8,68.57
4903,0.59,0.0,0.0,0.0,74.78,58.47,68.9
4904,1.04,0.0,0.0,0.0,72.66,63.35,69.67
4905,0.67,0.0,0.0,0.0,73.07,68.47,69.87
4906,1.0,0.0,0.0,0.0,72.86,71.89,70.18
4907,1.01,0.0,0.0,0.0,72.94,74.82,70.99
4908,0.69,0.0,0.0,0.0,72.86,77.56,70.88
4909,0.67,0.0,0.0,0.0,72.68,79.29,71.22
4910,0.98,0.0,0.0,0.0,74.21,80.12,71.02
4911,0.67,0.0,0.0,0.0,74.93,79.87,70.48
4912,0.67,0.0,0.0,0.0,75.06,79.17,70.65
4913,0.76,0.0,0.0,0.0,72.31,78.25,71.04
4914,1.24,0.0,0.0,0.0,73.21,77.02,71.09
4915,0.96,0.0,0.0,0.0,74.82,74.46,70.63
4916,0.95,0.0,0.0,0.0,75.24,70.78,70.08
4917,1.0,0.0,0.0,0.0,75.03,67.33,69.72
4918,1.04,0.0,0.0,0.0,74.97,64.71,69.73
4919,0.86,0.0,0.0,0.0,74.75,62.37,69.21
4920,1.83,0.0,0.0,0.0,74.34,60.2,68.8
4921,0.46,0.0,0.0,0.0,73.96,57.94,68.05
4922,0.41,0.0,0.0,0.0,73.72,55.68,67.76
4923,0.39,0.0,0.0,0.0,73.43,53.74,67.32
4924,0.38,0.0,0.0,0.0,73.16,52.32,67.05
4925,0.43,0.0,0.0,0.0,72.9,51.49,66.81
4926,0.67,0.0,0.0,0.0,72.95,51.99,66.85
4927,0.59,0.0,0.0,0.0,73.25,54.41,67.49
4928,0.71,0.0,0.0,0.0,71.84,60.96,68.5
4929,0.67,0.0,0.0,0.0,72.89,71.43,69.84
4930,3.2,0.0,0.0,0.0,73.92,84.29,71.13
4931,2.55,0.0,0.0,0.0,74.26,97.05,72.11
4932,0.69,0.0,0.0,0.0,75.22,105.54,73.42
4933,0.99,0.0,0.0,0.0,76.54,112.59,74.76
4934,0.67,0.0,0.0,0.0,73.64,111.43,74.0
4935,0.67,0.0,0.0,0.0,74.98,100.6,69.2
4936,0.67,0.0,0.0,0.0,76.42,92.16,71.31
4937,0.76,0.0,0.0,0.0,77.74,90.55,72.87
4938,0.92,0.0,0.0,0.0,74.49,89.77,72.58
4939,1.29,0.0,0.0,0.0,74.75,85.52,72.2
4940,3.31,0.0,0.0,0.0,74.38,78.96,71.35
4941,1.0,0.0,0.0,0.0,75.84,73.18,70.5
4942,1.04,0.0,0.0,0.0,76.25,68.19,69.6
4943,1.19,0.0,0.0,0.0,76.06,64.38,69.61
4944,0.62,0.0,0.0,0.0,75.79,61.48,69.18
4945,0.46,0.0,0.0,0.0,75.55,58.86,68.73
4946,0.73,0.0,0.0,0.0,75.26,56.48,68.29
4947,0.39,0.0,0.0,0.0,74.89,54.42,67.66
4948,0.38,0.0,0.0,0.0,74.61,52.93,67.35
4949,0.36,0.0,0.0,0.0,74.26,51.6,66.92
4950,0.42,0.0,0.0,0.0,74.61,51.94,67.45
4951,0.9,0.0,0.0,0.0,75.7,56.66,68.53
4952,0.71,0.0,0.0,0.0,74.04,65.35,69.61
4953,3.02,0.0,0.0,0.0,75.28,77.14,71.17
4954,1.05,0.0,0.0,0.0,76.92,89.97,73.07
4955,0.73,0.0,0.0,0.0,77.99,100.48,74.74
4956,1.85,0.0,0.0,0.0,78.0,107.85,75.1
4957,0.9,0.0,0.0,0.0,78.0,108.34,75.74
4958,0.77,0.0,0.0,0.0,78.0,105.46,76.1
4959,0.77,0.0,0.0,0.0,78.0,97.6,72.51
4960,0.99,0.0,0.0,0.0,75.31,90.17,73.2
4961,0.76,0.0,0.0,0.0,75.36,87.08,73.75
4962,0.92,0.0,0.0,0.0,75.9,85.24,73.77
4963,0.96,0.0,0.0,0.0,75.8,82.19,73.29
4964,1.66,0.0,0.0,0.0,77.25,77.22,71.82
4965,1.0,0.0,0.0,0.0,77.77,72.06,71.18
4966,1.04,0.0,0.0,0.0,77.6,68.04,70.69
4967,1.2,0.0,0.0,0.0,77.37,64.72,70.14
4968,0.62,0.0,0.0,0.0,77.06,61.6,69.45
4969,0.46,0.0,0.0,0.0,76.73,58.86,68.93
4970,0.41,0.0,0.0,0.0,76.46,56.16,68.62
4971,0.39,0.0,0.0,0.0,76.13,54.08,68.16
4972,0.38,0.0,0.0,0.0,75.83,52.69,67.86
4973,0.68,0.0,0.0,0.0,75.46,51.5,67.39
