Time,CENTRAL AIR SYSTEM:DesPer 1:Des Heat Mass Flow [kg/s],CENTRAL AIR SYSTEM:DesPer 1:Des Heat Cap [W],CENTRAL AIR SYSTEM:DesPer 1:Des Cool Mass Flow [kg/s],CENTRAL AIR SYSTEM:DesPer 1:Des Sens Cool Cap [W],CENTRAL AIR SYSTEM:DesPer 1:Des Tot Cool Cap [W],CENTRAL AIR SYSTEM:DesPer 2:Des Heat Mass Flow [kg/s],CENTRAL AIR SYSTEM:DesPer 2:Des Heat Cap [W],CENTRAL AIR SYSTEM:DesPer 2:Des Cool Mass Flow [kg/s],CENTRAL AIR SYSTEM:DesPer 2:Des Sens Cool Cap [W],CENTRAL AIR SYSTEM:DesPer 2:Des Tot Cool Cap [W],CENTRAL AIR SYSTEM:DesPer 3:Des Heat Mass Flow [kg/s],CENTRAL AIR SYSTEM:DesPer 3:Des Heat Cap [W],CENTRAL AIR SYSTEM:DesPer 3:Des Cool Mass Flow [kg/s],CENTRAL AIR SYSTEM:DesPer 3:Des Sens Cool Cap [W],CENTRAL AIR SYSTEM:DesPer 3:Des Tot Cool Cap [W],CENTRAL AIR SYSTEM:DesPer 4:Des Heat Mass Flow [kg/s],CENTRAL AIR SYSTEM:DesPer 4:Des Heat Cap [W],CENTRAL AIR SYSTEM:DesPer 4:Des Cool Mass Flow [kg/s],CENTRAL AIR SYSTEM:DesPer 4:Des Sens Cool Cap [W],CENTRAL AIR SYSTEM:DesPer 4:Des Tot Cool Cap [W],CENTRAL AIR SYSTEM:DesPer 5:Des Heat Mass Flow [kg/s],CENTRAL AIR SYSTEM:DesPer 5:Des Heat Cap [W],CENTRAL AIR SYSTEM:DesPer 5:Des Cool Mass Flow [kg/s],CENTRAL AIR SYSTEM:DesPer 5:Des Sens Cool Cap [W],CENTRAL AIR SYSTEM:DesPer 5:Des Tot Cool Cap [W],CENTRAL AIR SYSTEM:DesPer 6:Des Heat Mass Flow [kg/s],CENTRAL AIR SYSTEM:DesPer 6:Des Heat Cap [W],CENTRAL AIR SYSTEM:DesPer 6:Des Cool Mass Flow [kg/s],CENTRAL AIR SYSTEM:DesPer 6:Des Sens Cool Cap [W],CENTRAL AIR SYSTEM:DesPer 6:Des Tot Cool Cap [W],CENTRAL AIR SYSTEM:DesPer 7:Des Heat Mass Flow [kg/s],CENTRAL AIR SYSTEM:DesPer 7:Des Heat Cap [W],CENTRAL AIR SYSTEM:DesPer 7:Des Cool Mass Flow [kg/s],CENTRAL AIR SYSTEM:DesPer 7:Des Sens Cool Cap [W],CENTRAL AIR SYSTEM:DesPer 7:Des Tot Cool Cap [W]
01:00:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,3.220942E-01,3.196458E+03,0.000000E+00,0.000000E+00,0.000000E+00,2.318627E-02,6.467782E+01,0.000000E+00,0.000000E+00,0.000000E+00,2.615510E-02,7.295932E+01,0.000000E+00,0.000000E+00,0.000000E+00,1.519116E+00,5.419063E+04,0.000000E+00,0.000000E+00,0.000000E+00,7.427896E-01,9.553901E+03,0.000000E+00,0.000000E+00,0.000000E+00,1.195743E+00,3.316285E+04,0.000000E+00,0.000000E+00,0.000000E+00
02:00:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,3.775913E-01,3.977901E+03,0.000000E+00,0.000000E+00,0.000000E+00,7.906693E-02,2.688625E+02,0.000000E+00,0.000000E+00,0.000000E+00,8.188617E-02,2.784491E+02,0.000000E+00,0.000000E+00,0.000000E+00,1.525693E+00,5.442525E+04,0.000000E+00,0.000000E+00,0.000000E+00,7.490517E-01,9.634445E+03,0.000000E+00,0.000000E+00,0.000000E+00,1.202252E+00,3.334337E+04,0.000000E+00,0.000000E+00,0.000000E+00
03:00:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.204584E-01,4.622164E+03,0.000000E+00,0.000000E+00,0.000000E+00,1.244994E-01,4.804003E+02,0.000000E+00,0.000000E+00,0.000000E+00,1.268313E-01,4.893986E+02,0.000000E+00,0.000000E+00,0.000000E+00,1.529275E+00,5.455303E+04,0.000000E+00,0.000000E+00,0.000000E+00,7.525293E-01,9.679175E+03,0.000000E+00,0.000000E+00,0.000000E+00,1.205824E+00,3.344243E+04,0.000000E+00,0.000000E+00,0.000000E+00
04:00:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.546385E-01,5.206233E+03,0.000000E+00,0.000000E+00,0.000000E+00,1.660526E-01,7.168280E+02,0.000000E+00,0.000000E+00,0.000000E+00,1.676047E-01,7.235280E+02,0.000000E+00,0.000000E+00,0.000000E+00,1.531278E+00,5.462448E+04,0.000000E+00,0.000000E+00,0.000000E+00,7.545231E-01,9.704819E+03,0.000000E+00,0.000000E+00,0.000000E+00,1.207838E+00,3.349830E+04,0.000000E+00,0.000000E+00,0.000000E+00
05:00:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.818275E-01,5.664771E+03,0.000000E+00,0.000000E+00,0.000000E+00,1.982003E-01,9.161511E+02,0.000000E+00,0.000000E+00,0.000000E+00,1.994725E-01,9.220316E+02,0.000000E+00,0.000000E+00,0.000000E+00,1.533153E+00,5.469139E+04,0.000000E+00,0.000000E+00,0.000000E+00,7.563910E-01,9.728845E+03,0.000000E+00,0.000000E+00,0.000000E+00,1.209723E+00,3.355057E+04,0.000000E+00,0.000000E+00,0.000000E+00
06:00:00,1.262376E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.780419E-01,5.474234E+03,0.000000E+00,0.000000E+00,0.000000E+00,2.017965E-01,8.711296E+02,0.000000E+00,0.000000E+00,0.000000E+00,2.028049E-01,8.754830E+02,0.000000E+00,0.000000E+00,0.000000E+00,1.532619E+00,5.467232E+04,0.000000E+00,0.000000E+00,0.000000E+00,7.559405E-01,9.723051E+03,0.000000E+00,0.000000E+00,0.000000E+00,1.209219E+00,3.353660E+04,0.000000E+00,0.000000E+00,0.000000E+00
07:00:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.471863E-01,4.642777E+03,0.000000E+00,0.000000E+00,0.000000E+00,1.751127E-01,5.687139E+02,0.000000E+00,0.000000E+00,0.000000E+00,1.759219E-01,5.713419E+02,0.000000E+00,0.000000E+00,0.000000E+00,1.563527E+00,5.577488E+04,0.000000E+00,0.000000E+00,0.000000E+00,7.593777E-01,9.767261E+03,0.000000E+00,0.000000E+00,0.000000E+00,1.235741E+00,3.427217E+04,0.000000E+00,0.000000E+00,0.000000E+00
08:00:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,3.456594E-01,2.691181E+03,0.000000E+00,0.000000E+00,0.000000E+00,9.551716E-02,6.219585E+01,0.000000E+00,0.000000E+00,0.000000E+00,9.629611E-02,6.270306E+01,0.000000E+00,0.000000E+00,0.000000E+00,1.519516E+00,5.420489E+04,0.000000E+00,0.000000E+00,0.000000E+00,7.437851E-01,9.566705E+03,0.000000E+00,0.000000E+00,0.000000E+00,1.196363E+00,3.318005E+04,0.000000E+00,0.000000E+00,0.000000E+00
09:00:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.511487E-01,1.226513E+03,0.000000E+00,0.000000E+00,0.000000E+00,2.159955E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.264847E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.525057E+00,5.440255E+04,0.000000E+00,0.000000E+00,0.000000E+00,7.492859E-01,9.637458E+03,0.000000E+00,0.000000E+00,0.000000E+00,1.201870E+00,3.333279E+04,0.000000E+00,0.000000E+00,0.000000E+00
10:00:00,0.000000E+00,0.000000E+00,6.676187E-02,9.676519E+02,7.038744E+02,1.528247E-01,3.495189E+02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.534426E+00,5.473676E+04,0.000000E+00,0.000000E+00,0.000000E+00,7.581222E-01,9.751112E+03,0.000000E+00,0.000000E+00,0.000000E+00,1.211091E+00,3.358851E+04,0.000000E+00,0.000000E+00,0.000000E+00
11:00:00,0.000000E+00,0.000000E+00,1.863251E-01,3.127497E+03,2.396733E+03,6.964090E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.573465E+00,5.612940E+04,0.000000E+00,0.000000E+00,0.000000E+00,7.691032E-01,9.892351E+03,0.000000E+00,0.000000E+00,0.000000E+00,1.245592E+00,3.454537E+04,0.000000E+00,0.000000E+00,0.000000E+00
