Time,CENTRAL AIR SYSTEM:Des Heat Mass Flow [kg/s],CENTRAL AIR SYSTEM:Des Cool Mass Flow [kg/s],CENTRAL AIR SYSTEM:Des Heat Cap [W],CENTRAL AIR SYSTEM:Des Sens Cool Cap [W] 
01:00:00,2.941090E-01,9.253229E-02,1.049160E+04,6.345083E+02 
02:00:00,3.013545E-01,7.079486E-02,1.075006E+04,4.421989E+02 
03:00:00,3.055354E-01,5.764783E-02,1.089921E+04,3.336648E+02 
04:00:00,3.081513E-01,4.270225E-02,1.099252E+04,2.275932E+02 
05:00:00,3.105057E-01,3.037915E-02,1.107651E+04,1.526338E+02 
06:00:00,3.103108E-01,1.953392E-02,1.106956E+04,1.041113E+02 
07:00:00,3.053560E-01,1.292629E-02,1.089280E+04,8.271455E+01 
08:00:00,2.978974E-01,1.142662E-02,1.062674E+04,1.027881E+02 
09:00:00,3.031330E-01,5.475280E-03,1.081351E+04,6.514229E+01 
10:00:00,3.120586E-01,1.030226E-02,1.113190E+04,1.493218E+02 
11:00:00,3.149642E-01,2.653453E-02,1.123555E+04,4.453862E+02 
12:00:00,3.157944E-01,4.607981E-02,1.126517E+04,8.438386E+02 
13:00:00,3.166975E-01,5.834975E-02,1.129739E+04,1.139830E+03 
14:00:00,3.163418E-01,8.734742E-02,1.128470E+04,1.772990E+03 
15:00:00,3.153765E-01,1.161988E-01,1.125026E+04,2.358620E+03 
16:00:00,3.138508E-01,1.421470E-01,1.119584E+04,2.755052E+03 
17:00:00,3.051810E-01,1.668755E-01,1.088656E+04,3.030427E+03 
18:00:00,2.866090E-01,1.905857E-01,1.022405E+04,3.169901E+03 
19:00:00,2.681996E-01,2.051554E-01,9.567344E+03,2.942204E+03 
20:00:00,2.614422E-01,2.043764E-01,9.326293E+03,2.587654E+03 
21:00:00,2.612261E-01,1.969576E-01,9.318581E+03,2.222976E+03 
22:00:00,2.634011E-01,1.844744E-01,9.396171E+03,1.828497E+03 
23:00:00,2.721908E-01,1.562074E-01,9.709719E+03,1.381304E+03 
24:00:00,2.824835E-01,1.245268E-01,1.007689E+04,9.680201E+02 
Coinc Peak   ,3.166975E-01,2.051554E-01,1.129739E+04,2.942204E+03 
NonCoinc Peak,3.166975E-01,2.051554E-01,1.129739E+04,2.942204E+03 
