type,subtype,program,1A,1B,1C,2A,2B,2C,3A,3B,3C,4A,4B,4C,5A,5B,5C,6A,6B,6C,7,8
slab_under_ins_width,,SF_National_3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
slab_under_ins_width,,SF_National_3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
slab_under_ins_width,,SF_Pacific_3.0,0,0,0,,,,,,,,,,,,,,,,,
slab_under_ins_width,,SF_Florida_3.1,0,0,0,0,0,0,,,,,,,,,,,,,,
slab_under_ins_width,,SF_OregonWashington_3.2,,,,,,,,,,,,,,,,,,,,
slab_under_ins_width,,MF_National_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
slab_under_ins_width,,MF_National_1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
slab_under_ins_width,,MF_National_1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
slab_under_ins_width,,MF_OregonWashington_1.2,,,,,,,,,,,,,,,,,,,,
slab_under_ins_width,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
slab_under_ins_rvalue,,SF_National_3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
slab_under_ins_rvalue,,SF_National_3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
slab_under_ins_rvalue,,SF_National_3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
slab_under_ins_rvalue,,SF_Pacific_3.0,0,0,0,,,,,,,,,,,,,,,,,
slab_under_ins_rvalue,,SF_Florida_3.1,0,0,0,0,0,0,,,,,,,,,,,,,,
slab_under_ins_rvalue,,SF_OregonWashington_3.2,,,,,,,,,,,,10,10,10,10,10,10,10,,
slab_under_ins_rvalue,,MF_National_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
slab_under_ins_rvalue,,MF_National_1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
slab_under_ins_rvalue,,MF_National_1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
slab_under_ins_rvalue,,MF_OregonWashington_1.2,,,,,,,,,,,,10,10,10,10,10,10,10,,
slab_under_ins_rvalue,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ceiling_ufactor,,SF_National_3.0,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.03,0.03,0.03,0.03,0.03,0.03,0.026,0.026,0.026,0.026,0.026
ceiling_ufactor,,SF_National_3.1,0.035,0.035,0.035,0.03,0.03,0.03,0.03,0.03,0.03,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026
ceiling_ufactor,,SF_National_3.2,0.035,0.035,0.035,0.026,0.026,0.026,0.026,0.026,0.026,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024
ceiling_ufactor,,SF_Pacific_3.0,0.035,0.035,0.035,,,,,,,,,,,,,,,,,
ceiling_ufactor,,SF_Florida_3.1,0.035,0.035,0.035,0.035,0.035,0.035,,,,,,,,,,,,,,
ceiling_ufactor,,SF_OregonWashington_3.2,,,,,,,,,,,,0.026,0.026,0.026,0.026,0.026,0.026,0.026,,
ceiling_ufactor,,MF_National_1.0,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027
ceiling_ufactor,,MF_National_1.1,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021
ceiling_ufactor,,MF_National_1.2,0.035,0.035,0.035,0.026,0.026,0.026,0.026,0.026,0.026,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024
ceiling_ufactor,,MF_OregonWashington_1.2,,,,,,,,,,,,0.026,0.026,0.026,0.026,0.026,0.026,0.026,,
ceiling_ufactor,,1.0,0.035,0.035,0.035,0.03,0.03,0.03,0.03,0.03,0.03,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026
window_ufactor,,SF_National_3.0,0.6,0.6,0.6,0.6,0.6,0.6,0.35,0.35,0.35,0.32,0.32,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
window_ufactor,,SF_National_3.1,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27
window_ufactor,,SF_National_3.2,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27
window_ufactor,,SF_Pacific_3.0,0.6,0.6,0.6,,,,,,,,,,,,,,,,,
window_ufactor,,SF_Florida_3.1,0.65,0.65,0.65,0.65,0.65,0.65,,,,,,,,,,,,,,
window_ufactor,,SF_OregonWashington_3.2,,,,,,,,,,,,0.27,0.27,0.27,0.27,0.27,0.27,0.27,,
window_ufactor,architectural_operable,MF_National_1.0,0.65,0.65,0.65,0.65,0.65,0.65,0.6,0.6,0.6,0.45,0.45,0.45,0.45,0.45,0.45,0.43,0.43,0.43,0.37,0.37
window_ufactor,architectural_fixed,MF_National_1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.46,0.46,0.46,0.38,0.38,0.38,0.38,0.38,0.38,0.36,0.36,0.36,0.29,0.29
window_ufactor,,MF_National_1.0,0.6,0.6,0.6,0.6,0.6,0.6,0.35,0.35,0.35,0.32,0.32,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
window_ufactor,architectural_operable,MF_National_1.1,0.62,0.62,0.62,0.62,0.62,0.62,0.57,0.57,0.57,0.43,0.43,0.43,0.43,0.43,0.43,0.41,0.41,0.41,0.35,0.35
window_ufactor,architectural_fixed,MF_National_1.1,0.48,0.48,0.48,0.48,0.48,0.48,0.44,0.44,0.44,0.36,0.36,0.36,0.36,0.36,0.36,0.34,0.34,0.34,0.28,0.28
window_ufactor,,MF_National_1.1,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27
window_ufactor,architectural_operable,MF_National_1.2,0.59,0.59,0.59,0.57,0.57,0.57,0.51,0.51,0.51,0.43,0.43,0.43,0.43,0.43,0.43,0.4,0.4,0.4,0.34,0.3
window_ufactor,architectural_fixed,MF_National_1.2,0.48,0.48,0.48,0.43,0.43,0.43,0.4,0.4,0.4,0.34,0.34,0.34,0.34,0.34,0.34,0.32,0.32,0.32,0.28,0.27
window_ufactor,,MF_National_1.2,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27
window_ufactor,architectural_operable,MF_OregonWashington_1.2,,,,,,,,,,,,0.43,0.43,0.43,0.43,0.41,0.41,0.41,,
window_ufactor,architectural_fixed,MF_OregonWashington_1.2,,,,,,,,,,,,0.36,0.36,0.36,0.36,0.34,0.34,0.34,,
window_ufactor,,MF_OregonWashington_1.2,,,,,,,,,,,,0.27,0.27,0.27,0.27,0.27,0.27,0.27,,
window_ufactor,,1.0,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27
window_shgc,,SF_National_3.0,0.27,0.27,0.27,0.27,0.27,0.27,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
window_shgc,,SF_National_3.1,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
window_shgc,,SF_National_3.2,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
window_shgc,,SF_Pacific_3.0,0.27,0.27,0.27,,,,,,,,,,,,,,,,,
window_shgc,,SF_Florida_3.1,0.27,0.27,0.27,0.27,0.27,0.27,,,,,,,,,,,,,,
window_shgc,,SF_OregonWashington_3.2,,,,,,,,,,,,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,
window_shgc,,MF_National_1.0,0.27,0.27,0.27,0.27,0.27,0.27,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
window_shgc,,MF_National_1.1,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
window_shgc,,MF_National_1.2,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
window_shgc,,MF_OregonWashington_1.2,,,,,,,,,,,,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,
window_shgc,,1.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
