type,subtype,program,1A,1B,1C,2A,2B,2C,3A,3B,3C,4A,4B,4C,5A,5B,5C,6A,6B,6C,7,8
radiant_barrier_bool,has_radiant_barrier,SF_National_3.0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
radiant_barrier_bool,,SF_National_3.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
radiant_barrier_bool,,SF_National_3.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
radiant_barrier_bool,,SF_National_3.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
radiant_barrier_bool,has_radiant_barrier,SF_Pacific_3.0,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,
radiant_barrier_bool,,SF_Pacific_3.0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
radiant_barrier_bool,,SF_Florida_3.1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,
radiant_barrier_bool,,SF_OregonWashington_3.2,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
radiant_barrier_bool,has_radiant_barrier,MF_National_1.0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
radiant_barrier_bool,,MF_National_1.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
radiant_barrier_bool,,MF_National_1.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
radiant_barrier_bool,,MF_National_1.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
radiant_barrier_bool,,MF_OregonWashington_1.2,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
infil_air_leakage,,SF_National_3.0,6,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,4,4,4,3
infil_air_leakage,,SF_National_3.1,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3
infil_air_leakage,,SF_National_3.2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
infil_air_leakage,,SF_Pacific_3.0,6,6,6,,,,,,,,,,,,,,,,,
infil_air_leakage,,SF_Florida_3.1,5,5,5,5,5,5,,,,,,,,,,,,,,
infil_air_leakage,,SF_OregonWashington_3.2,,,,,,,,,,,,3,3,3,3,3,3,3,,
infil_air_leakage,,MF_National_1.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
infil_air_leakage,,MF_National_1.1,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
infil_air_leakage,,MF_National_1.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
infil_air_leakage,,MF_OregonWashington_1.2,,,,,,,,,,,,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,
mechanical_ventilation_fan_type,,SF_National_3.0,supply only,supply only,supply only,supply only,supply only,supply only,supply only,supply only,supply only,supply only,supply only,exhaust only,exhaust only,exhaust only,exhaust only,exhaust only,exhaust only,exhaust only,exhaust only,exhaust only
mechanical_ventilation_fan_type,,SF_National_3.1,supply only,supply only,supply only,supply only,supply only,supply only,supply only,supply only,supply only,supply only,supply only,exhaust only,exhaust only,exhaust only,exhaust only,exhaust only,exhaust only,exhaust only,exhaust only,exhaust only
mechanical_ventilation_fan_type,,SF_National_3.2,supply only,supply only,supply only,supply only,supply only,supply only,supply only,supply only,supply only,supply only,supply only,exhaust only,exhaust only,exhaust only,exhaust only,exhaust only,exhaust only,exhaust only,exhaust only,exhaust only
mechanical_ventilation_fan_type,,SF_Pacific_3.0,supply only,supply only,supply only,,,,,,,,,,,,,,,,,
mechanical_ventilation_fan_type,,SF_Florida_3.1,supply only,supply only,supply only,supply only,supply only,supply only,,,,,,,,,,,,,,
mechanical_ventilation_fan_type,,SF_OregonWashington_3.2,,,,,,,,,,,,exhaust only,exhaust only,exhaust only,exhaust only,exhaust only,exhaust only,exhaust only,,
mechanical_ventilation_fan_type,,MF_National_1.0,supply only,supply only,supply only,supply only,supply only,supply only,supply only,supply only,supply only,supply only,supply only,exhaust only,exhaust only,exhaust only,exhaust only,exhaust only,exhaust only,exhaust only,exhaust only,exhaust only
mechanical_ventilation_fan_type,,MF_National_1.1,supply only,supply only,supply only,supply only,supply only,supply only,supply only,supply only,supply only,supply only,supply only,exhaust only,exhaust only,exhaust only,exhaust only,exhaust only,exhaust only,exhaust only,exhaust only,exhaust only
mechanical_ventilation_fan_type,,MF_National_1.2,supply only,supply only,supply only,supply only,supply only,supply only,supply only,supply only,supply only,supply only,supply only,exhaust only,exhaust only,exhaust only,exhaust only,exhaust only,exhaust only,exhaust only,exhaust only,exhaust only
mechanical_ventilation_fan_type,,MF_OregonWashington_1.2,,,,,,,,,,,,exhaust only,exhaust only,exhaust only,exhaust only,exhaust only,exhaust only,exhaust only,,
door_ufactor,,SF_National_3.0,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21
door_ufactor,,SF_National_3.1,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17
door_ufactor,,SF_National_3.2,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17
door_ufactor,,SF_Pacific_3.0,0.21,0.21,0.21,,,,,,,,,,,,,,,,,
door_ufactor,,SF_Florida_3.1,0.21,0.21,0.21,0.21,0.21,0.21,,,,,,,,,,,,,,
door_ufactor,,SF_OregonWashington_3.2,,,,,,,,,,,,0.17,0.17,0.17,0.17,0.17,0.17,0.17,,
door_ufactor,,MF_National_1.0,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21
door_ufactor,,MF_National_1.1,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17
door_ufactor,,MF_National_1.2,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17
door_ufactor,,MF_OregonWashington_1.2,,,,,,,,,,,,0.17,0.17,0.17,0.17,0.17,0.17,0.17,,
foundation_walls_ufactor_or_rvalue,,SF_National_3.0,0.36,0.36,0.36,0.36,0.36,0.36,0.091,0.091,0.091,0.059,0.059,0.059,0.059,0.059,0.059,0.05,0.05,0.05,0.05,0.05
foundation_walls_ufactor_or_rvalue,,SF_National_3.1,0.36,0.36,0.36,0.36,0.36,0.36,0.091,0.091,0.091,0.059,0.059,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
foundation_walls_ufactor_or_rvalue,,SF_National_3.2,0.36,0.36,0.36,0.36,0.36,0.36,0.091,0.091,0.091,0.059,0.059,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
foundation_walls_ufactor_or_rvalue,,SF_Pacific_3.0,0.36,0.36,0.36,,,,,,,,,,,,,,,,,
foundation_walls_ufactor_or_rvalue,,SF_Florida_3.1,0.36,0.36,0.36,0.36,0.36,0.36,,,,,,,,,,,,,,
foundation_walls_ufactor_or_rvalue,,SF_OregonWashington_3.2,,,,,,,,,,,,0.042,0.042,0.042,0.042,0.042,0.042,0.042,,
foundation_walls_ufactor_or_rvalue,,MF_National_1.0,0,0,0,0,0,0,0,0,0,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,10,12.5
foundation_walls_ufactor_or_rvalue,,MF_National_1.1,0,0,0,0,0,0,0,0,0,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,10,12.5
foundation_walls_ufactor_or_rvalue,,MF_National_1.2,0.36,0.36,0.36,0.36,0.36,0.36,0.091,0.091,0.091,0.059,0.059,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
foundation_walls_ufactor_or_rvalue,,MF_OregonWashington_1.2,,,,,,,,,,,,15,15,15,15,15,15,15,,
walls_ufactor,,SF_National_3.0,0.082,0.082,0.082,0.082,0.082,0.082,0.082,0.082,0.082,0.082,0.082,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057
