type,subtype,program,1A,1B,1C,2A,2B,2C,3A,3B,3C,4A,4B,4C,5A,5B,5C,6A,6B,6C,7,8
walls_ufactor,,SF_National_3.1,0.082,0.082,0.082,0.082,0.082,0.082,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.048,0.048,0.048,0.048,0.048
walls_ufactor,,SF_National_3.2,0.084,0.084,0.084,0.084,0.084,0.084,0.06,0.06,0.06,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045
walls_ufactor,hawaii,SF_Pacific_3.0,0.082,0.082,0.082,,,,,,,,,,,,,,,,,
walls_ufactor,,SF_Pacific_3.0,0.401,0.401,0.401,,,,,,,,,,,,,,,,,
walls_ufactor,,SF_Florida_3.1,0.082,0.082,0.082,0.082,0.082,0.082,,,,,,,,,,,,,,
walls_ufactor,,SF_OregonWashington_3.2,,,,,,,,,,,,0.056,0.056,0.056,0.056,0.056,0.056,0.056,,
walls_ufactor,,MF_National_1.0,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.064,0.064,0.064,0.064,0.051,0.051,0.051,0.051,0.036
walls_ufactor,,MF_National_1.1,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.051,0.051,0.051,0.051,0.036
walls_ufactor,,MF_National_1.2,0.084,0.084,0.084,0.084,0.084,0.084,0.06,0.06,0.06,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045
walls_ufactor,,MF_OregonWashington_1.2,,,,,,,,,,,,0.056,0.056,0.056,0.056,0.056,0.056,0.056,,
floors_over_uncond_spc_ufactor,,SF_National_3.0,0.064,0.064,0.064,0.064,0.064,0.064,0.047,0.047,0.047,0.047,0.047,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.028,0.028
floors_over_uncond_spc_ufactor,,SF_National_3.1,0.064,0.064,0.064,0.064,0.064,0.064,0.047,0.047,0.047,0.047,0.047,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.028,0.028
floors_over_uncond_spc_ufactor,,SF_National_3.2,0.064,0.064,0.064,0.064,0.064,0.064,0.047,0.047,0.047,0.047,0.047,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.028,0.028
floors_over_uncond_spc_ufactor,,SF_Pacific_3.0,0.257,0.257,0.257,,,,,,,,,,,,,,,,,
floors_over_uncond_spc_ufactor,,SF_Florida_3.1,0.064,0.064,0.064,0.064,0.064,0.064,,,,,,,,,,,,,,
floors_over_uncond_spc_ufactor,,SF_OregonWashington_3.2,,,,,,,,,,,,0.028,0.028,0.028,0.028,0.028,0.028,0.028,,
floors_over_uncond_spc_ufactor,,MF_National_1.0,0.282,0.282,0.282,0.052,0.052,0.052,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033
floors_over_uncond_spc_ufactor,concrete,MF_National_1.0,0.322,0.322,0.322,0.087,0.087,0.087,0.087,0.087,0.087,0.074,0.074,0.064,0.064,0.064,0.064,0.057,0.057,0.057,0.051,0.051
floors_over_uncond_spc_ufactor,,MF_National_1.1,0.066,0.066,0.066,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033
floors_over_uncond_spc_ufactor,concrete,MF_National_1.1,0.322,0.322,0.322,0.087,0.087,0.087,0.076,0.076,0.076,0.074,0.074,0.064,0.064,0.064,0.064,0.057,0.057,0.057,0.051,0.051
floors_over_uncond_spc_ufactor,,MF_National_1.2,0.064,0.064,0.064,0.064,0.064,0.064,0.047,0.047,0.047,0.047,0.047,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.028,0.028
floors_over_uncond_spc_ufactor,concrete,MF_National_1.2,0.322,0.322,0.322,0.087,0.087,0.087,0.074,0.074,0.074,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.042,0.038
floors_over_uncond_spc_ufactor,,MF_OregonWashington_1.2,,,,,,,,,,,,0.028,0.028,0.028,0.028,0.028,0.028,0.028,,
hot_water_distribution_pipe_r_value,,SF_National_3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hot_water_distribution_pipe_r_value,,SF_National_3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hot_water_distribution_pipe_r_value,,SF_National_3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hot_water_distribution_pipe_r_value,,SF_Pacific_3.0,0,0,0,,,,,,,,,,,,,,,,,
hot_water_distribution_pipe_r_value,,SF_Florida_3.1,0,0,0,0,0,0,,,,,,,,,,,,,,
hot_water_distribution_pipe_r_value,,SF_OregonWashington_3.2,,,,,,,,,,,,3,3,3,3,3,3,3,,
hot_water_distribution_pipe_r_value,,MF_National_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hot_water_distribution_pipe_r_value,,MF_National_1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hot_water_distribution_pipe_r_value,,MF_National_1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hot_water_distribution_pipe_r_value,,MF_OregonWashington_1.2,,,,,,,,,,,,3,3,3,3,3,3,3,,
boiler_eff,fuel_oil,SF_National_3.0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
boiler_eff,fuel_oil,SF_National_3.1,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86
boiler_eff,fuel_oil,SF_National_3.2,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.9,0.9,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
boiler_eff,fuel_oil,SF_Pacific_3.0,0.8,0.8,0.8,,,,,,,,,,,,,,,,,
boiler_eff,fuel_oil,SF_Florida_3.1,0.8,0.8,0.8,0.8,0.8,0.8,,,,,,,,,,,,,,
boiler_eff,fuel_oil,SF_OregonWashington_3.2,,,,,,,,,,,,0.86,0.86,0.86,0.86,0.86,0.86,0.86,,
boiler_eff,fuel_oil,MF_National_1.0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
boiler_eff,fuel_oil,MF_National_1.1,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86
boiler_eff,fuel_oil,MF_National_1.2,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.9,0.9,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
boiler_eff,fuel_oil,MF_OregonWashington_1.2,,,,,,,,,,,,0.86,0.86,0.86,0.86,0.86,0.86,0.86,,
boiler_eff,natural_gas_propane_wood_wood_pellets,SF_National_3.0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
boiler_eff,natural_gas_propane_wood_wood_pellets,SF_National_3.1,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
boiler_eff,natural_gas_propane_wood_wood_pellets,SF_National_3.2,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.9,0.9,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
boiler_eff,natural_gas_propane_wood_wood_pellets,SF_Pacific_3.0,0.8,0.8,0.8,,,,,,,,,,,,,,,,,
boiler_eff,natural_gas_propane_wood_wood_pellets,SF_Florida_3.1,0.8,0.8,0.8,0.8,0.8,0.8,,,,,,,,,,,,,,
boiler_eff,natural_gas_propane_wood_wood_pellets,SF_OregonWashington_3.2,,,,,,,,,,,,0.9,0.9,0.9,0.9,0.9,0.9,0.9,,
boiler_eff,natural_gas_propane_wood_wood_pellets,MF_National_1.0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
boiler_eff,natural_gas_propane_wood_wood_pellets,MF_National_1.1,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
boiler_eff,natural_gas_propane_wood_wood_pellets,MF_National_1.2,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.9,0.9,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
boiler_eff,natural_gas_propane_wood_wood_pellets,MF_OregonWashington_1.2,,,,,,,,,,,,0.9,0.9,0.9,0.9,0.9,0.9,0.9,,
furnace_afue,fuel_oil,SF_National_3.0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
furnace_afue,fuel_oil,SF_National_3.1,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
furnace_afue,fuel_oil,SF_National_3.2,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.9,0.9,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
furnace_afue,fuel_oil,SF_Pacific_3.0,0.8,0.8,0.8,,,,,,,,,,,,,,,,,
furnace_afue,fuel_oil,SF_Florida_3.1,0.8,0.8,0.8,0.8,0.8,0.8,,,,,,,,,,,,,,
furnace_afue,fuel_oil,SF_OregonWashington_3.2,,,,,,,,,,,,0.85,0.85,0.85,0.85,0.85,0.85,0.85,,
furnace_afue,fuel_oil,MF_National_1.0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
furnace_afue,fuel_oil,MF_National_1.1,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
furnace_afue,fuel_oil,MF_National_1.2,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.9,0.9,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
furnace_afue,fuel_oil,MF_OregonWashington_1.2,,,,,,,,,,,,0.85,0.85,0.85,0.85,0.85,0.85,0.85,,
furnace_afue,natural_gas_propane_wood_wood_pellets,SF_National_3.0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
furnace_afue,natural_gas_propane_wood_wood_pellets,SF_National_3.1,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
furnace_afue,natural_gas_propane_wood_wood_pellets,SF_National_3.2,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.9,0.9,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
furnace_afue,natural_gas_propane_wood_wood_pellets,SF_Pacific_3.0,0.8,0.8,0.8,,,,,,,,,,,,,,,,,
furnace_afue,natural_gas_propane_wood_wood_pellets,SF_Florida_3.1,0.8,0.8,0.8,0.8,0.8,0.8,,,,,,,,,,,,,,
furnace_afue,natural_gas_propane_wood_wood_pellets,SF_OregonWashington_3.2,,,,,,,,,,,,0.95,0.95,0.95,0.95,0.95,0.95,0.95,,
furnace_afue,natural_gas_propane_wood_wood_pellets,MF_National_1.0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
furnace_afue,natural_gas_propane_wood_wood_pellets,MF_National_1.1,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
furnace_afue,natural_gas_propane_wood_wood_pellets,MF_National_1.2,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.9,0.9,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
furnace_afue,natural_gas_propane_wood_wood_pellets,MF_OregonWashington_1.2,,,,,,,,,,,,0.95,0.95,0.95,0.95,0.95,0.95,0.95,,
heat_pump_backup_fuel,,SF_National_3.0,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,,
heat_pump_backup_fuel,,SF_National_3.1,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,,
heat_pump_backup_fuel,,SF_National_3.2,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity
heat_pump_backup_fuel,,SF_Pacific_3.0,electricity,electricity,electricity,,,,,,,,,,,,,,,,,
heat_pump_backup_fuel,,SF_Florida_3.1,electricity,electricity,electricity,electricity,electricity,electricity,,,,,,,,,,,,,,
heat_pump_backup_fuel,,SF_OregonWashington_3.2,,,,,,,,,,,,electricity,electricity,electricity,electricity,electricity,electricity,electricity,,
heat_pump_backup_fuel,,MF_National_1.0,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,,
heat_pump_backup_fuel,,MF_National_1.1,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity
heat_pump_backup_fuel,,MF_National_1.2,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity,electricity
heat_pump_backup_fuel,,MF_OregonWashington_1.2,,,,,,,,,,,,electricity,electricity,electricity,electricity,electricity,electricity,electricity,,
ashp_hspf,,SF_National_3.0,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.5,8.5,9.25,9.25,9.25,9.25,9.5,9.5,9.5,,
ashp_hspf,,SF_National_3.1,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.5,8.5,9.25,9.25,9.25,9.25,9.5,9.5,9.5,,
ashp_hspf,,SF_National_3.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2
ashp_hspf,,SF_Pacific_3.0,8.2,8.2,8.2,,,,,,,,,,,,,,,,,
ashp_hspf,,SF_Florida_3.1,8.2,8.2,8.2,8.2,8.2,8.2,,,,,,,,,,,,,,
ashp_hspf,,SF_OregonWashington_3.2,,,,,,,,,,,,9.5,9.5,9.5,9.5,9.5,9.5,9.5,,
ashp_hspf,,MF_National_1.0,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.5,8.5,9.25,9.25,9.25,9.25,9.5,9.5,9.5,,
ashp_hspf,,MF_National_1.1,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.5,8.5,9.25,9.25,9.25,9.25,9.5,9.5,9.5,,
ashp_hspf,,MF_National_1.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2
ashp_hspf,,MF_OregonWashington_1.2,,,,,,,,,,,,9.5,9.5,9.5,9.5,9.5,9.5,9.5,,
gshp_cop,,SF_National_3.0,,,,,,,,,,,,,,,,,,,3.5,3.5
gshp_cop,,SF_National_3.1,,,,,,,,,,,,,,,,,,,3.6,3.6
gshp_cop,,SF_National_3.2,,,,,,,,,,,,,,,,,,,,
gshp_cop,,SF_Pacific_3.0,,,,,,,,,,,,,,,,,,,,
gshp_cop,,SF_Florida_3.1,,,,,,,,,,,,,,,,,,,,
gshp_cop,,SF_OregonWashington_3.2,,,,,,,,,,,,,,,,,,,,
gshp_cop,,MF_National_1.0,,,,,,,,,,,,,,,,,,,3.5,3.5
gshp_cop,,MF_National_1.1,,,,,,,,,,,,,,,,,,,3.6,3.6
gshp_cop,,MF_National_1.2,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7
gshp_cop,,MF_OregonWashington_1.2,,,,,,,,,,,,,,,,,,,,
ac_seer,,SF_National_3.0,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,13,13,13,13,13,13,13,13,13,13,13
ac_seer,,SF_National_3.1,15,15,15,15,15,15,15,15,15,13,13,13,13,13,13,13,13,13,13,13
ac_seer,,SF_National_3.2,16,16,16,16,16,16,16,16,16,16,16,14,14,14,14,14,14,14,14,14
ac_seer,,SF_Pacific_3.0,14.5,14.5,14.5,,,,,,,,,,,,,,,,,
ac_seer,,SF_Florida_3.1,15,15,15,15,15,15,,,,,,,,,,,,,,
ac_seer,,SF_OregonWashington_3.2,,,,,,,,,,,,13,13,13,13,13,13,13,,
ac_seer,,MF_National_1.0,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,13,13,13,13,13,13,13,13,13,13,13
ac_seer,,MF_National_1.1,15,15,15,15,15,15,15,15,15,13,13,13,13,13,13,13,13,13,13,13
ac_seer,,MF_National_1.2,16,16,16,16,16,16,16,16,16,16,16,14,14,14,14,14,14,14,14,14
